"Company","Current Parent Company","Parent at the Time of the Penalty Announcement","Recap of Ownership Changes","Penalty Amount","Subtraction From Penalty Amount to Avoid Double Counting","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Original System ID","Facility Name","Facility Address","Facility City","Facility State","Facility Zip","Facility County","NAICS Code","NAICS Translation","Current Parent HQ Country","Current Parent HQ State","Current Parent Ownership Structure","Current Parent Stock Ticker","Current Parent ISIN","Current Parent Major Industry","Current Parent Specific Industry","Info Source","PACER Link","Notes"
"American Express Centurion Bank","American Express","American Express","","$250,000","$0","$250,000","2009","20090630","financial offenses","banking violation","","To settle allegations of engaging in unfair practices, American Express Centurion Bank stipulated to a cease-and-desist order and agreed to pay a $250m,civil money penalty and, together with its affiliated thrift institution, reimburse more than 14,000 convenience check users for possible bounced check fees.","federal","agency action","Federal Deposit Insurance Corporation","civil","","","","","","","","","","","","","","","USA","New York","publicly traded","AXP","US0258161092","financial services","financial services","https://www.fdic.gov/news/news/press/2009/pr09108.html","",""
"American Express Centurion Bank","American Express","American Express","","$3,900,000","$0","$3,900,000","2012","20121001","financial offenses","banking violation","credit card violation","The Federal Deposit Insurance Corporation and the Consumer Financial Protection Bureau reached a settlement with American Express Centurion Bank (Bank), Salt Lake City, Utah, for deceptive debt collection and credit card marketing practices, in violation of section 5 of the Federal Trade Commission Act. As part of the settlement, the bank was required to pay a penalty of $3.9 million to the FDIC.","federal","agency action","Federal Deposit Insurance Corporation","civil","","","","","","","","","","","","","","","USA","New York","publicly traded","AXP","US0258161092","financial services","financial services","https://www.fdic.gov/news/news/press/2012/pr12114.html","",""
"American Express Centurion Bank","American Express","American Express","","$3,600,000","$0","$3,600,000","2013","20131224","financial offenses","banking violation","credit card violation","The Federal Deposit Insurance Corporation announced a settlement with American Express Centurion Bank for allegedly unfair and deceptive marketing practices related to credit card ""add-on products,"" in violation of Section 5 of the Federal Trade Commission (FTC) Act.","federal","agency action","Federal Deposit Insurance Corporation","civil","","","","","","","","","","","","","","","USA","New York","publicly traded","AXP","US0258161092","financial services","financial services","https://www.fdic.gov/news/news/press/2013/pr13124.html","",""
"AMERICAN RIVER BANK","","","","$7,770","$0","$7,770","2009","20090813","financial offenses","banking violation","","","federal","agency action","Federal Deposit Insurance Corporation","civil","","","FDIC-09-339k","","","","","","Sacramento","California","","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z4rGAAS?operationContext=S1","",""
"AMERICAN STATE BANK","","","","$10,000","$0","$10,000","2005","20050323","financial offenses","banking violation","","","federal","agency action","Federal Deposit Insurance Corporation","civil","","","FDIC-05-2k","","","","","","Lawrenceburg","Indiana","","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z67WAAS?operationContext=S1","",""
"AMERICAN STATE BANK","","","","$7,125","$0","$7,125","2005","20050323","financial offenses","banking violation","","","federal","agency action","Federal Deposit Insurance Corporation","civil","","","FDIC-05-1k","","","","","","Lawrenceburg","Indiana","","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z51eAAC?operationContext=S1","",""
"AMERICANWEST BANK","","","","$9,000","$0","$9,000","2005","20050405","financial offenses","banking violation","","","federal","agency action","Federal Deposit Insurance Corporation","civil","","","FDIC-05-20k","","","","","","Spokane","Washington","","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5upAAC?operationContext=S1","",""
"AMERICREST BANK","","","","$10,150","$0","$10,150","2002","20020819","financial offenses","banking violation","","","federal","agency action","Federal Deposit Insurance Corporation","civil","","","FDIC-02-75k","","","","","","Oklahoma City","Oklahoma","","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5mbAAC?operationContext=S1","",""
"ANDERSON BROTHERS BANK","","","","$11,200","$0","$11,200","2008","20081020","financial offenses","banking violation","","","federal","agency action","Federal Deposit Insurance Corporation","civil","","","FDIC-08-104k","","","","","","Mullins","South Carolina","","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z4SIAA0?operationContext=S1","",""
"Banamex USA","Citigroup","Citigroup","","$140,000,000","$0","$140,000,000","2015","20150722","financial offenses","banking violation","anti-money-laundering deficiencies","The Federal Deposit Insurance Corporation announced the assessment of a civil money penalty of $140 million against Banamex USA, Century City, California, for violations of the Bank Secrecy Act and anti-money laundering laws and regulations.","federal","agency action","Federal Deposit Insurance Corporation","civil","","","","","","","","","","","","","","","USA","New York","publicly traded","NYSE: C","US1729674242","financial services","banking & securities","https://www.fdic.gov/news/news/press/2015/pr15061.html","",""
"Bancorp Bank","","","","$4,300,000","$0","$4,300,000","2015","20151223","financial offenses","banking violation","","The Federal Deposit Insurance Corporation announced a settlement with The Bancorp Bank, Wilmington, Del., for unfair and deceptive practices in violation of Section 5 of the Federal Trade Commission Act .","federal","agency action","Federal Deposit Insurance Corporation","civil","","","","","","","","","","","","","","","","","","","","","","https://www.fdic.gov/news/news/press/2015/pr15103.html","",""
"Bancorp Bank","","","","$172,000","$0","$172,000","2012","20120808","financial offenses","banking violation","student loan abuses","The Federal Deposit Insurance Corporation announced settlements with Higher One, Inc., New Haven, Connecticut, (Higher One) and The Bancorp Bank, Wilmington, Delaware, for alleged unfair and deceptive practices in violation of Section 5 of the Federal Trade Commission Act (Section 5). Under the settlements, both Higher One and The Bancorp Bank agreed to Consent Orders and Higher One agreed to provide restitution of approximately $11 million to approximately 60,000 students. In addition, the FDIC imposed civil money penalties of $110,000 for Higher One and $172,000 for The Bancorp Bank.","federal","agency action","Federal Deposit Insurance Corporation","civil","","","","","","","","","","","","","","","","","","","","","","https://www.fdic.gov/news/news/press/2012/pr12092.html","",""
"Bancroft State Bank","","","","$15,065","$0","$15,065","2014","20140306","financial offenses","banking violation","","Assessment of Civil Money Penalty","federal","agency action","Federal Deposit Insurance Corporation","civil","","","","","","","","","Bancroft","Wisconsin","","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6NmAAK?operationContext=S1","",""
"BANGOR SAVINGS BANK","","","","$22,715","$0","$22,715","2007","20070627","financial offenses","banking violation","","","federal","agency action","Federal Deposit Insurance Corporation","civil","","","FDIC-07-112k","","","","","","Bangor","Maine","","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5HmAAK?operationContext=S1","",""
"BANK FORWARD (F/K/A SECURITY STATE BANK OF NORTH DAKOTA)","","","","$10,400","$0","$10,400","2007","20070531","financial offenses","banking violation","","","federal","agency action","Federal Deposit Insurance Corporation","civil","","","FDIC-07-80k","","","","","","Hannaford","North Dakota","","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5lcAAC?operationContext=S1","",""
"BANK OF AGRICULTURE AND COMMERCE","","","","$100,000","$0","$100,000","2009","20090625","financial offenses","banking violation","","","federal","agency action","Federal Deposit Insurance Corporation","civil","","","FDIC-08-406k","","","","","","Stockton","California","","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z4I1AAK?operationContext=S1","",""
"BANK OF ANGUILLA","","","","$5,900","$0","$5,900","2007","20070627","financial offenses","banking violation","","","federal","agency action","Federal Deposit Insurance Corporation","civil","","","FDIC-07-68k","","","","","","Anguilla","Mississippi","","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5IIAA0?operationContext=S1","",""
"Bank of Camilla","","","","$10,000","$0","$10,000","2014","20140723","financial offenses","banking violation","","Assessment of Civil Money Penalty","federal","agency action","Federal Deposit Insurance Corporation","civil","","","","","","","","","Camilla","Georgia","","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6LeAAK?operationContext=S1","",""
"BANK OF THE CASCADES","First Interstate Bancsystem","Cascade Bancorp","First Interstate bought Cascade in 2017","$43,550","$0","$43,550","2008","20081008","financial offenses","banking violation","","","federal","agency action","Federal Deposit Insurance Corporation","civil","","","FDIC-08-228k","","","","","","Bend","Oregon","","","","","USA","Montana","publicly traded","FIBK","US32055Y2019","financial services","banking","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z4SGAA0?operationContext=S1","",""
"BANK OF COMMERCE, THE","","","","$5,900","$0","$5,900","2008","20080916","financial offenses","banking violation","","","federal","agency action","Federal Deposit Insurance Corporation","civil","","","FDIC-08-154k","","","","","","Ammon","Idaho","","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z4QHAA0?operationContext=S1","",""
"Bank of Coushatta","","","","$20,000","$0","$20,000","2013","20131206","financial offenses","banking violation","","Assessment of Civil Money Penalty","federal","agency action","Federal Deposit Insurance Corporation","civil","","","","","","","","","Coushatta","Louisiana","","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z3nxAAC?operationContext=S1","",""
"Bank of Dade","","","","$20,000","$0","$20,000","2013","20131029","financial offenses","banking violation","","Assessment of Civil Money Penalty","federal","agency action","Federal Deposit Insurance Corporation","civil","","","","","","","","","Trenton","Georgia","","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6diAAC?operationContext=S1","",""
"BANK OF GUAM","","","","$7,780","$0","$7,780","2008","20080428","financial offenses","banking violation","","","federal","agency action","Federal Deposit Insurance Corporation","civil","","","FDIC-07-287k","","","","","","Hagatna","Guam","","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z53HAAS?operationContext=S1","",""
"Bank of Kampsville","","","","$21,819","$0","$21,819","2016","20161025","financial offenses","banking violation","","","federal","agency action","Federal Deposit Insurance Corporation","civil","","","","","","","","","Kampsville","Illinois","","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z3pUAAS?operationContext=S1","",""
"BANK OF KENTUCKY, INC., THE","Truist Financial","Bank of Kentucky","BB&T acquired Bank of Kentucky in 2015; Suntrust and BB&T merged and formed Truist Financial in 2019","$30,415","$0","$30,415","2009","20091022","financial offenses","banking violation","","","federal","agency action","Federal Deposit Insurance Corporation","civil","","","FDIC-09-196k","","","","","","Crestview Hills","Kentucky","","","","","USA","North Carolina","publicly traded","TFC","US89832Q1094","financial services","banking","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z4uuAAC?operationContext=S1","",""
"Bank of Lake Mills","","","","$16,802","$0","$16,802","2017","20170117","financial offenses","banking violation","","","federal","agency action","Federal Deposit Insurance Corporation","civil","","","","","","","","","Lake Mills","Wisconsin","","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z3ryAAC?operationContext=S1","",""
"BANK OF LEE'S SUMMIT","","","","$6,000","$0","$6,000","2006","20061208","financial offenses","banking violation","","","federal","agency action","Federal Deposit Insurance Corporation","civil","","","FDIC-06-166k","","","","","","Lee's Summit","Missouri","","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5XRAA0?operationContext=S1","",""
"Bank of Louisiana","","","","$540,000","$0","$540,000","2013","20131101","financial offenses","banking violation","","Assessment of Civil Money Penalty,Order to Cease and Desist","federal","agency action","Federal Deposit Insurance Corporation","civil","","","","","","","","","New Orleans","Louisiana","","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z3nlAAC?operationContext=S1","",""
"BANK OF LUXEMBURG","","","","$11,600","$0","$11,600","2009","20090317","financial offenses","banking violation","","","federal","agency action","Federal Deposit Insurance Corporation","civil","","","FDIC-08-289k","","","","","","Luxemburg","Wisconsin","","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5iyAAC?operationContext=S1","",""
"BANK OF MAUSTON","","","","$5,250","$0","$5,250","2008","20080304","financial offenses","banking violation","","","federal","agency action","Federal Deposit Insurance Corporation","civil","","","FDIC-07-99k","","","","","","Mauston","Wisconsin","","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z537AAC?operationContext=S1","",""
"BANK OF MINGO","","","","$12,400","$0","$12,400","2002","20021003","financial offenses","banking violation","","","federal","agency action","Federal Deposit Insurance Corporation","civil","","","FDIC-02-50k","","","","","","Naugatuck","West Virginia","","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5cAAAS?operationContext=S1","",""
"Bank of Mingo","","","","$3,500,000","$0","$3,500,000","2015","20150615","financial offenses","banking violation","anti-money-laundering deficiencies","The Federal Deposit Insurance Corporation announced the assessment of civil money penalties of $3.5 million against Bank of Mingo, Williamson, West Virginia, for violations of the Bank Secrecy Act and anti-money laundering laws and regulations.","federal","agency action","Federal Deposit Insurance Corporation","civil","","","","","","","","","","","","","","","","","","","","","","https://www.fdic.gov/news/news/press/2015/pr15049.html","",""
"BANK OF NEW MADRID","","","","$11,600","$0","$11,600","2003","20030109","financial offenses","banking violation","","","federal","agency action","Federal Deposit Insurance Corporation","civil","","","FDIC-02-129k","","","","","","New Madrid","Missouri","","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5TqAAK?operationContext=S1","",""
"BANK OF ONTARIO","","","","$5,350","$0","$5,350","2009","20091008","financial offenses","banking violation","","","federal","agency action","Federal Deposit Insurance Corporation","civil","","","FDIC-09-158k","","","","","","Ontario","Wisconsin","","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z4skAAC?operationContext=S1","",""
"Bank of the Southwest","","","","$13,240","$0","$13,240","2013","20130123","financial offenses","banking violation","","Assessment of Civil Money Penalty","federal","agency action","Federal Deposit Insurance Corporation","civil","","","","","","","","","Roswell","New Mexico","","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6Q0AAK?operationContext=S1","",""
"BANK OF WISCONSIN DELLS","","","","$7,900","$0","$7,900","2006","20060715","financial offenses","banking violation","","","federal","agency action","Federal Deposit Insurance Corporation","civil","","","FDIC-06-69k","","","","","","Wisconsin Dells","Wisconsin","","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5unAAC?operationContext=S1","",""
"BankOrion","","","","$11,285","$0","$11,285","2014","20140130","financial offenses","banking violation","","Assessment of Civil Money Penalty","federal","agency action","Federal Deposit Insurance Corporation","civil","","","","","","","","","Orion","Illinois","","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z3m4AAC?operationContext=S1","",""
"BankTrust Financial","","","","$7,500","$0","$7,500","2013","20130715","financial offenses","banking violation","","Assessment of Civil Money Penalty","federal","agency action","Federal Deposit Insurance Corporation","civil","","","","","","","","","Henderson","Kentucky","","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6cLAAS?operationContext=S1","",""
"BEACH BANK","","","","$800,000","$0","$800,000","2006","20061227","financial offenses","anti-money-laundering deficiencies","banking violation","","federal","agency action","Federal Deposit Insurance Corporation","civil","","","FDIC-06-239k","","","","","","Miami Beach","Florida","","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z61oAAC?operationContext=S1","",""
"BEDFORD LOAN & DEPOSIT BANK","","","","$5,000","$0","$5,000","2009","20090317","financial offenses","banking violation","","","federal","agency action","Federal Deposit Insurance Corporation","civil","","","FDIC-08-279k","","","","","","Bedford","Kentucky","","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z4G1AAK?operationContext=S1","",""
"BENNINGTON STATE BANK, THE","","","","$29,800","$0","$29,800","2008","20080313","financial offenses","banking violation","","","federal","agency action","Federal Deposit Insurance Corporation","civil","","","FDIC-07-208k","","","","","","Salina","Kansas","","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z56vAAC?operationContext=S1","",""
"BLOOMFIELD STATE BANK","","","","$6,650","$0","$6,650","2007","20071015","financial offenses","banking violation","","","federal","agency action","Federal Deposit Insurance Corporation","civil","","","FDIC-07-178k","","","","","","Bloomfield","Indiana","","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5fWAAS?operationContext=S1","",""
"BRIDGEWATER BANK","","","","$8,085","$0","$8,085","2008","20080721","financial offenses","banking violation","","","federal","agency action","Federal Deposit Insurance Corporation","civil","","","FDIC-08-50k","","","","","","Bloomington","Minnesota","","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z4IYAA0?operationContext=S1","",""
"BRIMFIELD BANK","","","","$10,000","$0","$10,000","2007","20070925","financial offenses","banking violation","","","federal","agency action","Federal Deposit Insurance Corporation","civil","","","FDIC-07-57k","","","","","","Brimfield","Illinois","","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z4FSAA0?operationContext=S1","",""
"BUSEY BANK","First Busey Corp.","First Busey Corp.","","$5,200","$0","$5,200","2006","20061208","financial offenses","banking violation","","","federal","agency action","Federal Deposit Insurance Corporation","civil","","","FDIC-06-103k","","","","","","Urbana","Illinois","","","","","USA","Illinois","publicly traded","BUSE","US3193832041","financial services","banking","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5tEAAS?operationContext=S1","",""
"CAPITOL THRIFT AND LOAN ASSOCIATION","","","","$5,500","$0","$5,500","2001","20010221","financial offenses","banking violation","","","federal","agency action","Federal Deposit Insurance Corporation","civil","","","FDIC-01-5k","","","","","","Napa","California","","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5z5AAC?operationContext=S1","",""
"CARROLLTON BANK","","","","$21,250","$0","$21,250","2007","20071129","financial offenses","banking violation","","","federal","agency action","Federal Deposit Insurance Corporation","civil","","","FDIC-07-48k","","","","","","Carrollton","Illinois","","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5gUAAS?operationContext=S1","",""
"CATHAY BANK","Cathay General Bancorp","Cathay General Bancorp","","$55,500","$0","$55,500","2008","20080104","financial offenses","banking violation","","","federal","agency action","Federal Deposit Insurance Corporation","civil","","","FDIC-07-280k","","","","","","Los Angeles","California","","","","","USA","California","publicly traded","CATY","US1491501045","financial services","banking","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5jFAAS?operationContext=S1","",""
"Central Bank Illinois","","","","$13,800","$0","$13,800","2013","20130923","financial offenses","banking violation","","Assessment of Civil Money Penalty","federal","agency action","Federal Deposit Insurance Corporation","civil","","","","","","","","","Geneseo","Illinois","","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6ciAAC?operationContext=S1","",""
"CENTRAL STATE BANK","","","","$8,050","$0","$8,050","2004","20040721","financial offenses","banking violation","","","federal","agency action","Federal Deposit Insurance Corporation","civil","","","FDIC-03-157k","","","","","","Clayton","Illinois","","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z65yAAC?operationContext=S1","",""
"CENTURY BANK","","","","$10,255","$0","$10,255","2008","20081024","financial offenses","banking violation","","","federal","agency action","Federal Deposit Insurance Corporation","civil","","","FDIC-08-71k","","","","","","Lucedale","Mississippi","","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z4SFAA0?operationContext=S1","",""
"CENTURY BANK OF GEORGIA","","","","$5,500","$0","$5,500","2008","20081006","financial offenses","banking violation","","","federal","agency action","Federal Deposit Insurance Corporation","civil","","","FDIC-08-220k","","","","","","Cartersville","Georgia","","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z4SBAA0?operationContext=S1","",""
"CHELSEA SAVINGS BANK","","","","$5,500","$0","$5,500","2007","20070130","financial offenses","banking violation","","","federal","agency action","Federal Deposit Insurance Corporation","civil","","","FDIC-06-159k","","","","","","Belle Plaine","Iowa","","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5a7AAC?operationContext=S1","",""
"CHEYENNE STATE BANK","","","","$6,765","$0","$6,765","2009","20090827","financial offenses","banking violation","","","federal","agency action","Federal Deposit Insurance Corporation","civil","","","FDIC-09-382k","","","","","","Cheyenne","Wyoming","","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z4wfAAC?operationContext=S1","",""
"CHOICE FINANCIAL GROUP","","","","$10,430","$0","$10,430","2007","20070501","financial offenses","banking violation","","","federal","agency action","Federal Deposit Insurance Corporation","civil","","","FDIC-07-36k","","","","","","Grafton","North Dakota","","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5l7AAC?operationContext=S1","",""
