"Company","Current Parent Company","Parent at the Time of the Penalty Announcement","Recap of Ownership Changes","Penalty Amount","Subtraction From Penalty Amount to Avoid Double Counting","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Original System ID","Facility Name","Facility Address","Facility City","Facility State","Facility Zip","Facility County","NAICS Code","NAICS Translation","Current Parent HQ Country","Current Parent HQ State","Current Parent Ownership Structure","Current Parent Stock Ticker","Current Parent ISIN","Current Parent Major Industry","Current Parent Specific Industry","Info Source","PACER Link","Notes"
"Bacardi USA, Inc","Bacardi Limited","Bacardi Limited","","$50,000","$0","$50,000","2001","20010801","financial offenses","tax violations","excise tax violation","","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","Miami","Florida","","","","","Bermuda","","privately held","","","beverages","beverages","https://www.atf.gov/file/57936/download","",""
"BarkandBrew Inc. dba La Jolla Brew House","","","","$7,000","$0","$7,000","2013","20131125","financial offenses","tax violations","excise tax violation","offer in compromise","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","","","","","","","","","","","","","","https://www.ttb.gov/images/pdfs/fo-compromise/2013/barkandbrew-oic-abstract_redacted.pdf","",""
"Barsac, Inc.","","","","$100,000","$0","$100,000","2003","20031105","financial offenses","tax violations","excise tax violation","","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","Daly City","California","","","","","","","","","","","","https://www.ttb.gov/images/pdfs/fo-compromise/2003/barsac110503.pdf","",""
"Baton Rouge, LLC","","","","$10,000","$0","$10,000","2010","20100125","financial offenses","tax violations","excise tax violation","offer in compromise","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","","","","","","","","","","","","","","https://www.ttb.gov/images/pdfs/fo-compromise/2010/baton-rouge.pdf","",""
"Bekenton U.S.A., Inc.","","","","$50,000","$0","$50,000","2007","20070103","financial offenses","tax violations","excise tax violation","","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","Miami","Florida","","","","","","","","","","","","https://www.ttb.gov/images/pdfs/fo-compromise/2007/bekenton.pdf","",""
"B.G.A. International USA Inc.","","","","$20,000","$0","$20,000","2012","20120106","financial offenses","tax violations","excise tax violation","offer in compromise","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","","","","","","","","","","","","","","https://www.ttb.gov/images/pdfs/fo-compromise/2012/bga-international-usa-inc-redacted.pdf","",""
"Biagi Bros., Inc.","","","","$10,000","$0","$10,000","2011","20111117","financial offenses","tax violations","excise tax violation","offer in compromise","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","","","","","","","","","","","","","","https://www.ttb.gov/images/pdfs/fo-compromise/2011/biagi-bros.pdf","",""
"Billy Ray Holt and Carolyn Holt","","","","$13,000","$0","$13,000","2010","20101007","financial offenses","tax violations","excise tax violation","offer in compromise","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","","","","","","","","","","","","","","https://www.ttb.gov/images/pdfs/fo-compromise/2010/billy_ray_and_carolyn_holt_redacted.pdf","",""
"The Black Prince Distillery, Inc.","","","","$50,000","$0","$50,000","2006","20060927","financial offenses","tax violations","excise tax violation","","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","Clifton","New Jersey","","","","","","","","","","","","https://www.ttb.gov/images/pdfs/fo-compromise/2006/scan0001.pdf","",""
"Black Walnut Vineyards, LLC","","","","$10,000","$0","$10,000","2009","20090105","financial offenses","tax violations","excise tax violation","","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","Penn Yan","New York","","","","","","","","","","","","https://www.ttb.gov/images/pdfs/fo-compromise/2009/black-walnut-vineyards.pdf","",""
"Blue Label Products GP, LLC","","","","$5,000","$0","$5,000","2015","20150403","financial offenses","tax violations","excise tax violation","offer in compromise","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","","","","","","","","","","","","","","https://www.ttb.gov/images/pdfs/fo-compromise/2015/bluelabeloic-redacted.pdf","",""
"The Boston Beer Company","Boston Beer Co.","Boston Beer Co.","","$931,680","$0","$931,680","2009","20090202","financial offenses","tax violations","excise tax violation","","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","Boston","Massachusetts","","","","","USA","Massachusetts","publicly traded","SAM","US1005571070","beverages","beverages","https://www.ttb.gov/images/pdfs/fo-compromise/2009/the-boston-beer-company.pdf","",""
"The Boston Beer Company","Boston Beer Co.","Boston Beer Co.","","$236,160","$0","$236,160","2009","20090202","financial offenses","tax violations","excise tax violation","","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","Boston","Massachusetts","","","","","USA","Massachusetts","publicly traded","SAM","US1005571070","beverages","beverages","https://www.ttb.gov/images/pdfs/fo-compromise/2009/the-boston-beer-company2.pdf","",""
"The Boston Beer Company","Boston Beer Co.","Boston Beer Co.","","$25,000","$0","$25,000","2009","20090202","financial offenses","tax violations","excise tax violation","","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","Boston","Massachusetts","","","","","USA","Massachusetts","publicly traded","SAM","US1005571070","beverages","beverages","https://www.ttb.gov/images/pdfs/fo-compromise/2009/the-boston-beer-company3.pdf","",""
"Brenntag Southwest, Inc.","Brenntag","Brenntag","","$6,221","$0","$6,221","2010","20100810","financial offenses","tax violations","excise tax violation","offer in compromise","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","","","","","","","Germany","","publicly traded","","DE000A1DAHH0","wholesalers","wholesalers-chemicals","https://www.ttb.gov/images/pdfs/fo-compromise/2010/brenntag-southwest-redacted.pdf","",""
"Brenntag Great Lakes, LLC","Brenntag","Brenntag","","$30,381","$0","$30,381","2010","20100810","financial offenses","tax violations","excise tax violation","offer in compromise","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","","","","","","","Germany","","publicly traded","","DE000A1DAHH0","wholesalers","wholesalers-chemicals","https://www.ttb.gov/images/pdfs/fo-compromise/2010/brenntag-great-lakes-redacted.pdf","",""
"Brenntag Northeast Inc.","Brenntag","Brenntag","","$5,000","$0","$5,000","2016","20160509","financial offenses","tax violations","excise tax violation","offer in compromise","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","","","","","","","Germany","","publicly traded","","DE000A1DAHH0","wholesalers","wholesalers-chemicals","https://www.ttb.gov/images/pdfs/fo-compromise/2016/brenntag-northeast-oic_redacted.pdf","",""
"Brenntag Southeast, Inc.","Brenntag","Brenntag","","$28,739","$0","$28,739","2010","20100810","financial offenses","tax violations","excise tax violation","offer in compromise","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","","","","","","","Germany","","publicly traded","","DE000A1DAHH0","wholesalers","wholesalers-chemicals","https://www.ttb.gov/images/pdfs/fo-compromise/2010/brenntag_southeast_redacted.pdf","",""
"Brescome Barton, Inc.","","","","$200,000","$0","$200,000","2015","20150402","financial offenses","tax violations","excise tax violation","offer in compromise","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","","","","","","","","","","","","","","https://www.ttb.gov/images/pdfs/fo-compromise/2015/brescome-barton-oic-redacted.pdf","",""
"Bronco Wine Co.","","","","$750,000","$0","$750,000","2000","20000731","financial offenses","tax violations","excise tax violation","","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","Ceres","California","","","","","","","","","","","","https://www.atf.gov/file/57996/download","",""
"Brotherhood America's Oldest Winery, Ltd.","","","","$70,000","$0","$70,000","2011","20111121","financial offenses","tax violations","excise tax violation","offer in compromise","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","","","","","","","","","","","","","","https://www.ttb.gov/images/pdfs/fo-compromise/2011/brotherhood_redacted-11.pdf","",""
"Brown & Williamson Tobacco Corporation","British American Tobacco","British American Tobacco","","$95,000","$0","$95,000","2007","20070226","financial offenses","tax violations","excise tax violation","","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","Louisville","Kentucky","","","","","United Kingdom","","publicly traded","LSE: BATS","GB0002875804","tobacco","tobacco","https://www.ttb.gov/images/pdfs/fo-compromise/2007/brown_williamson_tobacco.pdf","",""
"Burritt & Son, Inc.","","","","$17,500","$0","$17,500","2008","20080228","financial offenses","tax violations","excise tax violation","","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","Longmeadow","Massachusetts","","","","","","","","","","","","https://www.ttb.gov/images/pdfs/fo-compromise/2008/burritt.pdf","",""
"C. James Winery, Inc.","","","","$75,000","$0","$75,000","2009","20091110","financial offenses","tax violations","excise tax violation","","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","Cedar Grove","New Jersey","","","","","","","","","","","","https://www.ttb.gov/images/pdfs/fo-compromise/2009/james-winery.pdf","",""
"C. Mondavi and Sons dba Charles Krug Winery","","","","$300,000","$0","$300,000","2000","20000731","financial offenses","tax violations","excise tax violation","","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","St. Helens","California","","","","","","","","","","","","https://www.atf.gov/file/57996/download","",""
"Cacciatore Fine Wines & Olive Oil Corp.","","","","$25,000","$0","$25,000","2004","20040308","financial offenses","tax violations","excise tax violation","","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","Pixley","California","","","","","","","","","","","","https://www.ttb.gov/images/pdfs/fo-compromise/2004/cacciatore030804.pdf","",""
"Cadierno Corp.","","","","$5,000","$0","$5,000","2001","20010801","financial offenses","tax violations","excise tax violation","","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","San Juan","Puerto Rico","","","","","","","","","","","","https://www.atf.gov/file/57936/download","",""
"Cadierno Corp.","","","","$5,000","$0","$5,000","2000","20000228","financial offenses","tax violations","excise tax violation","","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","San Juan","Puerto Rico","","","","","","","","","","","","https://www.atf.gov/file/57951/download","",""
"California Cider Co., Inc.","","","","$450,000","$0","$450,000","2017","20170120","financial offenses","tax violations","excise tax violation","offer in compromise","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","Sebastopol","California","","","","","","","","","","","","https://www.ttb.gov/images/pdfs/fo-compromise/2017/california-cider-co_redacted.pdf","",""
"California Wine Transport Inc.","","","","$15,000","$0","$15,000","2010","20101115","financial offenses","tax violations","excise tax violation","offer in compromise","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","","","","","","","","","","","","","","https://www.ttb.gov/images/pdfs/fo-compromise/2010/california_wine_transport_redacted.pdf","",""
"Camo Brewing Co., Inc.","","","","$9,450","$0","$9,450","2014","20140731","financial offenses","tax violations","excise tax violation","offer in compromise","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","","","","","","","","","","","","","","https://www.ttb.gov/images/pdfs/fo-compromise/2014/oic-cam-brewco-redacted-2014.pdf","",""
"Campagna, LLC","","","","$10,000","$0","$10,000","2008","20080325","financial offenses","tax violations","excise tax violation","","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","San Francisco","California","","","","","","","","","","","","https://www.ttb.gov/images/pdfs/fo-compromise/2008/campagna-sf.pdf","",""
"Canandaigua Wine Co., Inc.","Constellation Brands","Constellation Brands","","$50,000","$0","$50,000","2003","20030911","financial offenses","tax violations","excise tax violation","","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","Canandaigua","New York","","","","","USA","New York","publicly traded","STZ","US21036P1084","beverages","beverages","https://www.ttb.gov/images/pdfs/fo-compromise/2003/canadaiguawine091103.pdf","",""
"Cana's Feast Winery, LLC","","","","$10,000","$0","$10,000","2008","20080929","financial offenses","tax violations","excise tax violation","","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","Carlton","Oregon","","","","","","","","","","","","https://www.ttb.gov/images/pdfs/fo-compromise/2008/cana-feast.pdf","",""
"Cargill Incorporated","Cargill","Cargill","","$63,000","$0","$63,000","2011","20110711","financial offenses","tax violations","excise tax violation","offer in compromise","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","","","","","","","USA","Minnesota","privately held","","","agribusiness","agribusiness","https://www.ttb.gov/images/pdfs/fo-compromise/2011/cargill.pdf","",""
"Carisam-Samuel Meisel (MD) Inc.","","","","$75,000","$0","$75,000","2011","20110913","financial offenses","tax violations","excise tax violation","offer in compromise","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","","","","","","","","","","","","","","https://www.ttb.gov/images/pdfs/fo-compromise/2011/carisam_redacted-11.pdf","",""
"Carolina Corporation","","","","$250,000","$0","$250,000","2009","20090427","financial offenses","tax violations","excise tax violation","","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","Miami","Florida","","","","","","","","","","","","https://www.ttb.gov/images/pdfs/fo-compromise/2009/virginia-carolina-corp.pdf","",""
"Cedar Knoll Vineyards, Inc.","","","","$15,000","$0","$15,000","2012","20120823","financial offenses","tax violations","excise tax violation","offer in compromise","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","","","","","","","","","","","","","","https://www.ttb.gov/images/pdfs/fo-compromise/2012/cedar%20knoll_redacted-12.pdf","",""
"Cedar Mountain Winery","","","","$10,000","$0","$10,000","2003","20031105","financial offenses","tax violations","excise tax violation","","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","Livermore","California","","","","","","","","","","","","https://www.ttb.gov/images/pdfs/fo-compromise/2003/earlrault110503.pdf","",""
"Central Coast Wine Co. dba The Henry Wine Group","","","","$15,000","$0","$15,000","2001","20010331","financial offenses","tax violations","excise tax violation","","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","Benicia","California","","","","","","","","","","","","https://www.atf.gov/file/57791/download","",""
"Central Coast Wine Services","","","","$25,000","$0","$25,000","2008","20080520","financial offenses","tax violations","excise tax violation","","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","Santa Maria","California","","","","","","","","","","","","https://www.ttb.gov/images/pdfs/fo-compromise/2008/central-coastwine-services.pdf","",""
"Charles Jacquin Et Cie, Incorporated","","","","$50,000","$0","$50,000","2006","20060126","financial offenses","tax violations","excise tax violation","","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","Philadelphia","Pennsylvania","","","","","","","","","","","","https://www.ttb.gov/images/pdfs/fo-compromise/2006/Charles%20Jacquin.pdf","",""
"Clipper City Brewing Company. L.P.","","","","$5,000","$0","$5,000","2006","20061121","financial offenses","tax violations","excise tax violation","","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","Greendale","Indiana","","","","","","","","","","","","https://www.ttb.gov/images/pdfs/fo-compromise/2006/clipper_city_redacted.pdf","",""
"CNS Enterprises, Inc. (Four Seasons Trading Co.)","","","","$20,000","$0","$20,000","2004","20040524","financial offenses","tax violations","excise tax violation","","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","South El Monte","California","","","","","","","","","","","","https://www.ttb.gov/images/pdfs/fo-compromise/2004/cnsenterprises052404.pdf","",""
"Coach's Brewhouse, LLC","","","","$6,000","$0","$6,000","2009","20090911","financial offenses","tax violations","excise tax violation","","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","Norman","Oklahoma","","","","","","","","","","","","https://www.ttb.gov/images/pdfs/fo-compromise/2009/coaches_brewhouse.pdf","",""
"Cold Spring Brewing Company","","","","$7,000","$0","$7,000","2010","20100107","financial offenses","tax violations","excise tax violation","offer in compromise","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","","","","","","","","","","","","","","https://www.ttb.gov/images/pdfs/fo-compromise/2010/cold-springs-brewing.pdf","",""
"Comeback Brewing, Inc.","","","","$6,287","$0","$6,287","2005","20051207","financial offenses","tax violations","excise tax violation","","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","San Antonio","Texas","","","","","","","","","","","","https://www.ttb.gov/images/pdfs/fo-compromise/2005/Comeback.pdf","",""
"Consolidated Rectifying, Inc.","","","","$40,000","$0","$40,000","2006","20060901","financial offenses","tax violations","excise tax violation","","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","Chicago","Illinois","","","","","","","","","","","","https://www.ttb.gov/images/pdfs/fo-compromise/2006/Consolidated%20Rect.pdf","",""
"Cordier Estates, Inc.","","","","$10,000","$0","$10,000","2004","20040220","financial offenses","tax violations","excise tax violation","","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","Fort Stockton","Texas","","","","","","","","","","","","https://www.ttb.gov/images/pdfs/fo-compromise/2004/cordierestates022004.pdf","",""
"Craft Beer Guild, LLC","","","","$750,000","$0","$750,000","2016","20161115","financial offenses","tax violations","excise tax violation","offer in compromise","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","Everett","Massachusetts","","","","","","","","","","","","https://www.ttb.gov/images/pdfs/fo-compromise/2016/craft_beer_guild_gedacted.pdf","",""
"Cruzan International, Inc.","","","","$425,000","$0","$425,000","2007","20070427","financial offenses","tax violations","excise tax violation","","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","West Palm Beach","Florida","","","","","","","","","","","","https://www.ttb.gov/images/pdfs/fo-compromise/2007/cruzan_international.pdf","",""
"D. & J.F. Cellars, Inc.","","","","$12,000","$0","$12,000","2003","20031208","financial offenses","tax violations","excise tax violation","","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","Dundee","Oregon","","","","","","","","","","","","https://www.ttb.gov/images/pdfs/fo-compromise/2003/djfcellars120803.pdf","",""
"Dave Streiffer Company, Inc.","","","","$135,000","$0","$135,000","2010","20100602","financial offenses","tax violations","excise tax violation","offer in compromise","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","","","","","","","","","","","","","","https://www.ttb.gov/images/pdfs/fo-compromise/2010/dave-streiffer-oic-abstract-redacted.pdf","",""
"David Raines  dba Vins de Taille","","","","$8,000","$0","$8,000","2002","20021031","financial offenses","tax violations","excise tax violation","","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","Lunenburg","Massachusetts","","","","","","","","","","","","https://www.atf.gov/file/57781/download","",""
"Delmonico's Winery, Inc.","","","","$57,000","$0","$57,000","2007","20070320","financial offenses","tax violations","excise tax violation","","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","Brooklyn","New York","","","","","","","","","","","","https://www.ttb.gov/images/pdfs/fo-compromise/2007/delmonico.pdf","",""
"Devalmont Vineyards, Inc. dba Gruet Winery","","","","$7,500","$0","$7,500","2010","20100506","financial offenses","tax violations","excise tax violation","offer in compromise","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","","","","","","","","","","","","","","https://www.ttb.gov/images/pdfs/fo-compromise/2010/devalmont-vinyards-gruet-winery-redacted.pdf","",""
"Diageo North America, Inc.","Diageo","Diageo","","$650,000","$0","$650,000","2011","20110502","financial offenses","tax violations","excise tax violation","offer in compromise","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","","","","","","","United Kingdom","","publicly traded","LSE: DGE","GB0002374006","beverages","beverages","https://www.ttb.gov/images/pdfs/fo-compromise/2011/oic_diageo.pdf","",""
"Diageo North America, Inc.","Diageo","Diageo","","$100,000","$0","$100,000","2008","20080131","financial offenses","tax violations","excise tax violation","","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","Norwalk","Connecticut","","","","","United Kingdom","","publicly traded","LSE: DGE","GB0002374006","beverages","beverages","https://www.ttb.gov/images/pdfs/fo-compromise/2008/Document.pdf","",""
"Diamondback Firearms LLC","","","","$1,600,000","$0","$1,600,000","2015","20151013","financial offenses","tax violations","excise tax violation","offer in compromise","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","","","","","","","","","","","","","","https://www.ttb.gov/images/pdfs/fo-compromise/2015/oic-diamondback-firearms-llc-redacted.pdf","",""
"Distinctive Wines & Spirits, LLC","","","","$110,000","$0","$110,000","2008","20080718","financial offenses","tax violations","excise tax violation","","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","Chicago","Illinois","","","","","","","","","","","","https://www.ttb.gov/images/pdfs/fo-compromise/2008/distinctive-wines-spirits.pdf","",""
"Distribution Technology Inc.","","","","$8,000","$0","$8,000","2002","20020131","financial offenses","tax violations","excise tax violation","","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","Charlotte","North Carolina","","","","","","","","","","","","https://www.atf.gov/resource-center/docs/report/atf-quarterly-bulletin-2002-volume-1-?-announcements/download","",""
"Distribution Technology, Incorporated","","","","$8,000","$0","$8,000","2002","20020630","financial offenses","tax violations","excise tax violation","","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","Charlotte","North Carolina","","","","","","","","","","","","https://www.atf.gov/file/57726/download","",""
"Dogfish Head Craft Brewery, Inc.","","","","$10,000","$0","$10,000","2008","20080627","financial offenses","tax violations","excise tax violation","","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","Milton","Delaware","","","","","","","","","","","","https://www.ttb.gov/images/pdfs/fo-compromise/2008/dogfish.pdf","",""
"E. & J. Gallo Winery","E. & J. Gallo Winery","E. & J. Gallo Winery","","$225,000","$0","$225,000","2011","20110502","financial offenses","tax violations","excise tax violation","offer in compromise","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","","","","","","","USA","California","privately held","","","beverages","wines","https://www.ttb.gov/images/pdfs/fo-compromise/2011/oic_e-and-j-gallo.pdf","",""
"Eagle Imports, Inc.","","","","$510,000","$0","$510,000","2009","20090302","financial offenses","tax violations","excise tax violation","","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","Wanamassa","New Jersey","","","","","","","","","","","","https://www.ttb.gov/images/pdfs/fo-compromise/2009/eagle.pdf","",""
"F&F Equipment","","","","$300,000","$0","$300,000","2007","20070717","financial offenses","tax violations","excise tax violation","","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","Miami","Florida","","","","","","","","","","","","https://www.ttb.gov/images/pdfs/fo-compromise/2007/ff_equipment.pdf","",""
"Farmers Tobacco Co. of Cynthiana, Inc.","","","","$5,000,000","$0","$5,000,000","2011","20110406","financial offenses","tax violations","excise tax violation","offer in compromise","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","","","","","","","","","","","","","","","","","https://www.ttb.gov/images/pdfs/fo-compromise/2011/farmers-tobacco-co-of-cynthiana-redacted.pdf","",""
