"Company","Current Parent Company","Parent at the Time of the Penalty Announcement","Recap of Ownership Changes","Penalty Amount","Subtraction From Penalty Amount to Avoid Double Counting","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Original System ID","Facility Name","Facility Address","Facility City","Facility State","Facility Zip","Facility County","NAICS Code","NAICS Translation","Current Parent HQ Country","Current Parent HQ State","Current Parent Ownership Structure","Current Parent Stock Ticker","Current Parent ISIN","Current Parent Major Industry","Current Parent Specific Industry","Info Source","PACER Link","Notes"
"Alcon Laboratories, Inc","Alcon Inc.","Novartis","Alcon was spun off by Novartis as an independent company in 2019","$7,617,150","$0","$7,617,150","2016","20160705","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","Switzerland","","publicly traded","ALC","CH0432492467","medical equipment and supplies","eyecare products","https://www.treasury.gov/resource-center/sanctions/CivPen/Documents/20160705_alcon.pdf","",""
"Alliance for Responsible Cuba Policy Foundation","","","","$10,000","$0","$10,000","2017","20170112","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","","","","","","","","https://www.treasury.gov/resource-center/sanctions/CivPen/Documents/20170112_alliance.pdf","",""
"Alpha Industries, Inc","","","","$7,500","$0","$7,500","2003","20031003","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","","","","","","","","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/10032003.pdf","",""
"Alpha Pharmaceutical, Inc.","","","","$198,711","$0","$198,711","2004","20040402","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","","","","","","","","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/04022004.pdf","",""
"Alto Products Corp.","","","","$13,750","$0","$13,750","2004","20040903","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","","","","","","","","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/09032004.pdf","",""
"American Airlines","American Airlines","American Airlines","","$47,250","$0","$47,250","2003","20030627","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","USA","Texas","publicly traded","AAL","US02376R1023","airlines","airlines","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/06272003.pdf","",""
"American Express","American Express","American Express","","$18,391","$0","$18,391","2004","20040903","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","USA","New York","publicly traded","AXP","US0258161092","financial services","financial services","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/09032004.pdf","",""
"American Express Company","American Express","American Express","","$5,500","$0","$5,500","2004","20040903","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","USA","New York","publicly traded","AXP","US0258161092","financial services","financial services","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/09032004.pdf","",""
"American Express Travel Related Services Co., Inc.","American Express","American Express","","$16,625","$0","$16,625","2007","20070810","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","USA","New York","publicly traded","AXP","US0258161092","financial services","financial services","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/08102007.pdf","",""
"American Express Bank Ltd.","American Express","American Express","","$5,041","$0","$5,041","2004","20040507","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","USA","New York","publicly traded","AXP","US0258161092","financial services","financial services","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/05072004.pdf","",""
"American Honda Finance Corporation","Honda","Honda","","$87,255","$0","$87,255","2017","20170608","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","Japan","","publicly traded","HMC","JP3854600008","motor vehicles","motor vehicles","https://www.treasury.gov/resource-center/sanctions/CivPen/Documents/20170608_ahfc.pdf","",""
"American International Group","American International Group","American International Group","","$148,698","$0","$148,698","2017","20170626","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","USA","New York","publicly traded","NYSE: AIG","US0268747849","financial services","insurance","https://www.treasury.gov/resource-center/sanctions/CivPen/Documents/20170626_aig.pdf","",""
"American   Power   Conversion   Corporation","","","","$10,341","$0","$10,341","2009","20090731","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","","","","","","","","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/07312009.pdf","",""
"API International, Inc.","","","","$10,000","$0","$10,000","2004","20040903","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","","","","","","","","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/09032004.pdf","",""
"Arab Banking Corp.","Arab Banking Corp.","Arab Banking Corp.","","$5,500","$0","$5,500","2004","20040102","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","Bahrain","","publicly traded","","BH0008794115","financial services","banking","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/01022004.pdf","",""
"Archer  Daniels  Midland  Company","Archer Daniels Midland","Archer Daniels Midland","","$13,750","$0","$13,750","2005","20051012","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","USA","Illinois","publicly traded","ADM","US0394831020","agribusiness","agribusiness","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/10122005.pdf","",""
"AT&C Corporation","","","","$66,250","$0","$66,250","2004","20040305","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","","","","","","","","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/03052004.pdf","",""
"Atlanta Army-Navy Supply Co.","","","","$10,909","$0","$10,909","2004","20040903","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","","","","","","","","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/09032004.pdf","",""
"Atlantic Bank","","","","$5,500","$0","$5,500","2005","20050204","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","","","","","","","","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/02042005.pdf","",""
"Atlas Tube, Inc.","Zekelman Industries","Atlas Tube","In 2006 Atlas was acquired by John Maneely Co., which had been acquired by Carlyle Group. The businesses were sold to Zekelman in 2011.","$126,500","$0","$126,500","2004","20040702","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","USA","Illinois","privately held","","","metals","steel","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/07022004.pdf","",""
"Audiovox, Inc.","","","","$5,038","$0","$5,038","2005","20050701","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","","","","","","","","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/07012005.pdf","",""
"Augsburg College","","","","$9,000","$0","$9,000","2006","20060505","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","","","","","","","","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/05052006.pdf","",""
"Australia and New Zealand Bank Group, Ltd.","Australia and New Zealand Banking Group","Australia and New Zealand Banking Group","","$5,750,000","$0","$5,750,000","2009","20090824","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","Australia","","publicly traded","","AU000000ANZ3","financial services","banking","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/08242009.pdf","",""
"Aviation Services Intemational, B.V. aka Delta Logistics, B.V.","","","","$250,000","$0","$250,000","2010","20100309","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","","","","","","","","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/asi_agreement.pdf","",""
"Axon Corporation","","","","$45,000","$0","$45,000","2003","20030404","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","","","","","","","","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/04042003.pdf","",""
"Banca Commerciale Italiana","","","","$6,450","$0","$6,450","2004","20040402","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","","","","","","","","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/04022004.pdf","",""
"Banco Bradesco S.A","","","","$9,000","$0","$9,000","2003","20031003","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","","","","","","","","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/10032003.pdf","",""
"Banco de Chile","","","","$5,500","$0","$5,500","2004","20040806","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","","","","","","","","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/08062004.pdf","",""
"Banco do Brasil","","","","$10,162","$0","$10,162","2004","20040806","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","","","","","","","","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/08062004.pdf","",""
"Banco do Brasil, S.A.","","","","$139,500","$0","$139,500","2015","20151104","financial offenses","economic sanction violation","","The U.S. Department of the Treasury's Office of Foreign Assets Control announced a $139,500 settlement with Banco do Brasil, S.A., New York Branch  for seven apparent violations of Iranian Transactions and Sanctions Regulations.","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","","","","","","","","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Pages/20151104.aspx","",""
"Bancomer S.A.","","","","$5,000","$0","$5,000","2003","20030404","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","","","","","","","","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/04042003.pdf","",""
"Bank-Fund Staff Federal Credit Union","","","","$14,000","$0","$14,000","2005","20050401","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","","","","","","","","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/04012005.pdf","",""
"Bank of America","Bank of America","Bank of America","","$158,038","$0","$158,038","2003","20031107","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","USA","North Carolina","publicly traded","NYSE: BAC","US0605051046","financial services","banking","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/11072003.pdf","",""
"Bank of America","Bank of America","Bank of America","","$13,573","$0","$13,573","2004","20040204","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","USA","North Carolina","publicly traded","NYSE: BAC","US0605051046","financial services","banking","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/02062004.pdf","",""
"Bank of America N.A.","Bank of America","Bank of America","","$16,562,700","$0","$16,562,700","2014","20140724","financial offenses","economic sanction violation","","The U.S. Department of the Treasury's Office of Foreign Assets Control announced a $16,562,700 settlement with Bank of America, N.A. to settle potential liability for apparent violations of sanctions regulations.","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","USA","North Carolina","publicly traded","NYSE: BAC","US0605051046","financial services","banking","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Pages/20140724.aspx","",""
"Bank of Boston and Sure Trade","","","","$58,944","$0","$58,944","2004","20041001","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","","","","","","","","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/10012004.pdf","",""
"Bank of China","Bank of China","Bank of China","","$11,000","$0","$11,000","2005","20050204","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","China","","publicly traded","","CNE000001N05","financial services","banking","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/02042005.pdf","",""
"Bank of China","Bank of China","Bank of China","","$10,000","$0","$10,000","2004","20040102","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","China","","publicly traded","","CNE000001N05","financial services","banking","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/01022004.pdf","",""
"Bank of New York","Bank of New York Mellon","Bank of New York","In 2007 Bank of New York merged with Mellon Financial Corp. to form Bank of New York Mellon","$137,500","$0","$137,500","2004","20040402","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","USA","New York","publicly traded","BK","US0640581007","financial services","banking","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/04022004.pdf","",""
"Bank of New York","Bank of New York Mellon","Bank of New York","In 2007 Bank of New York merged with Mellon Financial Corp. to form Bank of New York Mellon","$34,623","$0","$34,623","2004","20040204","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","USA","New York","publicly traded","BK","US0640581007","financial services","banking","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/02062004.pdf","",""
"Bank of New York","Bank of New York Mellon","Bank of New York","In 2007 Bank of New York merged with Mellon Financial Corp. to form Bank of New York Mellon","$27,500","$0","$27,500","2004","20040204","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","USA","New York","publicly traded","BK","US0640581007","financial services","banking","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/02062004.pdf","",""
"Bank of New York","Bank of New York Mellon","Bank of New York","In 2007 Bank of New York merged with Mellon Financial Corp. to form Bank of New York Mellon","$24,750","$0","$24,750","2003","20030404","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","USA","New York","publicly traded","BK","US0640581007","financial services","banking","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/04042003.pdf","",""
"Bank of New York","Bank of New York Mellon","Bank of New York","In 2007 Bank of New York merged with Mellon Financial Corp. to form Bank of New York Mellon","$5,500","$0","$5,500","2004","20040204","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","USA","New York","publicly traded","BK","US0640581007","financial services","banking","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/02062004.pdf","",""
"The Bank of New York","Bank of New York Mellon","Bank of New York","In 2007 Bank of New York merged with Mellon Financial Corp. to form Bank of New York Mellon","$5,844","$0","$5,844","2005","20050204","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","USA","New York","publicly traded","BK","US0640581007","financial services","banking","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/02042005.pdf","",""
"Bank One","JPMorgan Chase","Bank One","JPMorgan acquired Bank One later in 2004","$6,682","$0","$6,682","2004","20040204","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","USA","New York","publicly traded","NYSE: JPM","US46625H1005","financial services","banking & securities","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/02062004.pdf","",""
"Bank One","JPMorgan Chase","JPMorgan Chase","","$5,500","$0","$5,500","2004","20040806","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","USA","New York","publicly traded","NYSE: JPM","US46625H1005","financial services","banking & securities","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/08062004.pdf","",""
"Bank Polska Kasa Opieki SA/Bank Pekao SA","","","","$9,725","$0","$9,725","2003","20030718","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","","","","","","","","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/07182003.pdf","",""
"Bank United","","","","$5,842","$0","$5,842","2003","20030613","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","Houston","Texas","","","","","","","","","","","","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/06132003.pdf","",""
"BankAtlantic","Truist Financial","BankAtlantic","BB&T acquired BankAtlantic in 2012; Suntrust and BB&BT merged and formed Truist in 2020","$7,500","$0","$7,500","2008","20080222","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","USA","North Carolina","publicly traded","TFC","US89832Q1094","financial services","banking","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/02222008.pdf","",""
"Barclays Bank PLC","Barclays","Barclays","","$14,970","$0","$14,970","2004","20040204","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","United Kingdom","","publicly traded","LSE: BARC","GB0031348658","financial services","banking","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/02062004.pdf","",""
"Barclays Bank PLC","Barclays","Barclays","","$10,107","$0","$10,107","2003","20031107","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","United Kingdom","","publicly traded","LSE: BARC","GB0031348658","financial services","banking","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/11072003.pdf","",""
"Barclays Bank PLC","Barclays","Barclays","","$2,485,890","$0","$2,485,890","2016","20160208","financial offenses","economic sanction violation","","The U.S. Department of the Treasury's Office of Foreign Assets Control announced a $2,485,890 settlement with Barclays Bank Plc to settle its potential civil liability for 159 apparent violations of the Zimbabwe Sanctions Regulations.","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","United Kingdom","","publicly traded","LSE: BARC","GB0031348658","financial services","banking","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Pages/20160208.aspx","",""
"Barry Callebaut USA, Inc","Barry Callebaut","Barry Callebaut","","$6,852","$0","$6,852","2004","20040204","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","Switzerland","","publicly traded","","CH0009002962","food products","food products","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/02062004.pdf","",""
"Barwil Agencies NA, Inc.","","","","$84,000","$0","$84,000","2009","20091001","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","Pasadena","Texas","","","","","","","","","","","","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/10012009.pdf","",""
"Barwill Agencies (N.A.), Inc","","","","$8,250","$0","$8,250","2003","20030404","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","","","","","","","","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/04042003.pdf","",""
"BASF Corp.","BASF","BASF","","$60,500","$0","$60,500","2004","20040507","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","Germany","","publicly traded","","DE000BASF111","chemicals","chemicals","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/05072004.pdf","",""
"Bax Global Inc","Deutsche Bahn","Deutsche Bahn","","$22,815","$0","$22,815","2005","20050204","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","Germany","","government-owned","","","freight and logistics","railroads and logistics","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/02042005.pdf","",""
"BB&T","Truist Financial","BB&T","SunTrust Banks and BB&T merged and formed Truist Financial in 2019","$10,000","$0","$10,000","2007","20070111","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","USA","North Carolina","publicly traded","TFC","US89832Q1094","financial services","banking","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/01112007.pdf","",""
"Beau Rivage Resorts, Inc.","MGM Resorts International","MGM Resorts International","","$5,625","$0","$5,625","2004","20041001","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","USA","Nevada","publicly traded","MGM","US5529531015","entertainment","casinos","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/10012004.pdf","",""
"BEF Corporation","","","","$11,000","$0","$11,000","2004","20041105","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","","","","","","","","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/11052004.pdf","",""
"Bently Nevada Corporation","Baker Hughes","General Electric","Bently was merged into Baker Hughes after GE took over that company in 2017, and it stayed with Baker Hughes after it split off from GE.","$8,250","$0","$8,250","2003","20030711","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","USA","Texas","publicly traded","BKR","US05722G1004","oilfield services and supplies","oilfield services","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/07112003.pdf","",""
"Bio Check Cor","","","","$32,000","$0","$32,000","2003","20030404","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","","","","","","","","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/04042003.pdf","",""
"Brastrade Brazilian Trading Co., Inc.","","","","$6,600","$0","$6,600","2003","20031107","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","","","","","","","","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/11072003.pdf","",""
"BRI Inc./Bellwether Resources International, Inc","","","","$16,601","$0","$16,601","2003","20030502","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","","","","","","","","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/05022003.pdf","",""
"Buehler Ltd.","Illinois Tool Works","Illinois Tool Works","","$20,000","$0","$20,000","2008","20080222","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","USA","Illinois","publicly traded","ITW","US4523081093","industrial equipment","industrial equipment","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/02222008.pdf","",""
