"Company","Current Parent Company","Parent at the Time of the Penalty Announcement","Recap of Ownership Changes","Penalty Amount","Subtraction From Penalty Amount to Avoid Double Counting","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Original System ID","Facility Name","Facility Address","Facility City","Facility State","Facility Zip","Facility County","NAICS Code","NAICS Translation","Current Parent HQ Country","Current Parent HQ State","Current Parent Ownership Structure","Current Parent Stock Ticker","Current Parent ISIN","Current Parent Major Industry","Current Parent Specific Industry","Info Source","PACER Link","Notes"
"Thomas Industrial Coatings","Thomas Industrial Coatings","Thomas Industrial Coatings","","$1,200,000","$0","$1,200,000","2012","20120315","safety-related offenses","workplace safety or health violation","","corporate-wide settlement agreement","federal","agency action","Occupational Safety & Health Administration corporate-wide settlements","civil","","","","","","","","","","","","","","","USA","Missouri","privately held","","","paints and coatings","paints & coatings","https://www.osha.gov/pls/oshaweb/owadisp.show_document?p_table=CWSA&p_id=2125","",""
"U.S. Minerals","U.S. Minerals","U.S. Minerals","","$700,000","$0","$700,000","2012","20120926","safety-related offenses","workplace safety or health violation","","corporate-wide settlement agreement","federal","agency action","Occupational Safety & Health Administration corporate-wide settlements","civil","","","","","","","","","","","","","","","USA","Indiana","privately held","","","mining and minerals","minerals","https://www.osha.gov/pls/oshaweb/owadisp.show_document?p_table=CWSA&p_id=2203","",""
"Wal-Mart","Walmart","Walmart","","$190,000","$0","$190,000","2013","20130807","safety-related offenses","workplace safety or health violation","","corporate-wide settlement agreement","federal","agency action","Occupational Safety & Health Administration corporate-wide settlements","civil","","","","","","","","","","","","","","","USA","Arkansas","publicly traded","WMT","US9311421039","retailing","retail-discount stores","https://www.osha.gov/pls/oshaweb/owadisp.show_document?p_table=CWSA&p_id=2215","",""
"Target Corporation","Target","Target","","$464,950","$0","$464,950","2020","20201020","safety-related offenses","workplace safety or health violation","","Target signed a corporate-wide settlement agreement with OSHA in which it agreed to settle a variety of violations for $464,950 and make operational changes.","federal","agency action","Occupational Safety & Health Administration corporate-wide settlements","civil","","","","","","","","","","","","","","","USA","Minnesota","publicly traded","TGT","US87612E1064","retailing","retail-discount stores","https://www.osha.gov/sites/default/files/2020-10/TARGET-corporation-settlement-agreement_0.pdf","",""
"CSX Transportation Inc.","CSX","CSX","","$197,000","$0","$197,000","2020","20201009","employment-related offenses","workplace whistleblower retaliation","","The Occupational Safety and Health Administration ordered CSX Transportation Inc. to reinstate and pay more than $95,000 in back wages to an employee terminated by the company for reporting an unsafe customer gate and an on-the-job injury. OSHA also ordered the rail-based freight transportation company to pay the employee $75,000 in punitive damages, $27,000 in compensatory damages, and attorney's fees.","federal","agency action","Occupational Safety & Health Administration","civil","","","","","","","","","","","","","","","USA","Florida","publicly traded","CSX","US1264081035","railroads","railroads","https://www.osha.gov/news/newsreleases/region4/10092020-0","",""
"Bouchard Transportation Co.","Bouchard Transportation","Bouchard Transportation","","$375,000","$0","$375,000","2021","20210401","employment-related offenses","workplace whistleblower retaliation","","A Long Island-based petroleum barge company and three former and current management officials have paid $375,000 in restitution to the brother of one of two seamen killed in a barge explosion off the coast of Texas. The seaman alleged the company fired him for cooperating with investigators and reporting safety concerns to the U.S. Coast Guard. The explosion occurred on Oct. 20, 2017, off Port Aransas aboard the Buster Bouchard/B. No. 255.","federal","agency action","Occupational Safety & Health Administration","civil","","","","","","","","","","","","","","","USA","New York","privately held","","","miscellaneous services","barge services","https://www.osha.gov/news/newsreleases/region2/04012021","",""
"BNSF Railway Co.","Berkshire Hathaway","Berkshire Hathaway","","$290,000","$0","$290,000","2021","20210310","employment-related offenses","workplace whistleblower retaliation","","BNSF Railway Co. accused the employee of violating a doctor's restrictions against physical activity following a work-related injury. When the employee provided documents during a subsequent hearing to prove that his doctor allowed physical activity, the company ignored the documents and fired him.","federal","agency action","Occupational Safety & Health Administration","civil","","","","","","","","","","","","","","","USA","Nebraska","publicly traded","NYSE: BRK.B","US0846707026","diversified","diversified","https://www.osha.gov/news/newsreleases/region6/03102021","",""
"Blue Bird Corp.","American Securities LLC","Blue Bird Body Company","American Securities acquired Blue Bird in 2016","$176,425","$0","$176,425","2011","20110711","employment-related offenses","workplace whistleblower retaliation","","The U.S. Department of Labor reached an agreement with Georgia-based school bus manufacturer Blue Bird Corp. resolving a lawsuit filed by the department alleging that the company illegally terminated a maintenance employee because the employee raised safety concerns regarding the proper use of a bucket lift.","federal","agency action","Occupational Safety & Health Administration","civil","","","","","","","","","","Georgia","","","","","USA","New York","privately held","","","private equity (including portfolio companies)","private equity (including portfolio companies)","https://www.osha.gov/pls/oshaweb/owadisp.show_document?p_table=NEWS_RELEASES&p_id=20235","",""
"Bank of America Corp.","Bank of America","Bank of America","","$930,000","$0","$930,000","2011","20110914","employment-related offenses","workplace whistleblower retaliation","","The Occupational Safety and Health Administration found Charlotte, N.C.-based Bank of America Corp. in violation of the whistleblower protection provisions of the Sarbanes-Oxley Act for improperly firing an employee. The bank was ordered to reinstate and pay the employee approximately $930,000, which included back wages, interest, compensatory damages and attorney fees. ","federal","agency action","Occupational Safety & Health Administration","civil","","","","","","","","","","","","","","","USA","North Carolina","publicly traded","NYSE: BAC","US0605051046","financial services","banking","https://www.osha.gov/pls/oshaweb/owadisp.show_document?p_table=NEWS_RELEASES&p_id=20667","",""
"Burlington Northern Santa Fe Railway Co.","Berkshire Hathaway","Berkshire Hathaway","","$300,000","$0","$300,000","2011","20110818","employment-related offenses","workplace whistleblower retaliation","","The Occupational Safety and Health Administration ordered Burlington Northern Santa Fe Railway Co. to pay more than $300,000 in back wages, compensatory damages, attorney's fees and punitive damages to an employee who filed a complaint with OSHA alleging that she was suspended without pay for 30 days after notifying the company of a work-related injury.","federal","agency action","Occupational Safety & Health Administration","civil","","","","","","","","","","","","","","","USA","Nebraska","publicly traded","NYSE: BRK.B","US0846707026","diversified","diversified","https://www.osha.gov/pls/oshaweb/owadisp.show_document?p_table=NEWS_RELEASES&p_id=20529","",""
"Burlington Northern Santa Fe Railway Company","Berkshire Hathaway","Berkshire Hathaway","","$696,173","$0","$696,173","2020","20200205","employment-related offenses","workplace whistleblower retaliation","","","federal","agency action","Occupational Safety & Health Administration","civil","","","","","","","","","","","","","","","USA","Nebraska","publicly traded","NYSE: BRK.B","US0846707026","diversified","diversified","https://www.osha.gov/news/newsreleases/region8/02052020","",""
"Bouchard Transportation Co.","Bouchard Transportation","Bouchard Transportation","","$250,000","$0","$250,000","2019","20191218","employment-related offenses","workplace whistleblower retaliation","","","federal","agency action","Occupational Safety & Health Administration","civil","","","","","","","","","","","","","","","USA","New York","privately held","","","miscellaneous services","barge services","https://www.osha.gov/news/newsreleases/region2/12182019","",""
"Illinois Central Railroad","Canadian National Railway","Canadian National Railway","","$424,401","$0","$424,401","2012","20120719","employment-related offenses","workplace whistleblower retaliation","","The U.S. Department of Labor ordered two railroad companies to pay three workers a total of $650,729.14 in back wages and damages for retaliating against them for reporting workplace injuries and safety concerns.","federal","agency action","Occupational Safety & Health Administration","civil","","","","","","","","","Markham","Illinois","","","","","Canada","","publicly traded","","CA1363751027","railroads","railroads","https://www.osha.gov/pls/oshaweb/owadisp.show_document?p_table=NEWS_RELEASES&p_id=22722","",""
"Wisconsin Central Limited","Canadian National Railway","Canadian National Railway","","$352,082","$0","$352,082","2014","20140410","employment-related offenses","workplace whistleblower retaliation","","The Occupational Safety and Health Administration found Wisconsin Central Limited railway in violation of the Federal Railroad Safety Act for terminating a conductor following the reporting of a workplace injury that occurred in Manitowoc, Wis.","federal","agency action","Occupational Safety & Health Administration","civil","","","","","","","","","Manitowoc","Wisconsin","","","","","Canada","","publicly traded","","CA1363751027","railroads","railroads","https://www.osha.gov/pls/oshaweb/owadisp.show_document?p_table=NEWS_RELEASES&p_id=25851","",""
"Dana Holding Corp.","Dana Inc.","Dana Inc.","","$274,922","$0","$274,922","2012","20120910","employment-related offenses","workplace whistleblower retaliation","","Dana Holding Corp. was ordered by the U.S. Department of Labor to reinstate and pay $274,922.47 in back wages and benefits, compensatory damages and attorney's fees to a financial analyst who was fired from the company's Toledo facility in February 2009 for raising concerns about inaccuracies in the company's customer information assessment system database that could be reflected as inaccuracies in the company's annual financial reports.","federal","agency action","Occupational Safety & Health Administration","civil","","","","","","","","","Toledo","Ohio","","","","","USA","Ohio","publicly traded","DAN","US2358252052","automotive parts","automotive parts","https://www.osha.gov/pls/oshaweb/owadisp.show_document?p_table=NEWS_RELEASES&p_id=22971","",""
"Deere & Co.","Deere","Deere","","$275,000","$0","$275,000","2016","20161222","employment-related offenses","workplace whistleblower retaliation","","Deere & Co. agreed to resolve a lawsuit brought under under the anti-retaliation provision of the Occupational Safety and Health Act alleging that a pipefitter employee was terminated from the Moline facility in June 2012 after reporting unsafe working conditions and filing a complaint with OSHA after the company failed to correct one of the unsafe conditions.","federal","agency action","Occupational Safety & Health Administration","civil","","","","","","","","","Moline","Illinois","","","","","USA","Illinois","publicly traded","DE","US2441991054","agribusiness","agricultural equipment","https://www.dol.gov/newsroom/releases/osha/osha20161222","",""
"Deutsche Telekom AG","Deutsche Telekom","Deutsche Telekom","","$345,972","$0","$345,972","2012","20120809","employment-related offenses","workplace whistleblower retaliation","","Deutsche Telekom AG and subsidiary T-Mobile USA Inc. were ordered by the U.S. Department of Labor to pay $345,972 to a worker in Bellevue, Wash., who was fired from T-Mobile in April 2009. The order resulted from an investigation by the Seattle office of the department's Occupational Safety and Health Administration into alleged violations of the whistleblower protection provisions of the Sarbanes-Oxley Act of 2002. OSHA substantiated the affected employee's complaint, which alleged termination for raising concerns about the possibility of millions of dollars in fraudulent roaming charges being levied on hundreds of international corporate customers.","federal","agency action","Occupational Safety & Health Administration","civil","","","","","","","","","Bellevue","Washington","","","","","Germany","","publicly traded","","DE0005557508","telecommunications","telecommunications","https://www.osha.gov/pls/oshaweb/owadisp.show_document?p_table=NEWS_RELEASES&p_id=22830","",""
"Computer Sciences Corp.","DXC Technology","Computer Sciences Corporation","In 2017 Computer Sciences merged with portions of Hewlett Packard to form DXC Technology","$186,000","$0","$186,000","2014","20141211","employment-related offenses","workplace whistleblower retaliation","","","federal","agency action","Occupational Safety & Health Administration","civil","","","","","","","","","","","","","","","USA","Virginia","publicly traded","NYSE: DXC","US23355L1061","information technology","information technology","https://www.osha.gov/news/newsreleases/region10/12112014","",""
"Hertz Corporation","Hertz","Hertz","","$154,364","$0","$154,364","2005","20050429","employment-related offenses","workplace whistleblower retaliation","","","federal","agency action","Occupational Safety & Health Administration","civil","","","","","","","","","","New York","","","","","USA","New Jersey","publicly traded","OTC: HTZZ","US42806J1060","miscellaneous services","car rentals","https://violationtracker.goodjobsfirst.org/archive/FOIA547.pdf","",""
"JP Morgan Chase Bank","JPMorgan Chase","JPMorgan Chase","","$203,323","$0","$203,323","2016","20160314","employment-related offenses","workplace whistleblower retaliation","","JP Morgan Chase Bank terminated a loan delivery operations manager at its Iselin, New Jersey offices illegally after he raised concerns about financial transactions to his superiors, a whistleblower investigation by the U.S. Department of Labor's Occupational Safety and Health Administration found.","federal","agency action","Occupational Safety & Health Administration","civil","","","","","","","","","","","","","","","USA","New York","publicly traded","NYSE: JPM","US46625H1005","financial services","banking & securities","https://www.dol.gov/newsroom/releases/osha/osha20160314-0","",""
"Kinder Morgan Inc.","Kinder Morgan","Kinder Morgan","","$163,592","$0","$163,592","2019","20190827","employment-related offenses","workplace whistleblower retaliation","","The Occupational Safety and Health Administration ordered Kinder Morgan Inc. - an energy infrastructure company based in Houston, Texas - to pay a former employee back wages, damages, and attorneys fees after an investigation found that the company violated the whistleblower provisions of the Pipeline Safety Improvement Act.","federal","agency action","Occupational Safety & Health Administration","civil","","","","","","","","","","","","","","","USA","Texas","publicly traded","KMI","US49456B1017","pipelines","pipelines","https://www.osha.gov/news/newsreleases/region6/08272019","",""
"Lloyd Industries Inc.","Lloyd Industries","Lloyd Industries","","$1,047,399","$0","$1,047,399","2019","20190823","employment-related offenses","workplace whistleblower retaliation","","","federal","agency action","Occupational Safety & Health Administration","civil","","","","","","","","","Montgomeryville","Pennsylvania","","","","","USA","Pennsylvania","privately held","","","miscellaneous manufacturing","fire safety products","https://www.osha.gov/news/newsreleases/region3/08232019","",""
"MGM Resorts International","MGM Resorts International","MGM Resorts International","","$325,000","$0","$325,000","2013","20130905","employment-related offenses","workplace whistleblower retaliation","","The Occupational Safety and Health Administration ordered MGM Resorts International to reinstate a whistleblower immediately and pay damages of approximately $325,000 for violations under the whistleblower provisions of the Sarbanes-Oxley Act.","federal","agency action","Occupational Safety & Health Administration","civil","","","","","","","","","Las Vegas","Nevada","","","","","USA","Nevada","publicly traded","MGM","US5529531015","entertainment","casinos","https://www.osha.gov/pls/oshaweb/owadisp.show_document?p_table=NEWS_RELEASES&p_id=24744","",""
"Pan Am Railways, Inc.","CSX","Pan Am Railways","CSX acquired Pan Am in 2022","$260,000","$0","$260,000","2017","20170510","employment-related offenses","workplace whistleblower retaliation","","A federal appeals court affirmed that Pan Am Railways, Inc. must pay $260,000 in punitive and compensatory damages to - and take corrective action on behalf of - an employee who was subjected to retaliation for filing a Federal Railroad Safety Act whistleblower complaint.","federal","agency action","Occupational Safety & Health Administration","civil","","","","","","","","","","","","","","","USA","Florida","publicly traded","CSX","US1264081035","railroads","railroads","https://www.osha.gov/news/newsreleases/region1/05102017","",""
"Union Pacific Railroad","Union Pacific","Union Pacific","","$350,000","$0","$350,000","2015","20150317","employment-related offenses","workplace whistleblower retaliation","","OSHA found that for the third time since 2011 the Union Pacific Railroad violated the Federal Railroad Safety Act at its yard in North Platte by disciplining employees who reported workplace injuries and sought medical attention.","federal","agency action","Occupational Safety & Health Administration","civil","","","","","","","","","North Platte","Nebraska","","","","","USA","Nebraska","publicly traded","UNP","US9078181081","railroads","railroads","https://www.dol.gov/newsroom/releases/osha/osha20150317","",""
"Union Pacific Railroad Co.","Union Pacific","Union Pacific","","$300,000","$0","$300,000","2011","20111220","employment-related offenses","workplace whistleblower retaliation","","The Occupational Safety and Health Administration ordered Union Pacific Railroad Co. to immediately reinstate an employee in Idaho who was terminated after reporting a work-related injury. OSHA also ordered the company to pay the employee more than $300,000 in back wages, compensatory damages, attorney's fees and punitive damages.","federal","agency action","Occupational Safety & Health Administration","civil","","","","","","","","","","Idaho","","","","","USA","Nebraska","publicly traded","UNP","US9078181081","railroads","railroads","https://www.osha.gov/pls/oshaweb/owadisp.show_document?p_table=NEWS_RELEASES&p_id=21540","",""
"United Parcel Service Inc.","United Parcel Service","United Parcel Service","","$254,000","$0","$254,000","2008","20080319","employment-related offenses","workplace whistleblower retaliation","","As the result of an investigation by the Occupational Safety and Health Administration, United Parcel Service Inc. paid $254,000 to a mechanic who was terminated by the delivery carrier after complaining about unsafe conditions in trucks at the company's Watertown, N.Y., garage.","federal","agency action","Occupational Safety & Health Administration","civil","","","","","","","","","Watertown","New York","","","","","USA","Georgia","publicly traded","NYSE: UPS","US9113121068","freight and logistics","package delivery","https://www.osha.gov/pls/oshaweb/owadisp.show_document?p_table=NEWS_RELEASES&p_id=15039","",""
"Wells Fargo","Wells Fargo","Wells Fargo","","$577,500","$0","$577,500","2017","20170721","employment-related offenses","workplace whistleblower retaliation","","The U.S. Department of Labor ordered Wells Fargo to reinstate and pay $577,500 in back wages, damages and other fees to a former branch manager in Pomona who was terminated after she reported conduct by at least three private bankers working under her that she reasonably believed to be bank, wire and mail fraud.","federal","agency action","Occupational Safety & Health Administration","civil","","","","","","","","","","","","","","","USA","California","publicly traded","WFC","US9497461015","financial services","banking","https://www.osha.gov/news/newsreleases/region9/07212017","",""
"Wells Fargo Bank N.A","Wells Fargo","Wells Fargo","","$5,400,000","$0","$5,400,000","2017","20170403","employment-related offenses","workplace whistleblower retaliation","","The Occupational Safety and Health Administration ordered Wells Fargo Bank N.A. to compensate and immediately reinstate a former bank manager who lost his job after reporting suspected fraudulent behavior to superiors and a bank ethics hotline.","federal","agency action","Occupational Safety & Health Administration","civil","","","","","","","","","","","","","","","USA","California","publicly traded","WFC","US9497461015","financial services","banking","https://www.osha.gov/news/newsreleases/national/04032017","",""
"Bond Laboratories Inc.","","","","$500,000","$0","$500,000","2011","20110915","employment-related offenses","workplace whistleblower retaliation","","The Occupational Safety and Health Administration found Bond Laboratories Inc. in violation of the whistleblower protection provisions of the Sarbanes-Oxley Act for improperly firing an employee. The company was ordered to re-hire the employee and pay approximately $500,000 in back wages, interest and compensatory damages. The findings followed an investigation by OSHA's San Francisco Regional Office, which was initiated after receiving a complaint from the employee.","federal","agency action","Occupational Safety & Health Administration","civil","","","","","","","","","","","","","","","","","","","","","","https://www.osha.gov/pls/oshaweb/owadisp.show_document?p_table=NEWS_RELEASES&p_id=20676","",""
"Champagne Demolition, LLC","","","","$173,793","$0","$173,793","2017","20171208","employment-related offenses","workplace whistleblower retaliation","","A jury and judge ordered Albany-based asbestos abatement and demolition company Champagne Demolition, LLC and its owner to pay $173,793.84 to a former employee who was fired in June 2010 after reporting improper asbestos removal practices at a school worksite in Gloversville, New York.","federal","agency action","Occupational Safety & Health Administration","civil","","","","","","","","","","New York","","","","","","","","","","","","https://www.osha.gov/news/newsreleases/region2/12082017","",""
"Chicago Fort Wayne & Eastern Railroad","","","","$226,327","$0","$226,327","2012","20120719","employment-related offenses","workplace whistleblower retaliation","","The U.S. Department of Labor ordered two railroad companies to pay three workers a total of $650,729.14 in back wages and damages for retaliating against them for reporting workplace injuries and safety concerns.","federal","agency action","Occupational Safety & Health Administration","civil","","","","","","","","","Fort Wayne","Indiana","","","","","","","","","","","","https://www.osha.gov/pls/oshaweb/owadisp.show_document?p_table=NEWS_RELEASES&p_id=22722","",""
"Eastern Awning Systems Inc","","","","$160,000","$0","$160,000","2019","20190128","employment-related offenses","workplace whistleblower retaliation","","","federal","agency action","Occupational Safety & Health Administration","civil","","","","","","","","","Watertown","Connecticut","","","","","","","","","","","","https://www.osha.gov/news/newsreleases/region1/01282019","",""
"e-Smart Technologies Inc.","","","","$600,000","$0","$600,000","2010","20100303","employment-related offenses","workplace whistleblower retaliation","","The Occupational Safety and Health Administration ordered e-Smart Technologies Inc. to pay back wages with interest and approximately $600,000 in compensatory damages to a California worker who was discharged after raising concerns about misinformation contained in a draft public filing. OSHA also ordered the company to reinstate the whistleblower to his former position.","federal","agency action","Occupational Safety & Health Administration","civil","","","","","","","","","","California","","","","","","","","","","","","https://www.osha.gov/pls/oshaweb/owadisp.show_document?p_table=NEWS_RELEASES&p_id=17214","",""
"Freight Rite Inc.","","","","$181,569","$0","$181,569","2019","20190628","employment-related offenses","workplace whistleblower retaliation","","","federal","agency action","Occupational Safety & Health Administration","civil","","","","","","","","","Florence","Kentucky","","","","","","","","","","","","https://www.osha.gov/news/newsreleases/region4/06282019","",""
"Gaines Motor Lines Inc.","","","","$1,070,123","$0","$1,070,123","2013","20131113","employment-related offenses","workplace whistleblower retaliation","","The U.S. Department of Labor's Occupational Safety and Health Administration has ordered Gaines Motor Lines Inc., and individuals Tim Gaines and Rick Tompkins, to compensate four former truck drivers who were fired in violation of the whistleblower protection provision of the Surface Transportation Assistance Act, which was amended to implement recommendations from the 9/11 Commission, and pay more than $1,070,123 in back pay wages, interest, compensatory and punitive damages.","federal","agency action","Occupational Safety & Health Administration","civil","","","","","","","","","Hickory","North Carolina","","","","","","","","","","","","https://www.osha.gov/pls/oshaweb/owadisp.show_document?p_table=NEWS_RELEASES&p_id=25080","",""
"Gaines Motor Lines Inc.","","","","$262,500","$0","$262,500","2014","20140819","employment-related offenses","workplace whistleblower retaliation","","The U.S. Department of Labor entered into a settlement agreement with Gaines Motor Lines Inc. to resolve findings made by OSHA alleging that four former truck drivers were terminated for participating in an inspection audit, in violation of the whistleblower protection provision of the Surface Transportation Assistance Act.","federal","agency action","Occupational Safety & Health Administration","civil","","","","","","","","","Hickory","North Carolina","","","","","","","","","","","","https://www.osha.gov/pls/oshaweb/owadisp.show_document?p_table=NEWS_RELEASES&p_id=26562","",""
"Interline Logistics Group LLC","","","","$190,000","$0","$190,000","2012","20120229","employment-related offenses","workplace whistleblower retaliation","","The Occupational Safety and Health Administration ordered Interline Logistics Group LLC to immediately reinstate a truck driver who was terminated after reporting safety concerns about the brakes on his truck and refusing to violate U.S. Department of Transportation regulations for allowable driving and rest hours. OSHA also ordered the company to pay the driver more than $190,000 in back wages, compensatory damages, attorney's fees and punitive damages, and to refrain from retaliating against the employee for exercising rights guaranteed under the Surface Transportation Assistance Act's whistleblower provision.","federal","agency action","Occupational Safety & Health Administration","civil","","","","","","","","","Sauk Village","Illinois","","","","","","","","","","","","https://www.osha.gov/pls/oshaweb/owadisp.show_document?p_table=NEWS_RELEASES&p_id=21900","",""
"Jet Logistics Inc. and New England Life Flight Inc.","","","","$233,616","$0","$233,616","2018","20180328","employment-related offenses","workplace whistleblower retaliation","","","federal","agency action","Occupational Safety & Health Administration","civil","","","","","","","","","","Massachusetts","","","","","","","","","","","","https://www.osha.gov/news/newsreleases/region1/03282018","",""
"JHOS Logistics and Transportation Inc.","","","","$220,000","$0","$220,000","2020","20200715","employment-related offenses","workplace whistleblower retaliation","","OSHA ordered JHOS Logistics and Transportation Inc. to reinstate an employee terminated for refusing to drive what the employee reasonably believed to be an overweight vehicle at the company's Wilmington, California facility. OSHA also ordered the company to pay more than $190,000 in back wages, $25,000 in punitive damages, $5,000 in compensatory damages and attorney's fees.","federal","agency action","Occupational Safety & Health Administration","civil","","","","","","","","","Wilmington","California","","","","","","","","","","","","https://www.osha.gov/news/newsreleases/region9/07152020","",""
