"Company","Current Parent Company","Parent at the Time of the Penalty Announcement","Recap of Ownership Changes","Penalty Amount","Subtraction From Penalty Amount to Avoid Double Counting","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Original System ID","Facility Name","Facility Address","Facility City","Facility State","Facility Zip","Facility County","NAICS Code","NAICS Translation","Current Parent HQ Country","Current Parent HQ State","Current Parent Ownership Structure","Current Parent Stock Ticker","Current Parent ISIN","Current Parent Major Industry","Current Parent Specific Industry","Info Source","PACER Link","Notes"
"AIM Advisors, Inc. and AIM Distributors, Inc.","Invesco","Invesco","","$50,000,000","$0","$50,000,000","2004","20041008","financial offenses","investor protection violation","securities issuance or trading violation","Invesco Funds Group, Inc., AIM Advisors, Inc., and AIM Distributors, Inc. agreed to pay a total of $375 million to settle allegations that they violated federal securities laws by facilitating widespread market timing trading in mutual funds with which each entity was affiliated.","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","USA","Georgia","publicly traded","NYSE: IVZ","BMG491BT1088","financial services","investment management","https://www.sec.gov/news/press/2004-143.htm","",""
"AirTrac Inc.","","","","$2,005,401","$0","$2,005,401","2008","20080123","financial offenses","investor protection violation","securities issuance or trading violation","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","","","","","https://www.sec.gov/litigation/litreleases/2008/lr20436.htm","",""
"Akzo Nobel N.V.","Carlyle Group","Akzo Nobel","Akzo spun off its chemical business as Nouryon in 2018; Nouryon is owned by the Carlyle Group","$2,981,513","$0","$2,981,513","2007","20071220","competition-related offenses","Foreign Corrupt Practices Act","kickbacks and bribery","Akzo Nobel agreed to settle allegations that from 2000 to 2003 two of its subsidiaries authorized and made $279,491 in kickback payments in connection with their sales of humanitarian goods to Iraq under the U.N. Oil for Food Program.","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","USA","District of Columbia","publicly traded","CG","US14316J1088","private equity (including portfolio companies)","private equity (including portfolio companies)","https://www.sec.gov/litigation/litreleases/2007/lr20410.htm","",""
"Alcatel-Lucent S.A.","Nokia","Alcatel-Lucent","Alcatel merged with Lucent in 2006 to form Alcatel-Lucent. Alcatel-Lucent Enterprise was spun off in 2014 and Nokia acquired Alcatel-Lucent in 2016, with most of the company taking the Nokia name.","$45,000,000","$0","$45,000,000","2010","20101227","competition-related offenses","Foreign Corrupt Practices Act","kickbacks and bribery","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","Finland","","publicly traded","NOK","FI0009000681","telecommunications","telecommunications","https://www.sec.gov/news/press/2010/2010-258.htm","",""
"Alcoa Inc.","Alcoa","Alcoa","","$161,000,000","$0","$161,000,000","2014","20140109","competition-related offenses","Foreign Corrupt Practices Act","kickbacks and bribery","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","USA","New York","publicly traded","AA","US0138721065","metals","metals","https://www.sec.gov/News/PressRelease/Detail/PressRelease/1370540596936","",""
"Allergan Inc.","AbbVie","Allergan Inc.","Allergan merged with Actavis and both were bought by AbbVie in 2020","$15,000,000","$0","$15,000,000","2017","20170117","financial offenses","investor protection violation","","Allergan Inc. admitted securities law violations and agreed to pay a $15 million penalty for disclosure failures in the wake of a hostile takeover bid.","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","USA","Illinois","publicly traded","ABBV","US00287Y1091","pharmaceuticals","pharmaceuticals","https://www.sec.gov/news/pressrelease/2017-16.html","",""
"Alliance Capital Management L.P.","Equitable Holdings","AXA","In 2018 AXA spun off most of its U.S. business as Equitable Holdings","$250,000,000","$0","$250,000,000","2003","20031218","financial offenses","investor protection violation","securities issuance or trading violation","Alliance Capital Management L.P. agreed to pay $250 million to settle allegations that it allowed market timing in certain of its mutual funds in exchange for fee-generating investments in other Alliance Capital investment vehicles.","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","USA","New York","publicly traded","EQH","US29452E1010","financial services","investment management","https://www.sec.gov/news/press/2003-176.htm","",""
"Alliance One International Inc.","Pyxus International","Pyxus International","Alliance One changed its name to Pyxus in 2018.","$10,000,000","$0","$10,000,000","2010","20100806","competition-related offenses","Foreign Corrupt Practices Act","kickbacks and bribery","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","USA","North Carolina","publicly traded","PYYX","US74737V2051","tobacco","tobacco","https://www.sec.gov/news/press/2010/2010-144.htm","",""
"Allianz SE","Allianz","Allianz","","$12,396,423","$0","$12,396,423","2012","20121217","competition-related offenses","Foreign Corrupt Practices Act","kickbacks and bribery","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","Germany","","publicly traded","","DE0008404005","financial services","insurance","https://www.sec.gov/News/PressRelease/Detail/PressRelease/1365171486902","",""
"AlphaBridge Capital Management","","","","$5,000,000","$0","$5,000,000","2015","20150701","financial offenses","accounting fraud or deficiencies","","A Greenwich, Conn.-based investment advisory firm and its two owners settle allegations that they fraudulently inflated the prices of securities in hedge fund portfolios they managed.","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","","","","","https://www.sec.gov/news/pressrelease/2015-134.html","",""
"American-Amicable Life Insurance Company of Texas, Pioneer American Insurance Company, and Pioneer Security Life Insurance Company","","","","$10,000,000","$0","$10,000,000","2006","20060803","financial offenses","investor protection violation","","A Waco, Texas, insurance company and its affiliates agreed to pay $10 million to settle allegations that they targeted American military personnel with a deceptive sales program that misleadingly suggested that investing in the company's product would make one a millionaire.","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","","","","","https://www.sec.gov/news/press/2006/2006-132.htm","",""
"American Express Financial Advisors Inc.","Ameriprise Financial","American Express","In 2005 American Express spun off its financial advisory business as Amerprise Financial","$3,706,693","$0","$3,706,693","2004","20040212","financial offenses","investor protection violation","securities issuance or trading violation","The SEC announced enforcement and disciplinary actions against a total of 15 firms for failure to deliver mutual fund breakpoint discounts during 2001 and 2002.","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","USA","Minnesota","publicly traded","AMP","US03076C1062","financial services","financial services","https://www.sec.gov/news/press/2004-17.htm","",""
"American International Group, Inc.","American International Group","American International Group","","$800,000,000","$0","$800,000,000","2006","20060209","financial offenses","investor protection violation","securities issuance or trading violation","American International Group, Inc. agreed to pay a $100 million penalty and $700 million in disgorgement to settle allegations of securities fraud.","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","USA","New York","publicly traded","NYSE: AIG","US0268747849","financial services","insurance","https://www.sec.gov/news/press/2006-19.htm","",""
"American International Group, Inc.","American International Group","American International Group","","$46,000,000","$0","$46,000,000","2004","20041130","financial offenses","investor protection violation","fraud","American International Group, Inc. agreed to pay $46 million in disgorgement and prejudgment interest to settle the SEC portion of a fraud case arising out of AIG's offer and sale of an earnings management product. ","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","USA","New York","publicly traded","NYSE: AIG","US0268747849","financial services","insurance","https://www.sec.gov/news/press/2004-163.htm","",""
"American International Group, Inc.","American International Group","American International Group","","$10,000,000","$0","$10,000,000","2003","20030911","financial offenses","accounting fraud or deficiencies","","American International Group, Inc. agreed to pay $10 million to settle allegations relating to its role in fashioning and selling a purported insurance product that Brightpoint Inc. used to report false and misleading financial information to the public. ","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","USA","New York","publicly traded","NYSE: AIG","US0268747849","financial services","insurance","https://www.sec.gov/news/press/2003-111.htm","",""
"Ameriprise Financial, Inc.","Ameriprise Financial","Ameriprise Financial","","$30,000,000","$0","$30,000,000","2005","20051201","financial offenses","investor protection violation","","American Express Financial Advisors Inc., now known as Ameriprise Financial Services, Inc., agreed to pay $30 million to settle allegations that it failed to adequately disclose millions of dollars in revenue sharing payments that it received from a select group of mutual fund companies.","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","USA","Minnesota","publicly traded","AMP","US03076C1062","financial services","financial services","https://www.sec.gov/news/press/2005-168.htm","",""
"Ameriprise Financial, Inc.","Ameriprise Financial","Ameriprise Financial","","$15,000,000","$0","$15,000,000","2005","20051201","financial offenses","investor protection violation","securities issuance or trading violation","American Express Financial Corporation, now known as Ameriprise Financial, Inc. agreed to pay $15 million to settle allegations that it acted contrary to prospectus disclosures when it allowed certain shareholders to market time the mutual funds it advised.","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","USA","Minnesota","publicly traded","AMP","US03076C1062","financial services","financial services","https://www.sec.gov/news/press/2005-169.htm","",""
"Ameriprise Financial Services, Inc.","Ameriprise Financial","Ameriprise Financial","","$17,300,000","$0","$17,300,000","2009","20090710","financial offenses","investor protection violation","","Ameriprise Financial Services, Inc. agreed to pay $17.3 million to settle allegations that it received millions of dollars in undisclosed compensation as a condition for offering and selling certain real estate investment trusts (REITs) to its brokerage customers. ","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","USA","Minnesota","publicly traded","AMP","US03076C1062","financial services","financial services","https://www.sec.gov/news/press/2009/2009-155.htm","",""
"AmSouth Bank","Regions Financial","Regions Financial","","$11,400,000","$0","$11,400,000","2008","20080923","financial offenses","investor protection violation","","AmSouth Bank and AmSouth Asset Management agreed to pay $11.4 million to settle allegations that they defrauded AmSouth mutual funds by secretly using a portion of administrative fees paid by fund shareholders for marketing and other unrelated expenses that should have been paid by AmSouth itself.","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","USA","Alabama","publicly traded","RF","US7591EP1005","financial services","banking & securities","https://www.sec.gov/news/press/2008/2008-222.htm","",""
"Analog Devices, Inc.","Analog Devices Inc.","Analog Devices Inc.","","$3,000,000","$0","$3,000,000","2008","20080530","financial offenses","accounting fraud or deficiencies","","Analog Devices, Inc. agreed to pay $3 million allegations of reporting false compensation and related financial information to investors by backdating stock option grants to officers, directors and employees. ","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","USA","Massachusetts","publicly traded","ADI","US0326541051","electrical and electronic equipment","semiconductors","https://www.sec.gov/news/press/2008/2008-102.htm","",""
"Analogic Corp.","Altaris Capital Partners","Analogic Corp.","Altaris bought Analogic in 2018","$11,470,000","$0","$11,470,000","2016","20160621","competition-related offenses","Foreign Corrupt Practices Act","kickbacks and bribery","An SEC investigation found that Analogic's Danish subsidiary, BK Medical ApS, engaged in hundreds of sham transactions with distributors that funneled about $20 million to third parties, including individuals in Russia and apparent shell companies in Belize, the British Virgin Islands, Cyprus, and Seychelles.  Analogic agreed to pay $7.67 million in disgorgement and $3.8 million in prejudgment interest to settle the SEC?s charges that it failed to keep accurate books and records and maintain adequate internal accounting controls.","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","USA","New York","privately held","","","private equity (including portfolio companies)","private equity (including portfolio companies)","https://www.sec.gov/news/pressrelease/2016-126.html","",""
"Anheuser-Busch InBev","Anheuser-Busch InBev","Anheuser-Busch InBev","","$6,000,000","$0","$6,000,000","2016","20160928","competition-related offenses","Foreign Corrupt Practices Act","kickbacks and bribery","Anheuser-Busch InBev agreed to pay $6 million to settle charges that it violated the Foreign Corrupt Practices Act (FCPA) and chilled a whistleblower who reported the misconduct.","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","Belgium","","publicly traded","BUD","BE0974293251","beverages","beverages","https://www.sec.gov/news/pressrelease/2016-196.html","",""
"America Online, Inc.","Apollo Global Management","AOL Time Warner","AOL was spun off in 2009. It was purchased in 2015 by Verizon Communications, which sold it to Apollo in 2021.","$3,500,000","$0","$3,500,000","2000","20000515","financial offenses","accounting fraud or deficiencies","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","USA","New York","publicly traded","APO","US03768E1055","private equity (including portfolio companies)","private equity (including portfolio companies)","https://www.sec.gov/news/press/2000-63.txt","",""
"Aon Corporation","Aon","Aon","","$14,545,020","$0","$14,545,020","2011","20111220","competition-related offenses","Foreign Corrupt Practices Act","kickbacks and bribery","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","Ireland","","publicly traded","NYSE: AON","IE00BLP1HW54","financial services","insurance","https://www.sec.gov/litigation/litreleases/2011/lr22203.htm","",""
"Apollo Global Management","Apollo Global Management","Apollo Global Management","","$52,700,000","$0","$52,700,000","2016","20160823","financial offenses","investor protection violation","financial institution supervision failures","The Securities and Exchange Commission announced that four private equity fund advisers affiliated with Apollo Global Management agreed to a $52.7 million settlement for misleading fund investors about fees and a loan agreement and failing to supervise a senior partner who charged personal expenses to the funds.","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","USA","New York","publicly traded","APO","US03768E1055","private equity (including portfolio companies)","private equity (including portfolio companies)","https://www.sec.gov/news/pressrelease/2016-165.html","",""
"Archer-Daniels-Midland Company","Archer Daniels Midland","Archer Daniels Midland","","$36,000,000","$0","$36,000,000","2013","20131220","competition-related offenses","Foreign Corrupt Practices Act","kickbacks and bribery","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","USA","Illinois","publicly traded","ADM","US0394831020","agribusiness","agribusiness","https://www.sec.gov/News/PressRelease/Detail/PressRelease/1370540535139","",""
"Arcturus Corporation and Aschere Energy LLC","","","","$15,500,000","$0","$15,500,000","2017","20170303","financial offenses","investor protection violation","","The Securities and Exchange Commission obtained a final judgment against all defendants in an action involving fraudulent and unregistered offerings of oil and gas investments.","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","","","","","https://www.sec.gov/litigation/litreleases/2017/lr23767.htm","",""
"Armor Holdings Inc.","BAE Systems","BAE Systems","","$5,700,000","$0","$5,700,000","2011","20110713","competition-related offenses","Foreign Corrupt Practices Act","kickbacks and bribery","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","United Kingdom","","publicly traded","LSE: BA","GB0002634946","aerospace and military contracting","aerospace & military contracting","https://www.sec.gov/news/press/2011/2011-146.htm","",""
"Arthur Andersen LLP","","Arthur Andersen LLP","Arthur Andersen went out of business in 2002 as a result of its involvement in the Enron accounting scandal.","$7,000,000","$0","$7,000,000","2001","20010619","financial offenses","accounting fraud or deficiencies","","Arthur Andersen LLP agreed to pay $7 million in connection with Andersen's audits of the annual financial statements of Waste Management Inc. for the years 1992 through 1996.  Those financial statements, on which Andersen issued unqualified or clean opinions, overstated Waste Management's pre-tax income by more than $1 billion.","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","","","","","https://www.sec.gov/news/press/2001-62.txt","",""
"Artis Capital Management","","","","$8,878,015","$0","$8,878,015","2016","20161013","financial offenses","investor protection violation","financial institution supervision failures","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","","","","","https://www.sec.gov/news/pressrelease/2016-214.html","",""
"Ascenergy LLC","","","","$6,859,690","$0","$6,859,690","2017","20170612","financial offenses","investor protection violation","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","","","","","https://www.sec.gov/litigation/litreleases/2017/lr23856.htm","",""
"Assurant Inc.","Assurant","Assurant","","$3,500,000","$0","$3,500,000","2010","20100121","financial offenses","accounting fraud or deficiencies","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","USA","New York","publicly traded","AIZ","US04621X1081","financial services","insurance","https://www.sec.gov/litigation/litreleases/2010/lr21388.htm","",""
"AstraZeneca PLC","AstraZeneca","AstraZeneca","","$5,522,000","$0","$5,522,000","2016","20160830","competition-related offenses","kickbacks and bribery","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","United Kingdom","","publicly traded","LSE: AZN","GB0009895292","pharmaceuticals","pharmaceuticals","https://www.sec.gov/litigation/admin/2016/34-78730.pdf","",""
"AutoChina International Limited","","","","$4,350,000","$0","$4,350,000","2014","20140627","financial offenses","accounting fraud or deficiencies","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","","","","","https://www.sec.gov/litigation/litreleases/2014/lr23033.htm","",""
"AVEO Pharmaceuticals Inc.","LG","AVEO Pharmaceuticals","LG bought AVEO in 2023","$4,000,000","$0","$4,000,000","2016","20160329","financial offenses","investor protection violation","","The SEC announced fraud charges against a Massachusetts-based biotech company and three former executives for misleading investors about the company's efforts to obtain Food and Drug Administration approval for its flagship developmental drug to treat kidney cancer. The SEC alleged that AVEO Pharmaceuticals Inc. concealed the FDA's level of concern about Tivozanib in public statements to investors by omitting the critical fact that FDA staff had recommended a second clinical trial to address their concerns about patient death rates during the first clinical trial.  When the FDA made public months later that it had recommended an additional clinical trial, the company's stock price declined 31 percent.  AVEO never conducted an additional trial, and the FDA later refused to approve Tivozanib.","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","South Korea","","publicly traded","","KR7066570003","diversified","diversified","https://www.sec.gov/news/pressrelease/2016-59.html","",""
"Avon Products","LG","Avon Products","In 2016 Avon was acquired by Cerberus Capital Management. In 2019 Cerberus sold Avon's U.S. operations to LG.","$67,400,000","$0","$67,400,000","2014","20141217","competition-related offenses","Foreign Corrupt Practices Act","kickbacks and bribery","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","South Korea","","publicly traded","","KR7066570003","diversified","diversified","https://www.sec.gov/news/pressrelease/2014-285.html","",""
"AXA Rosenberg","AXA","AXA","","$242,000,000","$0","$242,000,000","2011","20110203","financial offenses","investor protection violation","","The SEC accused three AXA Rosenberg entities with securities fraud for concealing a significant error in the computer code of the quantitative investment model that they use to manage client assets. The error caused $217 million in investor losses. AXA Rosenberg Group LLC, AXA Rosenberg Investment Management LLC, and Barr Rosenberg Research Center LLC agreed to settle the case by paying $217 million to harmed clients plus a $25 million penalty.","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","France","","publicly traded","","FR0000120628","financial services","insurance","https://www.sec.gov/news/press/2011/2011-37.htm","",""
"Baker Hughes Incorporated","Baker Hughes","Baker Hughes","","$33,000,000","$0","$33,000,000","2007","20070426","competition-related offenses","Foreign Corrupt Practices Act","kickbacks and bribery","Baker Hughes Incorporated  agreed to pay more than $23 million in disgorgement and prejudgment interest and a civil penalty of $10 million to settle allegations that it violated a 2001 cease-and-desist Order prohibiting violations of the books and records and internal controls provisions of the Foreign Corrupt Practices Act.","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","USA","Texas","publicly traded","BKR","US05722G1004","oilfield services and supplies","oilfield services","https://www.sec.gov/news/press/2007/2007-77.htm","",""
"Banc of America Securities LLC","Bank of America","Bank of America","","$26,000,000","$0","$26,000,000","2007","20070314","competition-related offenses","fraud","","Banc of America Securities LLC agreed to pay $26 million to settle allegations of failing to safeguard its forthcoming research reports, including analyst upgrades and downgrades, and for issuing fraudulent research. As part of the settlement, BAS agreed to a censure, a cease-and-desist order, and payment of $26 million in disgorgement and penalties.","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","USA","North Carolina","publicly traded","NYSE: BAC","US0605051046","financial services","banking","https://www.sec.gov/news/press/2007/2007-42.htm","",""
"Banc of America Securities LLC","Bank of America","Bank of America","","$10,000,000","$0","$10,000,000","2004","20040310","financial offenses","investor protection violation","securities issuance or trading violation","Banc of America Securities LLC agreed to pay $10 million to settle alleged  violations of the recordkeeping and access requirements of the securities laws.","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","USA","North Carolina","publicly traded","NYSE: BAC","US0605051046","financial services","banking","https://www.sec.gov/news/press/2004-29.htm","",""
"Banc of America Capital Management LLC, BACAP Distributors LLC and Banc of America Securities LLC","Bank of America","Bank of America","","$375,000,000","$0","$375,000,000","2005","20050209","financial offenses","investor protection violation","securities issuance or trading violation","The SEC ordered payments of $125 million in penalties and $250 million in disgorgement by Banc of America Capital Management LLC, BACAP Distributors LLC and Banc of America Securities LLC for entering into improper and undisclosed agreements that allowed favored large investors to engage in rapid short-term securities trading known as market timing.","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","USA","North Carolina","publicly traded","NYSE: BAC","US0605051046","financial services","banking","https://www.sec.gov/news/press/2005-16.htm","",""
"Banc of America Investment Services, Inc.","Bank of America","Bank of America","","$9,763,634","$0","$9,763,634","2008","20080501","financial offenses","investor protection violation","","Banc of America Investment Services, Inc. (BAISI) agreed to pay nearly $10 million to settle allegations that it failed to disclose to clients that in selecting investments for discretionary mutual fund wrap fee accounts, it favored two mutual funds affiliated with BAISI.","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","USA","North Carolina","publicly traded","NYSE: BAC","US0605051046","financial services","banking","https://www.sec.gov/news/press/2008/2008-72.htm","",""
"Banc One Investment Advisors Corporation","JPMorgan Chase","Bank One","JPMorgan acquired Bank One later in 2004","$50,000,000","$0","$50,000,000","2004","20040629","financial offenses","investor protection violation","securities issuance or trading violation","market-timing","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","USA","New York","publicly traded","NYSE: JPM","US46625H1005","financial services","banking & securities","https://www.sec.gov/news/press/2004-90.htm","",""
"Banco Espirito Santo S.A.","","","","$7,000,000","$0","$7,000,000","2011","20111024","financial offenses","investor protection violation","","Banco Espirito Santo S.A. agreed to settle alleged violations of the broker-dealer and investment adviser registration provisions and the securities transaction registration provisions of the federal securities laws.","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","","","","","https://www.sec.gov/news/press/2011/2011-221.htm","",""
"Bank of America","Bank of America","Bank of America","","$150,000,000","$0","$150,000,000","2010","20100211","financial offenses","investor protection violation","","The Securities and Exchange Commission announced that Bank of America agreed to pay $150 million to settle SEC charges that the company failed to properly disclose employee bonuses and financial losses at Merrill Lynch before shareholders approved the merger of the companies in December 2008.","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","USA","North Carolina","publicly traded","NYSE: BAC","US0605051046","financial services","banking","https://www.sec.gov/news/digest/2010/dig020410.htm","",""
