"Company","Current Parent Company","Parent at the Time of the Penalty Announcement","Recap of Ownership Changes","Penalty Amount","Subtraction From Penalty Amount to Avoid Double Counting","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Original System ID","Facility Name","Facility Address","Facility City","Facility State","Facility Zip","Facility County","NAICS Code","NAICS Translation","Current Parent HQ Country","Current Parent HQ State","Current Parent Ownership Structure","Current Parent Stock Ticker","Current Parent ISIN","Current Parent Major Industry","Current Parent Specific Industry","Info Source","PACER Link","Notes"
"ALYESKA PIPELINE SERVICE CO","","","","$20,000","$0","$20,000","2006","20060719","environment-related offenses","environmental violation","pipeline safety violation","","federal","agency action","Pipeline and Hazardous Materials Safety Administration","civil","","","","","","","","","","","","","","","","","","","","","","http://primis.phmsa.dot.gov/comm/reports/enforce/CaseDetail_cpf_520025035.html?nocache=3982","",""
"ALYESKA PIPELINE SERVICE CO","","","","$17,500","$0","$17,500","2005","20050519","environment-related offenses","environmental violation","pipeline safety violation","","federal","agency action","Pipeline and Hazardous Materials Safety Administration","civil","","","","","","","","","","","","","","","","","","","","","","http://primis.phmsa.dot.gov/comm/reports/enforce/CaseDetail_cpf_520035002.html?nocache=2530","",""
"ALYESKA PIPELINE SERVICE CO","","","","$52,000","$0","$52,000","2016","20161122","environment-related offenses","environmental violation","pipeline safety violation","","federal","agency action","Pipeline and Hazardous Materials Safety Administration","civil","","","","","","","","","","","","","","","","","","","","","","http://primis.phmsa.dot.gov/comm/reports/enforce/CaseDetail_cpf_520155015.html?nocache=5603","",""
"AMERICAN MIDSTREAM (ALATENN) LLC","","","","$17,000","$0","$17,000","2004","20041207","environment-related offenses","environmental violation","pipeline safety violation","","federal","agency action","Pipeline and Hazardous Materials Safety Administration","civil","","","","","","","","","","","","","","","","","","","","","","http://primis.phmsa.dot.gov/comm/reports/enforce/CaseDetail_cpf_219971007.html?nocache=2111","",""
"AMERICAN MIDSTREAM (MIDLA) LLC","","","","$70,000","$0","$70,000","2007","20070822","environment-related offenses","environmental violation","pipeline safety violation","","federal","agency action","Pipeline and Hazardous Materials Safety Administration","civil","","","","","","","","","","","","","","","","","","","","","","http://primis.phmsa.dot.gov/comm/reports/enforce/CaseDetail_cpf_420058004.html?nocache=8717","",""
"AMERICAN MIDSTREAM (MIDLA) LLC","","","","$70,000","$0","$70,000","2005","20051014","environment-related offenses","environmental violation","pipeline safety violation","","federal","agency action","Pipeline and Hazardous Materials Safety Administration","civil","","","","","","","","","","","","","","","","","","","","","","http://primis.phmsa.dot.gov/comm/reports/enforce/CaseDetail_cpf_420031010.html?nocache=6127","",""
"AMERIGAS PROPANE LP","UGI Corp.","UGI Corp.","","$105,600","$0","$105,600","2009","20090415","environment-related offenses","environmental violation","pipeline safety violation","","federal","agency action","Pipeline and Hazardous Materials Safety Administration","civil","","","","","","","","","","","","","","","USA","Pennsylvania","publicly traded","UGI","US9026811052","utilities and power generation","utilities","http://primis.phmsa.dot.gov/comm/reports/enforce/CaseDetail_cpf_320060004.html?nocache=3907","",""
"AMERIGAS PROPANE LP","UGI Corp.","UGI Corp.","","$70,100","$0","$70,100","2013","20131107","environment-related offenses","environmental violation","pipeline safety violation","","federal","agency action","Pipeline and Hazardous Materials Safety Administration","civil","","","","","","","","","","","","","","","USA","Pennsylvania","publicly traded","UGI","US9026811052","utilities and power generation","utilities","http://primis.phmsa.dot.gov/comm/reports/enforce/CaseDetail_cpf_220130022.html?nocache=4729","",""
"AMERIGAS PROPANE LP","UGI Corp.","UGI Corp.","","$43,200","$0","$43,200","2015","20150430","environment-related offenses","environmental violation","pipeline safety violation","","federal","agency action","Pipeline and Hazardous Materials Safety Administration","civil","","","","","","","","","","","","","","","USA","Pennsylvania","publicly traded","UGI","US9026811052","utilities and power generation","utilities","http://primis.phmsa.dot.gov/comm/reports/enforce/CaseDetail_cpf_520155013.html?nocache=651","",""
"AMERIGAS PROPANE LP","UGI Corp.","UGI Corp.","","$24,950","$0","$24,950","2013","20130620","environment-related offenses","environmental violation","pipeline safety violation","","federal","agency action","Pipeline and Hazardous Materials Safety Administration","civil","","","","","","","","","","","","","","","USA","Pennsylvania","publicly traded","UGI","US9026811052","utilities and power generation","utilities","http://primis.phmsa.dot.gov/comm/reports/enforce/CaseDetail_cpf_220130021.html?nocache=950","",""
"AMOCO OIL CO","BP","BP","","$90,000","$0","$90,000","2010","20100625","environment-related offenses","environmental violation","pipeline safety violation","","federal","agency action","Pipeline and Hazardous Materials Safety Administration","civil","","","","","","","","","","","","","","","United Kingdom","","publicly traded","LSE: BP","GB0007980591","oil and gas","oil & gas","http://primis.phmsa.dot.gov/comm/reports/enforce/CaseDetail_cpf_320105007.html?nocache=8040","",""
"AMOCO OIL CO","BP","BP","","$50,000","$0","$50,000","2006","20060426","environment-related offenses","environmental violation","pipeline safety violation","","federal","agency action","Pipeline and Hazardous Materials Safety Administration","civil","","","","","","","","","","","","","","","United Kingdom","","publicly traded","LSE: BP","GB0007980591","oil and gas","oil & gas","http://primis.phmsa.dot.gov/comm/reports/enforce/CaseDetail_cpf_320055030.html?nocache=4934","",""
"AMOCO OIL CO","BP","BP","","$10,000","$0","$10,000","2007","20071107","environment-related offenses","environmental violation","pipeline safety violation","","federal","agency action","Pipeline and Hazardous Materials Safety Administration","civil","","","","","","","","","","","","","","","United Kingdom","","publicly traded","LSE: BP","GB0007980591","oil and gas","oil & gas","http://primis.phmsa.dot.gov/comm/reports/enforce/CaseDetail_cpf_320065027.html?nocache=5242","",""
"AMOCO OIL CO","BP","BP","","$5,000","$0","$5,000","2006","20060426","environment-related offenses","environmental violation","pipeline safety violation","","federal","agency action","Pipeline and Hazardous Materials Safety Administration","civil","","","","","","","","","","","","","","","United Kingdom","","publicly traded","LSE: BP","GB0007980591","oil and gas","oil & gas","http://primis.phmsa.dot.gov/comm/reports/enforce/CaseDetail_cpf_320045031.html?nocache=480","",""
"AMOCO EXPLORATION AND PRODUCTION COMPANY","BP","BP","","$5,000","$0","$5,000","2003","20030205","environment-related offenses","environmental violation","pipeline safety violation","","federal","agency action","Pipeline and Hazardous Materials Safety Administration","civil","","","","","","","","","","","","","","","United Kingdom","","publicly traded","LSE: BP","GB0007980591","oil and gas","oil & gas","http://primis.phmsa.dot.gov/comm/reports/enforce/CaseDetail_cpf_420005007.html?nocache=8278","",""
"ANR PIPELINE CO","TC Energy","TC Energy","TransCanada changed its name to TC Energy in 2019","$52,800","$0","$52,800","2011","20110722","environment-related offenses","environmental violation","pipeline safety violation","","federal","agency action","Pipeline and Hazardous Materials Safety Administration","civil","","","","","","","","","","","","","","","Canada","","publicly traded","TRP","CA89353D1078","pipelines","pipelines","http://primis.phmsa.dot.gov/comm/reports/enforce/CaseDetail_cpf_320111010.html?nocache=8427","",""
"ANR PIPELINE CO","TC Energy","TC Energy","TransCanada changed its name to TC Energy in 2019","$33,100","$0","$33,100","2011","20110727","environment-related offenses","environmental violation","pipeline safety violation","","federal","agency action","Pipeline and Hazardous Materials Safety Administration","civil","","","","","","","","","","","","","","","Canada","","publicly traded","TRP","CA89353D1078","pipelines","pipelines","http://primis.phmsa.dot.gov/comm/reports/enforce/CaseDetail_cpf_320111011.html?nocache=3155","",""
"ANR PIPELINE CO","TC Energy","TC Energy","TransCanada changed its name to TC Energy in 2019","$21,900","$0","$21,900","2016","20160113","environment-related offenses","environmental violation","pipeline safety violation","","federal","agency action","Pipeline and Hazardous Materials Safety Administration","civil","","","","","","","","","","","","","","","Canada","","publicly traded","TRP","CA89353D1078","pipelines","pipelines","http://primis.phmsa.dot.gov/comm/reports/enforce/CaseDetail_cpf_420152001.html?nocache=5342","",""
"ANR PIPELINE CO","TC Energy","TC Energy","TransCanada changed its name to TC Energy in 2019","$21,900","$0","$21,900","2015","20150317","environment-related offenses","environmental violation","pipeline safety violation","","federal","agency action","Pipeline and Hazardous Materials Safety Administration","civil","","","","","","","","","","","","","","","Canada","","publicly traded","TRP","CA89353D1078","pipelines","pipelines","http://primis.phmsa.dot.gov/comm/reports/enforce/CaseDetail_cpf_420152001.html?nocache=9541","",""
"ANR PIPELINE CO","TC Energy","TC Energy","TransCanada changed its name to TC Energy in 2019","$5,000","$0","$5,000","2009","20090106","environment-related offenses","environmental violation","pipeline safety violation","","federal","agency action","Pipeline and Hazardous Materials Safety Administration","civil","","","","","","","","","","","","","","","Canada","","publicly traded","TRP","CA89353D1078","pipelines","pipelines","http://primis.phmsa.dot.gov/comm/reports/enforce/CaseDetail_cpf_220041004.html?nocache=5292","",""
"ANR PIPELINE CO","TC Energy","El Paso Corporation","TC Energy, then known as TransCanada, bought ANR Pipeline in 2007","$5,000","$0","$5,000","2005","20050329","environment-related offenses","environmental violation","pipeline safety violation","","federal","agency action","Pipeline and Hazardous Materials Safety Administration","civil","","","","","","","","","","","","","","","Canada","","publicly traded","TRP","CA89353D1078","pipelines","pipelines","http://primis.phmsa.dot.gov/comm/reports/enforce/CaseDetail_cpf_320041004.html?nocache=5360","",""
"ARC TERMINALS","","","","$7,500","$0","$7,500","2007","20070220","environment-related offenses","environmental violation","pipeline safety violation","","federal","agency action","Pipeline and Hazardous Materials Safety Administration","civil","","","","","","","","","","","","","","","","","","","","","","http://primis.phmsa.dot.gov/comm/reports/enforce/CaseDetail_cpf_320065020.html?nocache=5612","",""
"Arlington Storage Company LLC","","","","$98,100","$0","$98,100","2017","20170125","environment-related offenses","environmental violation","pipeline safety violation","","federal","agency action","Pipeline and Hazardous Materials Safety Administration","civil","","","","","","","","","","","","","","","","","","","","","","https://primis.phmsa.dot.gov/comm/reports/enforce/CaseDetail_cpf_120151026.html?nocache=3763","",""
"ARLINGTON STORAGE COMPANY LLC","","","","$15,800","$0","$15,800","2015","20150113","environment-related offenses","environmental violation","pipeline safety violation","","federal","agency action","Pipeline and Hazardous Materials Safety Administration","civil","","","","","","","","","","","","","","","","","","","","","","http://primis.phmsa.dot.gov/comm/reports/enforce/CaseDetail_cpf_120151002.html?nocache=2928","",""
"ASIG - HONOLULU","","","","$5,000","$0","$5,000","2006","20061211","environment-related offenses","environmental violation","pipeline safety violation","","federal","agency action","Pipeline and Hazardous Materials Safety Administration","civil","","","","","","","","","","","","","","","","","","","","","","http://primis.phmsa.dot.gov/comm/reports/enforce/CaseDetail_cpf_520045004.html?nocache=3635","",""
"ATLANTA GAS LIGHT CO","Southern Company","NewPower Holdings","AGL Resources acquired NewPower Holdings in 2004; Southern Company and AGL Resources merged in 2016","$10,000","$0","$10,000","2003","20030808","environment-related offenses","environmental violation","pipeline safety violation","","federal","agency action","Pipeline and Hazardous Materials Safety Administration","civil","","","","","","","","","","","","","","","USA","Georgia","publicly traded","SO","US8425871071","utilities and power generation","utilities","http://primis.phmsa.dot.gov/comm/reports/enforce/CaseDetail_cpf_220030001.html?nocache=6165","",""
"BAYOU CITY PIPELINE INC","","","","$20,000","$0","$20,000","2006","20060621","environment-related offenses","environmental violation","pipeline safety violation","","federal","agency action","Pipeline and Hazardous Materials Safety Administration","civil","","","","","","","","","","","","","","","","","","","","","","http://primis.phmsa.dot.gov/comm/reports/enforce/CaseDetail_cpf_420065004.html?nocache=6589","",""
"BELLE FOURCHE PIPELINE CO","","","","$50,000","$0","$50,000","2006","20060710","environment-related offenses","environmental violation","pipeline safety violation","","federal","agency action","Pipeline and Hazardous Materials Safety Administration","civil","","","","","","","","","","","","","","","","","","","","","","http://primis.phmsa.dot.gov/comm/reports/enforce/CaseDetail_cpf_520045030.html?nocache=6316","",""
"BELLE FOURCHE PIPELINE CO","","","","$41,500","$0","$41,500","2006","20061211","environment-related offenses","environmental violation","pipeline safety violation","","federal","agency action","Pipeline and Hazardous Materials Safety Administration","civil","","","","","","","","","","","","","","","","","","","","","","http://primis.phmsa.dot.gov/comm/reports/enforce/CaseDetail_cpf_520045010.html?nocache=2894","",""
"BLACK HILLS OPERATING COMPANY LLC","Black Hills Corp.","Black Hills Corp.","","$11,300","$0","$11,300","2006","20060419","environment-related offenses","environmental violation","pipeline safety violation","","federal","agency action","Pipeline and Hazardous Materials Safety Administration","civil","","","","","","","","","","","","","","","USA","South Dakota","publicly traded","BKH","US0921131092","utilities and power generation","utilities","http://primis.phmsa.dot.gov/comm/reports/enforce/CaseDetail_cpf_420055027.html?nocache=7079","",""
"BLACK MARLIN PIPELINE CO","Williams Companies","Williams Companies","","$30,000","$0","$30,000","2002","20021203","environment-related offenses","environmental violation","pipeline safety violation","","federal","agency action","Pipeline and Hazardous Materials Safety Administration","civil","","","","","","","","","","","","","","","USA","Oklahoma","publicly traded","WMB","US9694571004","oil and gas","oil & gas","http://primis.phmsa.dot.gov/comm/reports/enforce/CaseDetail_cpf_420022001.html?nocache=1526","",""
"BOARDWALK PETROCHEMICAL PIPELINE LLC","Loews Corp.","Loews Corp.","","$33,100","$0","$33,100","2013","20130925","environment-related offenses","environmental violation","pipeline safety violation","","federal","agency action","Pipeline and Hazardous Materials Safety Administration","civil","","","","","","","","","","","","","","","USA","New York","publicly traded","L","US5404241086","diversified","diversified","http://primis.phmsa.dot.gov/comm/reports/enforce/CaseDetail_cpf_420135019.html?nocache=4343","",""
"BOIS DARC OFFSHORE LTD","","","","$50,000","$0","$50,000","2005","20050415","environment-related offenses","environmental violation","pipeline safety violation","","federal","agency action","Pipeline and Hazardous Materials Safety Administration","civil","","","","","","","","","","","","","","","","","","","","","","http://primis.phmsa.dot.gov/comm/reports/enforce/CaseDetail_cpf_420045040.html?nocache=2589","",""
"BP PIPELINES (ALASKA) INC","BP","BP","","$4,500,000","$4,500,000","$0","2011","20110503","environment-related offenses","environmental violation","pipeline safety violation","","federal","agency action","Pipeline and Hazardous Materials Safety Administration","civil","","","","","","","","","","","","","","","United Kingdom","","publicly traded","LSE: BP","GB0007980591","oil and gas","oil & gas","http://primis.phmsa.dot.gov/comm/reports/enforce/CaseDetail_cpf_520065015H.html","","Note: This penalty is a duplicate of an amount shown in another record (either because it applies to a multi-location settlement or because Violation Tracker contains an agency record and a settlement announcement for the same case)."
"BP OIL PIPELINE CO","BP","BP","","$35,000","$0","$35,000","2004","20040824","environment-related offenses","environmental violation","pipeline safety violation","","federal","agency action","Pipeline and Hazardous Materials Safety Administration","civil","","","","","","","","","","","","","","","United Kingdom","","publicly traded","LSE: BP","GB0007980591","oil and gas","oil & gas","http://primis.phmsa.dot.gov/comm/reports/enforce/CaseDetail_cpf_420025015.html?nocache=1161","",""
"BP OIL PIPELINE CO","BP","BP","","$5,000","$0","$5,000","2006","20061201","environment-related offenses","environmental violation","pipeline safety violation","","federal","agency action","Pipeline and Hazardous Materials Safety Administration","civil","","","","","","","","","","","","","","","United Kingdom","","publicly traded","LSE: BP","GB0007980591","oil and gas","oil & gas","http://primis.phmsa.dot.gov/comm/reports/enforce/CaseDetail_cpf_220005012.html?nocache=7852","",""
"BP PIPELINE (NORTH AMERICA) INC.","BP","BP","","$55,000","$0","$55,000","2002","20020401","environment-related offenses","environmental violation","pipeline safety violation","","federal","agency action","Pipeline and Hazardous Materials Safety Administration","civil","","","","","","","","","","","","","","","United Kingdom","","publicly traded","LSE: BP","GB0007980591","oil and gas","oil & gas","http://primis.phmsa.dot.gov/comm/reports/enforce/CaseDetail_cpf_320015006.html?nocache=4342","",""
"BP PIPELINE (NORTH AMERICA) INC.","BP","BP","","$45,250","$0","$45,250","2006","20060410","environment-related offenses","environmental violation","pipeline safety violation","","federal","agency action","Pipeline and Hazardous Materials Safety Administration","civil","","","","","","","","","","","","","","","United Kingdom","","publicly traded","LSE: BP","GB0007980591","oil and gas","oil & gas","http://primis.phmsa.dot.gov/comm/reports/enforce/CaseDetail_cpf_320055012.html?nocache=435","",""
"BP PIPELINE (NORTH AMERICA) INC.","BP","BP","","$45,000","$0","$45,000","2006","20060906","environment-related offenses","environmental violation","pipeline safety violation","","federal","agency action","Pipeline and Hazardous Materials Safety Administration","civil","","","","","","","","","","","","","","","United Kingdom","","publicly traded","LSE: BP","GB0007980591","oil and gas","oil & gas","http://primis.phmsa.dot.gov/comm/reports/enforce/CaseDetail_cpf_220055001.html?nocache=6140","",""
"BP PIPELINE (NORTH AMERICA) INC.","BP","BP","","$35,000","$0","$35,000","2003","20030729","environment-related offenses","environmental violation","pipeline safety violation","","federal","agency action","Pipeline and Hazardous Materials Safety Administration","civil","","","","","","","","","","","","","","","United Kingdom","","publicly traded","LSE: BP","GB0007980591","oil and gas","oil & gas","http://primis.phmsa.dot.gov/comm/reports/enforce/CaseDetail_cpf_420015001.html?nocache=5488","",""
"BP PIPELINE (NORTH AMERICA) INC.","BP","BP","","$18,500","$0","$18,500","2005","20051014","environment-related offenses","environmental violation","pipeline safety violation","","federal","agency action","Pipeline and Hazardous Materials Safety Administration","civil","","","","","","","","","","","","","","","United Kingdom","","publicly traded","LSE: BP","GB0007980591","oil and gas","oil & gas","http://primis.phmsa.dot.gov/comm/reports/enforce/CaseDetail_cpf_320045015.html?nocache=6381","",""
"BP PIPELINE (NORTH AMERICA) INC.","BP","BP","","$15,500","$0","$15,500","2005","20050516","environment-related offenses","environmental violation","pipeline safety violation","","federal","agency action","Pipeline and Hazardous Materials Safety Administration","civil","","","","","","","","","","","","","","","United Kingdom","","publicly traded","LSE: BP","GB0007980591","oil and gas","oil & gas","http://primis.phmsa.dot.gov/comm/reports/enforce/CaseDetail_cpf_520035031.html?nocache=797","",""
"BP PIPELINE (NORTH AMERICA) INC.","BP","BP","","$10,000","$0","$10,000","2006","20060426","environment-related offenses","environmental violation","pipeline safety violation","","federal","agency action","Pipeline and Hazardous Materials Safety Administration","civil","","","","","","","","","","","","","","","United Kingdom","","publicly traded","LSE: BP","GB0007980591","oil and gas","oil & gas","http://primis.phmsa.dot.gov/comm/reports/enforce/CaseDetail_cpf_420055045.html?nocache=3137","",""
"BRIDGEMARK CORP","","","","$5,000","$0","$5,000","2008","20080331","environment-related offenses","environmental violation","pipeline safety violation","","federal","agency action","Pipeline and Hazardous Materials Safety Administration","civil","","","","","","","","","","","","","","","","","","","","","","http://primis.phmsa.dot.gov/comm/reports/enforce/CaseDetail_cpf_520050018.html?nocache=2671","",""
"BRIDGER PIPELINE LLC","","","","$100,000","$0","$100,000","2007","20070109","environment-related offenses","environmental violation","pipeline safety violation","","federal","agency action","Pipeline and Hazardous Materials Safety Administration","civil","","","","","","","","","","","","","","","","","","","","","","http://primis.phmsa.dot.gov/comm/reports/enforce/CaseDetail_cpf_520055017.html?nocache=7679","",""
"Buckeye Partners LP","IFM Investors","Buckeye Partners","IFM bought Buckeye in 2019","$193,000","$0","$193,000","2017","20170413","environment-related offenses","environmental violation","pipeline safety violation","","federal","agency action","Pipeline and Hazardous Materials Safety Administration","civil","","","","","","","","","","","","","","","Australia","","privately held","","","financial services","investment advisory services","https://primis.phmsa.dot.gov/comm/reports/enforce/CaseDetail_cpf_120145007.html?nocache=7570","",""
"Buckeye Partners LP","IFM Investors","Buckeye Partners","IFM bought Buckeye in 2019","$50,400","$0","$50,400","2017","20170420","environment-related offenses","environmental violation","pipeline safety violation","","federal","agency action","Pipeline and Hazardous Materials Safety Administration","civil","","","","","","","","","","","","","","","Australia","","privately held","","","financial services","investment advisory services","https://primis.phmsa.dot.gov/comm/reports/enforce/CaseDetail_cpf_120155019.html?nocache=5258","",""
"BUCKEYE PARTNERS LP","IFM Investors","Buckeye Partners","IFM bought Buckeye in 2019","$7,500","$0","$7,500","2009","20090129","environment-related offenses","environmental violation","pipeline safety violation","","federal","agency action","Pipeline and Hazardous Materials Safety Administration","civil","","","","","","","","","","","","","","","Australia","","privately held","","","financial services","investment advisory services","http://primis.phmsa.dot.gov/comm/reports/enforce/CaseDetail_cpf_120065006.html?nocache=846","",""
"BUCKEYE PARTNERS LP","IFM Investors","Buckeye Partners","IFM bought Buckeye in 2019","$402,500","$0","$402,500","2010","20100414","environment-related offenses","environmental violation","pipeline safety violation","","federal","agency action","Pipeline and Hazardous Materials Safety Administration","civil","","","","","","","","","","","","","","","Australia","","privately held","","","financial services","investment advisory services","http://primis.phmsa.dot.gov/comm/reports/enforce/CaseDetail_cpf_320105006.html?nocache=1772","",""
"BUCKEYE PARTNERS LP","IFM Investors","Buckeye Partners","IFM bought Buckeye in 2019","$290,000","$0","$290,000","2013","20130506","environment-related offenses","environmental violation","pipeline safety violation","","federal","agency action","Pipeline and Hazardous Materials Safety Administration","civil","","","","","","","","","","","","","","","Australia","","privately held","","","financial services","investment advisory services","http://primis.phmsa.dot.gov/comm/reports/enforce/CaseDetail_cpf_120135006.html?nocache=3781","",""
"BUCKEYE PARTNERS LP","IFM Investors","Buckeye Partners","IFM bought Buckeye in 2019","$271,300","$0","$271,300","2014","20140328","environment-related offenses","environmental violation","pipeline safety violation","","federal","agency action","Pipeline and Hazardous Materials Safety Administration","civil","","","","","","","","","","","","","","","Australia","","privately held","","","financial services","investment advisory services","http://primis.phmsa.dot.gov/comm/reports/enforce/CaseDetail_cpf_320145003.html?nocache=4188","",""
"BUCKEYE PARTNERS LP","IFM Investors","Buckeye Partners","IFM bought Buckeye in 2019","$141,200","$0","$141,200","2011","20111018","environment-related offenses","environmental violation","pipeline safety violation","","federal","agency action","Pipeline and Hazardous Materials Safety Administration","civil","","","","","","","","","","","","","","","Australia","","privately held","","","financial services","investment advisory services","http://primis.phmsa.dot.gov/comm/reports/enforce/CaseDetail_cpf_120115010.html?nocache=5878","",""
"BUCKEYE PARTNERS LP","IFM Investors","Buckeye Partners","IFM bought Buckeye in 2019","$102,800","$0","$102,800","2013","20130125","environment-related offenses","environmental violation","pipeline safety violation","","federal","agency action","Pipeline and Hazardous Materials Safety Administration","civil","","","","","","","","","","","","","","","Australia","","privately held","","","financial services","investment advisory services","http://primis.phmsa.dot.gov/comm/reports/enforce/CaseDetail_cpf_120135003.html?nocache=9787","",""
"BUCKEYE PARTNERS LP","IFM Investors","Buckeye Partners","IFM bought Buckeye in 2019","$100,000","$0","$100,000","2010","20100927","environment-related offenses","environmental violation","pipeline safety violation","","federal","agency action","Pipeline and Hazardous Materials Safety Administration","civil","","","","","","","","","","","","","","","Australia","","privately held","","","financial services","investment advisory services","http://primis.phmsa.dot.gov/comm/reports/enforce/CaseDetail_cpf_120105009.html?nocache=3185","",""
"BUCKEYE PARTNERS LP","IFM Investors","Buckeye Partners","IFM bought Buckeye in 2019","$89,400","$0","$89,400","2015","20150126","environment-related offenses","environmental violation","pipeline safety violation","","federal","agency action","Pipeline and Hazardous Materials Safety Administration","civil","","","","","","","","","","","","","","","Australia","","privately held","","","financial services","investment advisory services","http://primis.phmsa.dot.gov/comm/reports/enforce/CaseDetail_cpf_120155001.html?nocache=7775","",""
