"Company","Current Parent Company","Parent at the Time of the Penalty Announcement","Recap of Ownership Changes","Penalty Amount","Subtraction From Penalty Amount to Avoid Double Counting","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Original System ID","Facility Name","Facility Address","Facility City","Facility State","Facility Zip","Facility County","NAICS Code","NAICS Translation","Current Parent HQ Country","Current Parent HQ State","Current Parent Ownership Structure","Current Parent Stock Ticker","Current Parent ISIN","Current Parent Major Industry","Current Parent Specific Industry","Info Source","PACER Link","Notes"
"LPL Financial LLC","LPL Financial","LPL Financial","","$280,000","$0","$280,000","2019","20191226","financial offenses","investor protection violation","financial institution supervision failures","FINRA sanctioned five firms-Citigroup Global Markets Inc.; J.P. Morgan Securities LLC; LPL Financial LLC; Morgan Stanley Smith Barney LLC; and Merrill Lynch, Pierce, Fenner & Smith Incorporated-for failing to reasonably supervise compliance with FINRA Rule 2090, FINRA's Know Your Customer rule. In settling this matter, the five firms paid combined fines totaling $1.4 million, and agreed to review their policies, systems, and procedures to ensure that they are reasonably designed to supervise custodial accounts and to achieve compliance with FINRA Rule 2090.  The firms neither admitted nor denied the charges, but consented to the entry of FINRA's findings. FINRA's announcement did not specify how much each firm was fined. Here we assume the $1.4 million was divided equally among them.","federal","agency action","Financial Industry Regulatory Authority","civil","","","","","","","","","","","","","","","USA","California","publicly traded","LPLA","US50212V1008","financial services","investment advisory services","https://www.finra.org/media-center/newsreleases/2019/finra-sanctions-five-firms-failure-reasonably-supervise-custodial","","FINRA is a securities industry self-regulatory body authorized by the federal government."
"Morgan Stanley Smith Barney LLC","Morgan Stanley","Morgan Stanley","","$280,000","$0","$280,000","2019","20191226","financial offenses","investor protection violation","financial institution supervision failures","FINRA sanctioned five firms-Citigroup Global Markets Inc.; J.P. Morgan Securities LLC; LPL Financial LLC; Morgan Stanley Smith Barney LLC; and Merrill Lynch, Pierce, Fenner & Smith Incorporated-for failing to reasonably supervise compliance with FINRA Rule 2090, FINRA's Know Your Customer rule. In settling this matter, the five firms paid combined fines totaling $1.4 million, and agreed to review their policies, systems, and procedures to ensure that they are reasonably designed to supervise custodial accounts and to achieve compliance with FINRA Rule 2090.  The firms neither admitted nor denied the charges, but consented to the entry of FINRA's findings. FINRA's announcement did not specify how much each firm was fined. Here we assume the $1.4 million was divided equally among them.","federal","agency action","Financial Industry Regulatory Authority","civil","","","","","","","","","","","","","","","USA","New York","publicly traded","MS","US6174464486","financial services","financial services","https://www.finra.org/media-center/newsreleases/2019/finra-sanctions-five-firms-failure-reasonably-supervise-custodial","","FINRA is a securities industry self-regulatory body authorized by the federal government."
"Merrill Lynch, Pierce, Fenner & Smith Incorporated","Bank of America","Bank of America","","$280,000","$0","$280,000","2019","20191226","financial offenses","investor protection violation","financial institution supervision failures","FINRA sanctioned five firms-Citigroup Global Markets Inc.; J.P. Morgan Securities LLC; LPL Financial LLC; Morgan Stanley Smith Barney LLC; and Merrill Lynch, Pierce, Fenner & Smith Incorporated-for failing to reasonably supervise compliance with FINRA Rule 2090, FINRA's Know Your Customer rule. In settling this matter, the five firms paid combined fines totaling $1.4 million, and agreed to review their policies, systems, and procedures to ensure that they are reasonably designed to supervise custodial accounts and to achieve compliance with FINRA Rule 2090.  The firms neither admitted nor denied the charges, but consented to the entry of FINRA's findings. FINRA's announcement did not specify how much each firm was fined. Here we assume the $1.4 million was divided equally among them.","federal","agency action","Financial Industry Regulatory Authority","civil","","","","","","","","","","","","","","","USA","North Carolina","publicly traded","NYSE: BAC","US0605051046","financial services","banking","https://www.finra.org/media-center/newsreleases/2019/finra-sanctions-five-firms-failure-reasonably-supervise-custodial","","FINRA is a securities industry self-regulatory body authorized by the federal government."
"Credit Suisse Securities (USA) LLC","UBS","Credit Suisse","UBS took over Credit Suisse in 2023","$6,500,000","$0","$6,500,000","2019","20191223","financial offenses","investor protection violation","financial institution supervision failures","FINRA, Cboe Global Markets, The Nasdaq Stock Market LLC, the New York Stock Exchange, and their affiliated Exchanges announced that they censured Credit Suisse Securities (USA) LLC, and fined the firm a total of $6.5 million for supervisory violations and violations of various provisions of Rule 15c3-5 of the Securities Exchange Act of 1934 (known as the Market Access Rule). ","federal","agency action","Financial Industry Regulatory Authority","civil","","","","","","","","","","","","","","","Switzerland","","publicly traded","NYSE: UBS","CH0244767585","financial services","banking & securities","https://www.finra.org/media-center/newsreleases/2019/finra-exchanges-fine-credit-suisse-65-million-supervision-mkt-access","","FINRA is a securities industry self-regulatory body authorized by the federal government."
"Robinhood Financial, LLC","Robinhood Markets","Robinhood Markets","","$1,250,000","$0","$1,250,000","2019","20191219","financial offenses","investor protection violation","financial institution supervision failures","FINRA fined Robinhood Financial, LLC $1.25 million for best execution violations related to its customers' equity orders and related supervisory failures that spanned from October 2016 to November 2017. As part of the settlement, Robinhood also agreed to retain an independent consultant to conduct a comprehensive review of the firm's systems and procedures related to best execution.","federal","agency action","Financial Industry Regulatory Authority","civil","","","","","","","","","","","","","","","USA","California","publicly traded","HOOD","US7707001027","financial services","investor services","https://www.finra.org/media-center/newsreleases/2019/finra-fines-robinhood-financial-llc-125-million-best-execution","","FINRA is a securities industry self-regulatory body authorized by the federal government."
"Lek Securities Corporation","","","","$900,000","$0","$900,000","2019","20191217","financial offenses","investor protection violation","financial institution supervision failures","Lek Securities was fined $900,000 for violating, among other things, FINRA and Exchange supervisory rules, and Rule 15c3-5 of the Securities Exchange Act of 1934 (the Market Access Rule). The actions were taken by FINRA, along with The NASDAQ Stock Market LLC, the New York Stock Exchange LLC, Cboe Global Markets, and certain of their affiliated Exchanges.","federal","agency action","Financial Industry Regulatory Authority","civil","","","","","","","","","","","","","","","","","","","","","","https://www.finra.org/media-center/newsreleases/2019/finra-nasdaq-bx-phlx-ise-nyse-nyse-arca-nyse-american-cboe-bzx-byx","","FINRA is a securities industry self-regulatory body authorized by the federal government."
"Merrill Lynch, Pierce, Fenner & Smith Incorporated","Bank of America","Bank of America","","$4,000,000","$0","$4,000,000","2019","20191106","financial offenses","investor protection violation","financial institution supervision failures","Merrill Lynch, Pierce, Fenner & Smith Incorporated agreed to pay a total of approximately $4 million in restitution to customers who incurred excess fees on their investments in 529 savings plans based on the firm's failures to reasonably supervise 529 plan share-class recommendations.","federal","agency action","Financial Industry Regulatory Authority","civil","","","","","","","","","","","","","","","USA","North Carolina","publicly traded","NYSE: BAC","US0605051046","financial services","banking","https://www.finra.org/media-center/newsreleases/2019/finra-orders-merrill-lynch-pierce-fenner-smith-raymond-james","","FINRA is a securities industry self-regulatory body authorized by the federal government."
"Raymond James & Associates, Inc. and Raymond James Financial Services, Inc.","Raymond James Financial","Raymond James Financial","","$8,000,000","$0","$8,000,000","2019","20191106","financial offenses","investor protection violation","financial institution supervision failures","Raymond James & Associates, Inc. and Raymond James Financial Services, Inc. agreed to pay a total of approximately $8 million in restitution to customers who incurred excess fees on their investments in 529 savings plans based on the firms' failures to reasonably supervise 529 plan share-class recommendations.","federal","agency action","Financial Industry Regulatory Authority","civil","","","","","","","","","","","","","","","USA","Florida","publicly traded","RJF","US7547301090","financial services","financial services","https://www.finra.org/media-center/newsreleases/2019/finra-orders-merrill-lynch-pierce-fenner-smith-raymond-james","","FINRA is a securities industry self-regulatory body authorized by the federal government."
"BNP Paribas Securities Corp. and BNP Paribas Prime Brokerage, Inc.","BNP Paribas","BNP Paribas","","$15,000,000","$0","$15,000,000","2019","20191024","financial offenses","anti-money-laundering deficiencies","financial institution supervision failures","FINRA fined BNP Paribas Securities Corp. and BNP Paribas Prime Brokerage, Inc. $15 million for anti-money laundering program and supervisory failures involving penny stock deposits and resales, and wire transfers, that spanned four years. ","federal","agency action","Financial Industry Regulatory Authority","civil","","","","","","","","","","","","","","","France","","publicly traded","","FR0000131104","financial services","banking","https://www.finra.org/media-center/newsreleases/2019/finra-fines-bnp-paribas-securities-corp-and-bnp-paribas-prime","","FINRA is a securities industry self-regulatory body authorized by the federal government."
"UBS Financial Services Inc.","UBS","UBS","","$2,000,000","$0","$2,000,000","2019","20191002","financial offenses","investor protection violation","","FINRA censured and fined UBS Financial Services Inc. $2 million for the firm's repeated failures in timely addressing municipal short positions and in inaccurately representing the tax status of thousands of interest payments to customers. FINRA also required UBS to pay restitution to customers who may have incurred any increased state tax liabilities, to pay the IRS to relieve customers of any additional federal income tax owed, and to certify within 90 days that the firm has taken appropriate corrective measures.","federal","agency action","Financial Industry Regulatory Authority","civil","","","","","","","","","","","","","","","Switzerland","","publicly traded","NYSE: UBS","CH0244767585","financial services","banking & securities","https://www.finra.org/media-center/newsreleases/2019/finra-fines-ubs-financial-services-inc-2-million-continued-failures","","FINRA is a securities industry self-regulatory body authorized by the federal government."
"J.P. Morgan Securities LLC","JPMorgan Chase","JPMorgan Chase","","$1,100,000","$0","$1,100,000","2019","20190916","financial offenses","investor protection violation","","FINRA censured and fined J.P. Morgan Securities LLC $1.1 million for failing to timely disclose 89 internal reviews or allegations of misconduct by its registered representatives and associated persons spanning a six-year period. FINRA also required an undertaking by the firm to certify within 60 days that it has taken appropriate corrective measures.","federal","agency action","Financial Industry Regulatory Authority","civil","","","","","","","","","","","","","","","USA","New York","publicly traded","NYSE: JPM","US46625H1005","financial services","banking & securities","https://www.finra.org/media-center/newsreleases/2019/finra-fines-jp-morgan-securities-llc-1-point-1-million-failing-timely","","FINRA is a securities industry self-regulatory body authorized by the federal government."
"Citigroup Global Markets Inc.","Citigroup","Citigroup","","$1,250,000","$0","$1,250,000","2019","20190729","financial offenses","investor protection violation","","FINRA fined Citigroup Global Markets Inc. $1.25 million for failing to conduct timely or adequate background checks on approximately 10,400 non-registered associated persons spanning a seven-year period. ","federal","agency action","Financial Industry Regulatory Authority","civil","","","","","","","","","","","","","","","USA","New York","publicly traded","NYSE: C","US1729674242","financial services","banking & securities","https://www.finra.org/media-center/newsreleases/2019/finra-fines-citigroup-global-markets-inc-125-million-employee-screening","","FINRA is a securities industry self-regulatory body authorized by the federal government."
"Summit Brokerage Services, Inc.","","","","$880,000","$0","$880,000","2019","20190702","financial offenses","investor protection violation","financial institution supervision failures","FINRA sanctioned Summit Brokerage Services, Inc. a total amount exceeding $880,000 for supervisory failures, including approximately $558,000 in restitution to customers whose accounts were excessively traded by a former registered representative of the firm who was previously barred by FINRA.","federal","agency action","Financial Industry Regulatory Authority","civil","","","","","","","","","","","","","","","","","","","","","","https://www.finra.org/media-center/news-releases/2019/finra-orders-summit-brokerage-services-inc-pay-more-550000-restitution","","FINRA is a securities industry self-regulatory body authorized by the federal government."
"AXA Advisors, LLC","Equitable Holdings","AXA","In 2018 AXA spun off most of its U.S. business as Equitable Holdings","$772,000","$0","$772,000","2019","20190502","financial offenses","investor protection violation","","FINRA fined AXA Advisors, LLC $600,000 and ordered the firm to pay approximately $172,000 in restitution to affected 401(k) retirement plan participants for distributing materials that negligently misrepresented that certain bond funds offered for 401(k) plans were investment-grade when, in fact, a substantial portion of the funds' portfolios consisted of high-yield or junk bonds. As part of the settlement, FINRA also required AXA to send corrective disclosures to all affected plan participants.","federal","agency action","Financial Industry Regulatory Authority","civil","","","","","","","","","","","","","","","USA","New York","publicly traded","EQH","US29452E1010","financial services","investment management","https://www.finra.org/media-center/news-releases/2019/finra-sanctions-axa-advisors-llc-approximately-772000-misrepresentations-401k-plan-sponsors-and","","FINRA is a securities industry self-regulatory body authorized by the federal government."
"Buckman, Buckman & Reid, Inc.","","","","$205,000","$0","$205,000","2019","20190425","financial offenses","investor protection violation","financial institution supervision failures","FINRA ordered New Jersey-based broker-dealer Buckman, Buckman & Reid, Inc. to pay approximately $205,000 in restitution to seven customers for failing to reasonably supervise two former registered representatives who recommended excessive and unsuitable trades in multiple customer accounts.","federal","agency action","Financial Industry Regulatory Authority","civil","","","","","","","","","","","","","","","","","","","","","","https://www.finra.org/media-center/news-releases/2019/finra-orders-buckman-buckman-reid-pay-approximately-205000-restitution","","FINRA is a securities industry self-regulatory body authorized by the federal government."
"Cantor Fitzgerald & Co.","Cantor Fitzgerald","Cantor Fitzgerald","","$2,000,000","$0","$2,000,000","2019","20190305","financial offenses","investor protection violation","financial institution supervision failures","FINRA fined Cantor Fitzgerald & Co. $2 million for Regulation SHO violations and supervisory failures spanning a period of at least five years. As part of the settlement, Cantor also agreed to retain an independent consultant to conduct a comprehensive review of the firm's policies, systems, procedures and training related to Reg SHO.","federal","agency action","Financial Industry Regulatory Authority","civil","","","","","","","","","","","","","","","USA","New York","privately held","","","financial services","investment management","https://www.finra.org/media-center/news-releases/2019/finra-fines-cantor-fitzgerald-2-million-regulation-sho-violations-and","","FINRA is a securities industry self-regulatory body authorized by the federal government."
"Morgan Stanley Smith Barney LLC","Morgan Stanley","Morgan Stanley","","$10,000,000","$0","$10,000,000","2018","20181226","financial offenses","anti-money-laundering deficiencies","financial institution supervision failures","FINRA fined Morgan Stanley Smith Barney LLC $10 million for anti-money laundering program and supervisory failures that spanned a period of more than five years.","federal","agency action","Financial Industry Regulatory Authority","civil","","","","","","","","","","","","","","","USA","New York","publicly traded","MS","US6174464486","financial services","financial services","https://www.finra.org/media-center/news-releases/2018/finra-fines-morgan-stanley-10-million-aml-program-and-supervisory","","FINRA is a securities industry self-regulatory body authorized by the federal government."
"Merrill Lynch, Pierce, Fenner & Smith Inc.","Bank of America","Bank of America","","$5,990,530","$0","$5,990,530","2018","20181220","financial offenses","securities issuance or trading violation","","FINRA fined Merrill Lynch, Pierce, Fenner & Smith Inc. for improperly selling shares in initial public offerings (IPOs) to industry insiders, including its employees' immediate family members and customers who were brokers at other brokerage firms. Merrill Lynch was required to pay a $5.5 million fine, and disgorge $490,530 it earned as revenue from the sales.","federal","agency action","Financial Industry Regulatory Authority","civil","","","","","","","","","","","","","","","USA","North Carolina","publicly traded","NYSE: BAC","US0605051046","financial services","banking","https://www.finra.org/media-center/news-releases/2018/finra-sanctions-merrill-lynch-6-million-selling-ipos-industry-insiders","","FINRA is a securities industry self-regulatory body authorized by the federal government."
"UBS Financial Services Inc. and UBS Securities LLC","UBS","UBS","","$5,000,000","$0","$5,000,000","2018","20181217","financial offenses","anti-money-laundering deficiencies","financial institution supervision failures","FINRA fined UBS Financial Services Inc. (UBSFS) $4.5 million and UBS Securities LLC (UBSS) $500,000 for failing to establish and implement anti-money laundering programs reasonably designed to monitor certain high-risk transactions in customer accounts. The high-risk transactions included foreign currency wire transfers at UBSFS, and transactions in low-priced equity securities, or penny stocks, at UBSS.","federal","agency action","Financial Industry Regulatory Authority","civil","","","","","","","","","","","","","","","Switzerland","","publicly traded","NYSE: UBS","CH0244767585","financial services","banking & securities","https://www.finra.org/media-center/news-releases/2018/finra-fines-ubs-5-million-significant-deficiencies-aml-programs","","FINRA is a securities industry self-regulatory body authorized by the federal government."
"LPL Financial, LLC","LPL Financial","LPL Financial","","$2,750,000","$0","$2,750,000","2018","20181030","financial offenses","investor protection violation","anti-money-laundering deficiencies","FINRA fined LPL Financial, LLC $2.75 million for complaint-reporting and anti-money-laundering program failures that spanned a period of more than three years.","federal","agency action","Financial Industry Regulatory Authority","civil","","","","","","","","","","","","","","","USA","California","publicly traded","LPLA","US50212V1008","financial services","investment advisory services","https://www.finra.org/media-center/news-releases/2018/finra-fines-lpl-275-million-complaint-reporting-and-aml-program","","FINRA is a securities industry self-regulatory body authorized by the federal government."
"Interactive Brokers LLC","Interactive Brokers Group","Interactive Brokers Group","","$5,500,000","$0","$5,500,000","2018","20180820","financial offenses","investor protection violation","financial institution supervision failures","FINRA fined Interactive Brokers LLC $5.5 million for Regulation SHO violations and supervisory failures spanning a period of at least three years.","federal","agency action","Financial Industry Regulatory Authority","civil","","","","","","","","","","","","","","","USA","Connecticut","publicly traded","IBKR","US45841N1072","financial services","stock brokerage","https://www.finra.org/media-center/news-releases/2018/finra-fines-interactive-brokers-5-point-5-million-regulation-sho","","FINRA is a securities industry self-regulatory body authorized by the federal government."
"Industrial and Commercial Bank of China Financial Services LLC","Industrial and Commercial Bank of China","Industrial and Commercial Bank of China","","$5,300,000","$0","$5,300,000","2018","20180516","financial offenses","anti-money-laundering deficiencies","","The Financial Industry Regulatory Authority fined Industrial and Commercial Bank of China Financial Services LLC $5.3 million for systemic anti-money laundering compliance failures, including its failure to have a reasonable AML program in place to monitor and detect suspicious transactions, as well as other violations, including financial, recordkeeping, and operational violations.","federal","agency action","Financial Industry Regulatory Authority","civil","","","","","","","","","","","","","","","China","","publicly traded","","CNE1000003G1","financial services","banking","https://www.finra.org/media-center/news-releases/2018/finra-fines-icbcfs-53-million-anti-money-laundering-compliance","","FINRA is a securities industry self-regulatory body authorized by the federal government."
"TradeStation Securities, Inc.","","","","$750,000","$0","$750,000","2008","20080515","financial offenses","investor protection violation","financial institution supervision failures","The Financial Industry Regulatory Authority fined TradeStation Securities, Inc., E-Trade Securities, LLC and CIBC World Markets Corp. for multi-year violations relating to FINRA's Order Audit Trail System (OATS) rules and related supervisory failures.","federal","agency action","Financial Industry Regulatory Authority","civil","","","","","","","","","","","","","","","","","","","","","","https://www.finra.org/media-center/news-releases/2008/finra-fines-three-firms-total-16-million-oats-reporting-and-supervision","","FINRA is a securities industry self-regulatory body authorized by the federal government."
"E-Trade Securities, LLC","Morgan Stanley","E*Trade","Morgan Stanley bought E*Trade in 2020","$500,000","$0","$500,000","2008","20080515","financial offenses","investor protection violation","financial institution supervision failures","The Financial Industry Regulatory Authority fined TradeStation Securities, Inc., E-Trade Securities, LLC and CIBC World Markets Corp. for multi-year violations relating to FINRA's Order Audit Trail System (OATS) rules and related supervisory failures.","federal","agency action","Financial Industry Regulatory Authority","civil","","","","","","","","","","","","","","","USA","New York","publicly traded","MS","US6174464486","financial services","financial services","https://www.finra.org/media-center/news-releases/2008/finra-fines-three-firms-total-16-million-oats-reporting-and-supervision","","FINRA is a securities industry self-regulatory body authorized by the federal government."
"CIBC World Markets Corp.","Canadian Imperial Bank of Commerce","Canadian Imperial Bank of Commerce","","$350,000","$0","$350,000","2008","20080515","financial offenses","investor protection violation","financial institution supervision failures","The Financial Industry Regulatory Authority fined TradeStation Securities, Inc., E-Trade Securities, LLC and CIBC World Markets Corp. for multi-year violations relating to FINRA's Order Audit Trail System (OATS) rules and related supervisory failures.","federal","agency action","Financial Industry Regulatory Authority","civil","","","","","","","","","","","","","","","Canada","","publicly traded","CM","CA1360691010","financial services","banking","https://www.finra.org/media-center/news-releases/2008/finra-fines-three-firms-total-16-million-oats-reporting-and-supervision","","FINRA is a securities industry self-regulatory body authorized by the federal government."
"Fifth Third Securities, Inc.","Fifth Third Bancorp","Fifth Third Bancorp","","$6,000,000","$0","$6,000,000","2018","20180508","financial offenses","investor protection violation","financial institution supervision failures","The Financial Industry Regulatory Authority fined Fifth Third Securities, Inc., $4 million and required the firm to pay approximately $2 million in restitution to customers for failing to appropriately consider and accurately describe the costs and benefits of variable annuity (VA) exchanges, and for recommending exchanges without a reasonable basis to believe the exchanges were suitable.","federal","agency action","Financial Industry Regulatory Authority","civil","","","","","","","","","","","","","","","USA","Ohio","publicly traded","FITB","US3167731005","financial services","banking","https://www.finra.org/media-center/news-releases/2018/finra-sanctions-fifth-third-securities-6-million-va-exchange-violations","","FINRA is a securities industry self-regulatory body authorized by the federal government."
