"Company","Current Parent Company","Parent at the Time of the Penalty Announcement","Recap of Ownership Changes","Penalty Amount","Subtraction From Penalty Amount to Avoid Double Counting","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Original System ID","Facility Name","Facility Address","Facility City","Facility State","Facility Zip","Facility County","NAICS Code","NAICS Translation","Current Parent HQ Country","Current Parent HQ State","Current Parent Ownership Structure","Current Parent Stock Ticker","Current Parent ISIN","Current Parent Major Industry","Current Parent Specific Industry","Info Source","PACER Link","Notes"
"Alstom S.A.","Alstom","Alstom","","$772,290,000","$0","$772,290,000","2015","20151113","competition-related offenses","Foreign Corrupt Practices Act","kickbacks and bribery","Alstom S.A., a French power and transportation company, was sentenced to pay a $772,290,000 fine to resolve criminal charges related to a widespread corruption scheme involving at least $75 million in secret bribes paid to government officials in countries around the world, including Indonesia, Saudi Arabia, Egypt, the Bahamas and Taiwan. Alstom pleaded guilty on Dec. 22, 2014, to a two-count criminal information charging the company with violating the Foreign Corrupt Practices Act.","federal","agency action","Justice Department Criminal Division","criminal","","","","","","","","","","","","","","","France","","publicly traded","","FR0010220475","miscellaneous energy products and systems","power & transport systems","https://www.justice.gov/opa/pr/alstom-sentenced-pay-772-million-criminal-fine-resolve-foreign-bribery-charges","",""
"American Electric Power","American Electric Power","American Electric Power","","$30,000,000","$0","$30,000,000","2005","20050126","miscellaneous offenses","data submission deficiencies","","American Electric Power, Inc. and AEP's wholly-owned subsidiary, AEP Energy Services, Inc. (AEPES) resolved an ongoing federal investigation into the submission of knowingly inaccurate reports by AEPES concerning a commodities market. AEPES agreed to pay a criminal penalty of $30 million.","federal","agency action","Justice Department Criminal Division","criminal","deferred prosecution agreement","","","","","","","","","","","","","","USA","Ohio","publicly traded","AEP","US0255371017","utilities and power generation","utilities","https://www.justice.gov/archive/opa/pr/2005/January/05_crm_032.htm","",""
"American Express Bank International","American Express","American Express","","$55,000,000","$0","$55,000,000","2007","20070806","financial offenses","anti-money-laundering deficiencies","","American Express Bank International entered into a deferred prosecution agreement on charges of failing to maintain an effective anti-money laundering program and agreed to forfeit $55 million to the U.S. government.","federal","agency action","Justice Department Criminal Division","criminal","deferred prosecution agreement","","","","","","","","","","","","","","USA","New York","publicly traded","AXP","US0258161092","financial services","financial services","https://www.justice.gov/archive/opa/pr/2007/August/07_crm_584.html","",""
"American International Group, Inc.","American International Group","American International Group","","$80,000,000","$0","$80,000,000","2004","20041130","financial offenses","accounting fraud or deficiencies","securities issuance or trading violation","American International Group, Inc. and two of its subsidiaries agreed to resolve the criminal liability associated with certain financial transactions by paying $80 million in penalties to the United States and cooperating fully in the government's continuing criminal investigation of those transactions. ","federal","agency action","Justice Department Criminal Division","criminal","deferred prosecution agreement","","","","","","","","","","","","","","USA","New York","publicly traded","NYSE: AIG","US0268747849","financial services","insurance","https://www.justice.gov/archive/opa/pr/2004/November/04_crm_764.htm","",""
"American International Group, Inc.","American International Group","American International Group","","$25,000,000","$0","$25,000,000","2006","20060209","financial offenses","accounting fraud or deficiencies",""," American International Group, Inc. (AIG) has agreed to resolve criminal liability arising from misstatements in its periodic financial reports filed with the U.S. Securities and Exchange Commission between 2000 and 2004 by paying $25 million in penalties to the United States and cooperating fully in the government's continuing criminal investigation.","federal","agency action","Justice Department Criminal Division","criminal","non-prosecution agreement","","","","","","","","","","","","","","USA","New York","publicly traded","NYSE: AIG","US0268747849","financial services","insurance","https://www.justice.gov/archive/opa/pr/2006/February/06_crm_070.html","",""
"American Management Services LLC","","","","$1,625,124","$0","$1,625,124","2016","20161202","competition-related offenses","fraud","","American Management Services LLC, based in Seattle, agreed to pay more than $1.6 million pursuant to a deferred prosecution agreement to resolve criminal charges that the company defrauded the U.S. Army and Virginia-based Clark Realty Capital LLC while performing property management services for military housing at Fort Belvoir, Virginia; Fort Benning, Georgia; Fort Irwin, California; and the Presidio at Monterey, California.","federal","agency action","Justice Department Criminal Division","criminal","deferred prosecution agreement","","","","","","","","","","","","","","","","","","","","","https://www.justice.gov/opa/pr/former-property-management-company-agrees-pay-more-16-million-defrauding-military-housing","",""
"America Online","Apollo Global Management","AOL Time Warner","AOL was spun off in 2009. It was purchased in 2015 by Verizon Communications, which sold it to Apollo in 2021.","$210,000,000","$0","$210,000,000","2004","20041215","financial offenses","accounting fraud or deficiencies","","America Online, Inc. entered into an agreement with the government to defer prosecution on charges of aiding and abetting securities fraud in connection with transactions between AOL and PurchasePro.com. ","federal","agency action","Justice Department Criminal Division","criminal","deferred prosecution agreement","","","","","","","","","","","","","","USA","New York","publicly traded","APO","US03768E1055","private equity (including portfolio companies)","private equity (including portfolio companies)","https://www.justice.gov/archive/opa/pr/2004/December/04_crm_790.htm","",""
"Aon Corporation","Aon","Aon","","$1,760,000","$0","$1,760,000","2011","20111220","competition-related offenses","Foreign Corrupt Practices Act","kickbacks and bribery","Aon Corporation entered into an agreement with the Department of Justice to pay a $1.76 million penalty to resolve alleged violations of the Foreign Corrupt Practices Act.","federal","agency action","Justice Department Criminal Division","criminal","non-prosecution agreement","","","","","","","","","","","","","","Ireland","","publicly traded","NYSE: AON","IE00BLP1HW54","financial services","insurance","https://www.justice.gov/opa/pr/aon-corporation-agrees-pay-176-million-criminal-penalty-resolve-violations-foreign-corrupt","",""
"Aqua Alliance, Inc.","","","","$3,000,000","$0","$3,000,000","2001","20011214","competition-related offenses","kickbacks and bribery","","Aqua Alliance, Inc., a water treatment company, was sentenced by a Houston federal judge to pay $3 million in fines and serve five years' probation for its role in a scheme to pay bribes to a New Orleans Water and Sewer Board member.","federal","agency action","Justice Department Criminal Division","criminal","","","","","","","","","New Orleans","Louisiana","","","","","","","","","","","","https://www.justice.gov/archive/opa/pr/2001/December/01_crm_648.htm","",""
"Armor Holdings Inc.","BAE Systems","BAE Systems","","$10,290,000","$0","$10,290,000","2011","20110713","competition-related offenses","Foreign Corrupt Practices Act","kickbacks and bribery","Armor Holdings Inc. entered into an agreement with the Department of Justice to pay a $10.29 million penalty to resolve alleged violations of the Foreign Corrupt Practices Act.","federal","agency action","Justice Department Criminal Division","criminal","non-prosecution agreement","","","","","","","","","","","","","","United Kingdom","","publicly traded","LSE: BA","GB0002634946","aerospace and military contracting","aerospace & military contracting","https://www.justice.gov/opa/pr/armor-holdings-agrees-pay-102-million-criminal-penalty-resolve-violations-foreign-corrupt","",""
"ArthroCare Corporation","Smith & Nephew","ArthroCare","Smith & Nephew acquired ArthroCare later in 2014.","$30,000,000","$0","$30,000,000","2014","20140107","financial offenses","accounting fraud or deficiencies","","ArthroCare Corporation, publicly traded medical device manufacturer based in Austin, Texas, agreed to pay a $30 million monetary penalty to resolve charges that senior executives at the company engaged in a securities fraud scheme that resulted in more than $400 million in shareholder losses.","federal","agency action","Justice Department Criminal Division","criminal","deferred prosecution agreement","","","","","","","","","","","","","","United Kingdom","","publicly traded","LSE: SN","GB0009223206","medical equipment and supplies","medical equipment","https://www.justice.gov/opa/pr/medical-device-manufacturer-charged-major-securities-fraud-scheme","",""
"Avon Products (China) Co. Ltd.","Natura & Co.","Avon Products","Natura acquired Avon Products in 2020","$67,648,000","$0","$67,648,000","2014","20141217","competition-related offenses","Foreign Corrupt Practices Act","kickbacks and bribery","Avon Products (China) Co. Ltd. , a wholly owned subsidiary of Avon Products Inc., pleaded guilty to conspiring to violate the accounting provisions of the Foreign Corrupt Practices Act to conceal more than $8 million in gifts, cash and non-business meals, travel and entertainment it gave to Chinese government officials in order to obtain and retain business benefits for Avon China. Avon China and Avon admitted the improper accounting and payments and Avon Products entered into a deferred prosecution agreement to resolve the investigation. In total, the Avon entities were to pay $67,648,000 in criminal penalties.","federal","agency action","Justice Department Criminal Division","criminal","plea & deferred prosecution agreement","","","","","","","","","","","","","","Brazil","","publicly traded","","BRNTCOACNOR5","household and personal care products","cosmetics","https://www.justice.gov/opa/pr/avon-china-pleads-guilty-violating-fcpa-concealing-more-8-million-gifts-chinese-officials","",""
"BAE Systems plc","BAE Systems","BAE Systems","","$400,000,000","$0","$400,000,000","2010","20100301","competition-related offenses","Foreign Corrupt Practices Act","kickbacks and bribery","BAE Systems plc pleaded guilty to charges of conspiring to defraud the United States, making false statements about its Foreign Corrupt Practices Act compliance program, and violateing the Arms Export Control Act and International Traffic in Arms Regulations.","federal","agency action","Justice Department Criminal Division","criminal","","","","","","","","","","","","","","","United Kingdom","","publicly traded","LSE: BA","GB0002634946","aerospace and military contracting","aerospace & military contracting","https://www.justice.gov/opa/pr/bae-systems-plc-pleads-guilty-and-ordered-pay-400-million-criminal-fine","",""
"Baker Hughes Services International Inc.","Baker Hughes","Baker Hughes","","$11,000,000","$0","$11,000,000","2007","20070426","competition-related offenses","Foreign Corrupt Practices Act","kickbacks and bribery","Baker Hughes Services International Inc. pleaded guilty to violating the Foreign Corrupt Practices Act. Its parent company Baker Hughes simultaneously entered into a deferred prosecution agreement.","federal","agency action","Justice Department Criminal Division","criminal","plea & deferred prosecution agreement","","","","","","","","","","","","","","USA","Texas","publicly traded","BKR","US05722G1004","oilfield services and supplies","oilfield services","https://www.justice.gov/archive/opa/pr/2007/April/07_crm_296.html","",""
"Banamex USA","Citigroup","Citigroup","","$97,440,000","$0","$97,440,000","2017","20170522","financial offenses","anti-money-laundering deficiencies","","Banamex USA (BUSA), a financial institution based in Los Angeles, California, and a subsidiary of Citigroup Inc., agreed to forfeit $97.44 million and entered into a non-prosecution agreement to resolve an investigation of Bank Secrecy Act violations. In its agreement with the Justice Department, the company admitted to criminal violations by willfully failing to maintain an effective anti-money laundering compliance program with appropriate policies, procedures, and controls to guard against money laundering and willfully failing to file Suspicious Activity Reports.","federal","agency action","Justice Department Criminal Division","criminal","non-prosecution agreement","","","","","","","","","","","","","","USA","New York","publicly traded","NYSE: C","US1729674242","financial services","banking & securities","https://www.justice.gov/opa/pr/banamex-usa-agrees-forfeit-97-million-connection-bank-secrecy-act-violations","",""
"BankAtlantic","Truist Financial","BankAtlantic","BB&T acquired BankAtlantic in 2012; Suntrust and BB&BT merged and formed Truist in 2020","$10,000,000","$0","$10,000,000","2006","20060426","financial offenses","anti-money-laundering deficiencies","","Florida-based BankAtlantic entered into a deferred prosecution agreement with the government and agreed to forfeit $10 million to resolve charges of failing to maintain an anti-money laundering program.","federal","agency action","Justice Department Criminal Division","criminal","deferred prosecution agreement","","","","","","","","","","","","","","USA","North Carolina","publicly traded","TFC","US89832Q1094","financial services","banking","https://www.justice.gov/archive/opa/pr/2006/April/06_crm_248.html","",""
"Barclays PLC","Barclays","Barclays","","$710,000,000","$0","$710,000,000","2015","20150520","competition-related offenses","price-fixing or anti-competitive practices","foreign exchange market manipulation","Citicorp, JPMorgan Chase & Co., Barclays PLC, and The Royal Bank of Scotland plc agreed to plead guilty to conspiring to manipulate the price of U.S. dollars and euros exchanged in the foreign currency exchange spot market and the banks agreed to pay criminal fines totaling more than $2.5 billion.","federal","agency action","Justice Department Criminal Division","criminal","","","","","","","","","","","","","","","United Kingdom","","publicly traded","LSE: BARC","GB0031348658","financial services","banking","https://www.justice.gov/opa/pr/five-major-banks-agree-parent-level-guilty-pleas","",""
"Barclays Bank PLC","Barclays","Barclays","","$298,000,000","$0","$298,000,000","2010","20100818","financial offenses","economic sanction violation","","Barclays Bank PLC agreed to forfeit $298 million to the federal government and to the New York County District Attorney's Office in connection with violations of the International Emergency Economic Powers Act and the Trading with the Enemy Act. The violations related to transactions Barclays was said to have illegally conducted on behalf of customers from Cuba, Iran, Sudan and other countries sanctioned in programs administered by the Office of Foreign Assets Control.","federal","agency action","Justice Department Criminal Division","criminal","deferred prosecution agreement","","","","","","","","","","","","","","United Kingdom","","publicly traded","LSE: BARC","GB0031348658","financial services","banking","https://www.justice.gov/opa/pr/barclays-bank-plc-agrees-forfeit-298-million-connection-violations-international-emergency","",""
"Barclays Bank PLC","Barclays","Barclays","","$160,000,000","$0","$160,000,000","2012","20120627","competition-related offenses","price-fixing or anti-competitive practices","interest rate benchmark manipulation","Barclays Bank PLC entered into an agreement with the Department of Justice to pay a $160 million penalty to resolve alleged violations arising from Barclays's submissions for the London InterBank Offered Rate and the Euro Interbank Offered Rate, which are benchmark interest rates used in financial markets around the world.","federal","agency action","Justice Department Criminal Division","criminal","non-prosecution agreement","","","","","","","","","","","","","","United Kingdom","","publicly traded","LSE: BARC","GB0031348658","financial services","banking","https://www.justice.gov/opa/pr/barclays-bank-plc-admits-misconduct-related-submissions-london-interbank-offered-rate-and","",""
"Belair Payroll Services Inc.","","","","$3,267,252","$0","$3,267,252","2013","20131105","financial offenses","anti-money-laundering deficiencies","","Belair Payroll Services Inc., a multi-branch check cashing company in Flushing, N.Y., and its owner, Craig Panzera, pleaded guilty for failing to follow reporting and anti-money laundering requirements for more than $19 million in transactions, in violation of the Bank Secrecy Act.","federal","agency action","Justice Department Criminal Division","criminal","","","","","","","","","","","","","","","","","","","","","","https://www.justice.gov/opa/pr/new-york-check-cashing-company-and-owner-plead-guilty-roles-19-million-scheme","",""
"Bilfinger SE","Bilfinger","Bilfinger","","$32,000,000","$0","$32,000,000","2013","20131211","competition-related offenses","Foreign Corrupt Practices Act","kickbacks and bribery","Bilfinger SE, an international engineering and services company based in Mannheim, Germany, agreed to pay a $32 million penalty to resolve charges that it violated the Foreign Corrupt Practices Act by bribing Nigerian government officials to obtain and retain contracts related to the Eastern Gas Gathering System project.","federal","agency action","Justice Department Criminal Division","criminal","deferred prosecution agreement","","","","","","","","","","","","","","Germany","","publicly traded","","DE0005909006","construction and engineering","construction & engineering","https://www.justice.gov/opa/pr/german-engineering-firm-bilfinger-resolves-foreign-corrupt-practices-act-charges-and-agrees","",""
"Bio-Rad Laboratories Inc.","Bio-Rad Laboratories","Bio-Rad Laboratories","","$14,350,000","$0","$14,350,000","2014","20141103","competition-related offenses","Foreign Corrupt Practices Act","kickbacks and bribery","A California-based medical diagnostics and life sciences manufacturing and sales company, Bio-Rad Laboratories Inc., agreed to pay a $14.35 million penalty to resolve allegations that it violated the Foreign Corrupt Practices Act by falsifying its books and records and failing to implement adequate internal controls in connection with sales it made in Russia.","federal","agency action","Justice Department Criminal Division","criminal","non-prosecution agreement","","","","","","","","","","","","","","USA","California","publicly traded","BIO","US0905722072","healthcare services","healthcare services","https://www.justice.gov/opa/pr/bio-rad-laboratories-resolves-foreign-corrupt-practices-act-investigation-and-agrees-pay-1435","",""
"Biomet Inc.","Zimmer Biomet","Biomet","Zimmer Holdings and Biomet merged in 2015","$17,200,000","$0","$17,200,000","2012","20120326","competition-related offenses","Foreign Corrupt Practices Act","kickbacks and bribery","Biomet Inc. entered into a deferred prosecution agreement with the Department of Justice to resolve alleged violations of the Foreign Corrupt Practices Act.","federal","agency action","Justice Department Criminal Division","criminal","deferred prosecution agreement","","","","","","","","","","","","","","USA","Indiana","publicly traded","ZBH","US98956P1021","medical equipment and supplies","medical devices","https://www.justice.gov/opa/pr/third-medical-device-company-resolves-foreign-corrupt-practices-act-investigation","",""
"BizJet International Sales and Support Inc.","Lufthansa","Lufthansa","","$11,800,000","$0","$11,800,000","2012","20120314","competition-related offenses","Foreign Corrupt Practices Act","kickbacks and bribery","BizJet International Sales and Support Inc., a provider of aircraft maintenance, repair and overhaul services based in Tulsa, Okla., agreed to pay an $11.8 million criminal penalty to resolve charges related to the Foreign Corrupt Practices Act .","federal","agency action","Justice Department Criminal Division","criminal","deferred prosecution agreement","","","","","","","","","","","","","","Germany","","publicly traded","","DE0008232125","airlines","airlines","https://www.justice.gov/opa/pr/bizjet-international-sales-and-support-inc-resolves-foreign-corrupt-practices-act","",""
"BK Medical ApS","GE HealthCare Technologies","Analogic Corp.","In 2018 Analogic was acquired by Altaris Capital Partners, which sold it to GE Healthcare in 2021.","$3,400,000","$0","$3,400,000","2016","20160621","competition-related offenses","Foreign Corrupt Practices Act","kickbacks and bribery","A subsidiary of Massachusetts technology company Analogic Corporation entered into a non-prosecution agreement and agreed to pay a $3.4 million penalty to resolve the government's investigation into improper payments made in Russia and elsewhere in violation of the Foreign Corrupt Practices Act. ","federal","agency action","Justice Department Criminal Division","criminal","non-prosecution agreement","","","","","","","","","","","","","","USA","Illinois","publicly traded","GEHC","USU3644QAD70","medical equipment and supplies","medical technology","https://www.justice.gov/opa/pr/analogic-subsidiary-agrees-pay-more-14-million-resolve-foreign-bribery-charges","",""
"BNP Paribas S.A.","BNP Paribas","BNP Paribas","","$8,973,600,000","$0","$8,973,600,000","2015","20150501","financial offenses","economic sanction violation","","BNP Paribas S.A.  was sentenced for conspiring to violate the International Emergency Economic Powers Act and the Trading with the Enemy Act by processing billions of dollars of transactions through the U.S. financial system on behalf of Sudanese, Iranian and Cuban entities subject to U.S. economic sanctions. BNPP was sentenced to a five-year term of probation, and ordered to forfeit $8,833,600,000 to the United States and to pay a $140,000,000 fine. The penalty also covered cases brought by the Office of Foreign Assets Control and the Federal Reserve.","federal","agency action","Justice Department Criminal Division","criminal","","","","","","","","","","","","","","","France","","publicly traded","","FR0000131104","financial services","banking","https://www.justice.gov/opa/pr/bnp-paribas-sentenced-conspiring-violate-international-emergency-economic-powers-act-and","",""
"Braskem S.A","Braskem","Braskem","","$94,800,000","$0","$94,800,000","2016","20161221","competition-related offenses","Foreign Corrupt Practices Act","kickbacks and bribery","","federal","agency action","Justice Department Criminal Division","criminal","","","","","","","","","","","","","","","Brazil","","publicly traded","","BRBRKMACNOR1","chemicals","chemicals","https://www.justice.gov/opa/pr/odebrecht-and-braskem-plead-guilty-and-agree-pay-least-35-billion-global-penalties-resolve","",""
