"Company","Current Parent Company","Parent at the Time of the Penalty Announcement","Recap of Ownership Changes","Penalty Amount","Subtraction From Penalty Amount to Avoid Double Counting","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Original System ID","Facility Name","Facility Address","Facility City","Facility State","Facility Zip","Facility County","NAICS Code","NAICS Translation","Current Parent HQ Country","Current Parent HQ State","Current Parent Ownership Structure","Current Parent Stock Ticker","Current Parent ISIN","Current Parent Major Industry","Current Parent Specific Industry","Info Source","PACER Link","Notes"
"Desert Palace, Inc. d/b/a Caesars Palace","Caesars Holdings","Caesars Entertainment","In 2005 Harrah's merged with Caesars Entertainment and later adopted its name. In 2020 Caesars Entertainment and Eldorado Resorts merged to form Caesars Holdings.","$8,000,000","$0","$8,000,000","2015","20150908","financial offenses","anti-money-laundering deficiencies","","The Financial Crimes Enforcement Network announced a settlement with Desert Palace, Inc. d/b/a Caesars Palace whereby Caesars agreed to pay an $8 million civil money penalty for willful and repeated violations of the Bank Secrecy Act.","federal","agency action","Treasury Department Financial Crimes Enforcement Network","civil","","","","","","","","","","","","","","","USA","Nevada","publicly traded","CZR","US12769G1004","entertainment","casinos","https://www.fincen.gov/news_room/nr/html/20150908.html","","Caesars Entertainment leases the casino from Vici Properties"
"Doha Bank","","","","$5,000,000","$0","$5,000,000","2009","20090421","financial offenses","anti-money-laundering deficiencies","banking violation","The Financial Crimes Enforcement Network and the Office of the Comptroller of the Currency announced the assessment of concurrent civil money penalties, each $5 million, against the New York Branch of Doha Bank of Doha, Qatar for past violations of the Bank Secrecy Act. The Branch, without admitting or denying the allegations, consented to payment of the civil money penalties, which were to be satisfied by a single payment of $5 million to the U.S. Department of the Treasury.","federal","agency action","Treasury Department Financial Crimes Enforcement Network","civil","","","","","","","","","","","","","","","","","","","","","","https://www.fincen.gov/news/news-releases/fincen-and-occ-assess-civil-money-penalties-against-new-york-branch-doha-bank","",""
"Eurobank","","","","$25,000","$0","$25,000","2010","20100504","financial offenses","anti-money-laundering deficiencies","","The Financial Crimes Enforcement Network and the Federal Deposit Insurance Corporation announced the assessment of concurrent civil money penalties of $25,000 against Eurobank, San Juan, Puerto Rico, for violating the Bank Secrecy Act and similar rules under Title 12 of the United States Code.","federal","agency action","Treasury Department Financial Crimes Enforcement Network","civil","","","","","","","","","","","","","","","","","","","","","","https://www.fincen.gov/news_room/nr/html/20100504.html","",""
"First National Community Bank","","","","$1,500,000","$0","$1,500,000","2015","20150227","financial offenses","anti-money-laundering deficiencies","","The Financial Crimes Enforcement Network assessed a $1.5 million civil money penalty against the First National Community Bank of Dunmore, Pennsylvania for willfully violating the Bank Secrecy Act.","federal","agency action","Treasury Department Financial Crimes Enforcement Network","civil","","","","","","","","","Dunmore","Pennsylvania","","","","","","","","","","","","https://www.fincen.gov/news_room/nr/html/20150227.html","",""
"Frosty Food Mart","","","","$10,000","$0","$10,000","2006","20060509","financial offenses","anti-money-laundering deficiencies","","The Financial Crimes Enforcement Network announced that Frosty Food Mart -- a money services business in Tampa, Florida -- consented to the assessment of a civil money penalty in the amount of $10,000.","federal","agency action","Treasury Department Financial Crimes Enforcement Network","civil","","","","","","","","","Tampa","Florida","","","","","","","","","","","","https://www.fincen.gov/sites/default/files/news_release/20060509.pdf","",""
"Gibraltar Private Bank and Trust Company","","","","$4,000,000","$0","$4,000,000","2016","20160225","financial offenses","anti-money-laundering deficiencies","","The Financial Crimes Enforcement Network announced the assessmentof a $4 million civil money penalty against Gibraltar Private Bank and Trust Company for willfully violating federal anti-money laundering laws, known collectively as the Bank Secrecy Act.","federal","agency action","Treasury Department Financial Crimes Enforcement Network","civil","","","","","","","","","Coral Gables","Florida","","","","","","","","","","","","https://www.fincen.gov/news_room/nr/html/20160225.html","",""
"Hawaiian Gardens Casino, Inc. d/b/a The Gardens Casino","","","","$2,800,000","$0","$2,800,000","2016","20160715","financial offenses","anti-money-laundering deficiencies","","The Financial Crimes Enforcement Network announced a settlement with and a $2.8 million assessment against Hawaiian Gardens Casino, Inc. d/b/a The Gardens Casino, of Hawaiian Gardens, California. The Gardens, a card club, admitted that it violated the Bank Secrecy Act's program and reporting requirements and agreed to future undertakings, including periodic independent reviews to examine and test its anti-money laundering program.","federal","agency action","Treasury Department Financial Crimes Enforcement Network","civil","","","","","","","","","Hawaiian Gardens","California","","","","","","","","","","","","https://www.fincen.gov/news_room/nr/html/20160715.html","",""
"Hong Kong Entertainment (Overseas) Investments, Ltd. d/b/a Tinian Dynasty Hotel & Casino","","","","$75,000,000","$0","$75,000,000","2015","20150603","financial offenses","anti-money-laundering deficiencies","","The Financial Crimes Enforcement Network assessed a $75 million civil money penalty against Hong Kong Entertainment (Overseas) Investments, Ltd., d/b/a Tinian Dynasty Hotel & Casino, in the Northern Mariana Islands for willful and egregious violations of the Bank Secrecy Act.","federal","agency action","Treasury Department Financial Crimes Enforcement Network","civil","","","","","","","","","","","","","","","","","","","","","","https://www.fincen.gov/news_room/nr/html/20150603.html","",""
"Israel Discount Bank","Israel Discount Bank","Israel Discount Bank","","$12,000,000","$0","$12,000,000","2006","20061031","financial offenses","anti-money-laundering deficiencies","banking violation","","federal","agency action","Treasury Department Financial Crimes Enforcement Network","civil","","","","","","","","","","","","","","","Israel","","publicly traded","","IL0006912120","financial services","banking","https://www.fincen.gov/sites/default/files/shared/fincen_assessment_of_civil_money_penalty.pdf","",""
"J.P. Morgan Chase Bank, N.A.","JPMorgan Chase","JPMorgan Chase","","$461,000,000","$0","$461,000,000","2014","20140107","financial offenses","anti-money-laundering deficiencies","","The Financial Crimes Enforcement Network fined J.P. Morgan Chase Bank, N.A. $461 million for willfully violating the Bank Secrecy Act by failing to report suspicious transactions arising out of Bernard L. Madoff's decades-long, multi-billion dollar fraudulent investment scheme. ","federal","agency action","Treasury Department Financial Crimes Enforcement Network","civil","","","","","","","","","","","","","","","USA","New York","publicly traded","NYSE: JPM","US46625H1005","financial services","banking & securities","https://www.fincen.gov/news_room/nr/html/20140107.html","",""
"King Mail & Wireless Inc.","","","","$12,000","$0","$12,000","2015","20150601","financial offenses","anti-money-laundering deficiencies","","The Financial Crimes Enforcement Network imposed a civil money penalty against King Mail & Wireless Inc. and its owner, Ali Al Duais, for willful and repeated violations of the Bank Secrecy Act. ","federal","agency action","Treasury Department Financial Crimes Enforcement Network","civil","","","","","","","","","","","","","","","","","","","","","","https://www.fincen.gov/news_room/nr/html/20150601.html","",""
"Lee's Snack Shop, Inc.","","","","$60,000","$0","$60,000","2015","20150626","financial offenses","anti-money-laundering deficiencies","","The Financial Crimes Enforcement Network imposed a civil money penalty against Lee's Snack Shop, Inc. and its owner and compliance officer, Hong Ki Yi, for willful and repeated violations of the Bank Secrecy Act.","federal","agency action","Treasury Department Financial Crimes Enforcement Network","civil","","","","","","","","","","","","","","","","","","","","","","https://www.fincen.gov/news_room/nr/html/20150626.html","",""
"Lower Sioux Indian Community, doing business as Jackpot Junction Casino Hotel","","","","$250,000","$0","$250,000","2011","20110421","financial offenses","anti-money-laundering deficiencies","","The Financial Crimes Enforcement Network announced a $250,000 civil money penalty against The Lower Sioux Indian Community, doing business as Jackpot Junction Casino Hotel of Morton, Minnesota for violating Bank Secrecy Act  requirements for casinos.","federal","agency action","Treasury Department Financial Crimes Enforcement Network","civil","","","","","","","","","Morton","Minnesota","","","","","","","","","","","","https://www.fincen.gov/news_room/nr/html/20110421.html","",""
"Merchants Bank of California, N.A.","","","","$7,000,000","$0","$7,000,000","2017","20170227","financial offenses","anti-money-laundering deficiencies","","","federal","agency action","Treasury Department Financial Crimes Enforcement Network","civil","","","","","","","","","","","","","","","","","","","","","","https://www.fincen.gov/sites/default/files/enforcement_action/2017-02-27/Merchants%20Bank%20of%20California%20Assessment%20of%20CMP%2002.24.2017.v2.pdf","",""
"Mian, Inc. dba Tower Package Store","","","","$45,000","$0","$45,000","2014","20140715","financial offenses","anti-money-laundering deficiencies","","The Financial Crimes Enforcement Network announced the assessment of a civil money penalty against Mian, Inc., doing business as Tower Package Store, a money services business, for what it called significant and willful violations of the Bank Secrecy Act.","federal","agency action","Treasury Department Financial Crimes Enforcement Network","civil","","","","","","","","","","","","","","","","","","","","","","https://www.fincen.gov/news_room/nr/html/20140715.html","",""
"New Milenium Cash Exchange, Inc","","","","$10,000","$0","$10,000","2014","20140423","financial offenses","anti-money-laundering deficiencies","","civil money penalty","federal","agency action","Treasury Department Financial Crimes Enforcement Network","civil","","","","","","","","","","","","","","","","","","","","","","https://www.fincen.gov/news_room/ea/files/NMCE%20Assessment.pdf","",""
"North Dade Community Development Federal Credit Union","","","","$300,000","$0","$300,000","2014","20141125","financial offenses","anti-money-laundering deficiencies","","The Financial Crimes Enforcement Network assessed a $300,000 civil money penalty against North Dade Community Development Federal Credit Union in Miami Gardens, Florida for significant Bank Secrecy Act violations.","federal","agency action","Treasury Department Financial Crimes Enforcement Network","civil","","","","","","","","","Miami Gardens","Florida","","","","","","","","","","","","https://www.fincen.gov/news_room/nr/html/20141125.html","",""
"Oaks Card Club d/b/a Oaks Club","","","","$650,000","$0","$650,000","2015","20151217","financial offenses","anti-money-laundering deficiencies","","The Financial Crimes Enforcement Network  announced an assessment against a card club gaming establishment. Oaks Card Club d/b/a Oaks Club  was said to have admitted that it violated the reporting requirements of the Bank Secrecy Act.","federal","agency action","Treasury Department Financial Crimes Enforcement Network","civil","","","","","","","","","Emeryville","California","","","","","","","","","","","","https://www.fincen.gov/news_room/nr/html/20151217.html","",""
"Oppenheimer & Co., Inc.","Oppenheimer Holdings","Oppenheimer Holdings","","$20,000,000","$0","$20,000,000","2015","20150127","financial offenses","anti-money-laundering deficiencies","","The Financial Crimes Enforcement Network assessed a $20 million civil money penalty against Oppenheimer & Co., Inc., for willfully violating the Bank Secrecy Act.","federal","agency action","Treasury Department Financial Crimes Enforcement Network","civil","","","","","","","","","","","","","","","USA","New York","publicly traded","OPY","US6837971042","financial services","financial services","https://www.fincen.gov/news_room/nr/html/20150127.html","",""
"Oppenheimer & Company, Inc.","Oppenheimer Holdings","Oppenheimer Holdings","","$2,800,000","$0","$2,800,000","2005","20051229","financial offenses","anti-money-laundering deficiencies","","","federal","agency action","Treasury Department Financial Crimes Enforcement Network","civil","","","","","","","","","","","","","","","USA","New York","publicly traded","OPY","US6837971042","financial services","financial services","https://www.fincen.gov/news/news-releases/fincen-assesses-28-million-penalty-against-oppenheimer-company-inc","",""
"Pamrapo Savings Bank, S.L.A.","","","","$1,000,000","$0","$1,000,000","2010","20100603","financial offenses","anti-money-laundering deficiencies","","The Financial Crimes Enforcement Network announced a civil money penalty of $1 million against Pamrapo Savings Bank, S.L.A., of Bayonne, N.J. for violating requirements under the Bank Secrecy Act.","federal","agency action","Treasury Department Financial Crimes Enforcement Network","civil","","","","","","","","","Bayonne","New Jersey","","","","","","","","","","","","https://www.fincen.gov/news_room/nr/html/20100603.html","",""
"Pinnacle Capital Markets, LLC","","","","$50,000","$0","$50,000","2010","20100901","financial offenses","anti-money-laundering deficiencies","","The Financial Crimes Enforcement Network announced a civil money penalty of $50,000 against Pinnacle Capital Markets, LLC, Raleigh, N.C., for violating the Bank Secrecy Act.","federal","agency action","Treasury Department Financial Crimes Enforcement Network","civil","","","","","","","","","","","","","","","","","","","","","","https://www.fincen.gov/news_room/nr/html/20100831.html","",""
"Ripple Labs Inc.","","","","$700,000","$700,000","$0","2015","20150505","financial offenses","anti-money-laundering deficiencies","","The Financial Crimes Enforcement Network, working in coordination with the U.S. Attorney's Office for the Northern District of California, assessed a $700,000 civil money penalty against Ripple Labs Inc. and its wholly-owned subsidiary, XRP II, LLC for violating the Bank Secrecy Act by acting as a money services business and selling its virtual currency without registering with FinCEN and by failing to implement and maintain an adequate anti-money laundering program.","federal","agency action","Treasury Department Financial Crimes Enforcement Network","civil","","","","","","","","","","","","","","","","","","","","","","https://www.fincen.gov/news_room/nr/html/20150505.html","",""
"Sigue Corporation and Sigue LLC","","","","$12,000,000","$0","$12,000,000","2008","20080128","financial offenses","anti-money-laundering deficiencies","","The Financial Crimes Enforcement Network announced the assessment of a civil money penalty in the amount of $12 million against Sigue Corporation and Sigue LLC, a money services business headquartered in San Fernando, California, for violations of the Bank Secrecy Act. Sigue, without admitting or denying the allegations, consented to the civil money penalty.","federal","agency action","Treasury Department Financial Crimes Enforcement Network","civil","","","","","","","","","","","","","","","","","","","","","","https://www.fincen.gov/news/news-releases/sigue-corp-and-sigue-llc-california-pay-15-million-us-government-anti-money","",""
"Sparks Nugget, Inc. d/b/a John Ascuaga's Nugget","","","","$1,000,000","$0","$1,000,000","2016","20160405","financial offenses","anti-money-laundering deficiencies","","The Financial Crimes Enforcement Network announced a $1 million civil money penalty against Sparks Nugget, Inc., which admitted that it willfully violated the anti-money laundering provisions of the Bank Secrecy Act.","federal","agency action","Treasury Department Financial Crimes Enforcement Network","civil","","","","","","","","","Sparks","Nevada","","","","","","","","","","","","https://www.fincen.gov/news_room/nr/html/20160405.html","",""
"Thriftway Food Mart","","","","$10,000","$0","$10,000","2016","20160324","financial offenses","anti-money-laundering deficiencies","","The Financial Crimes Enforcement Network imposed a civil money penalty against Thriftway Food Mart and its owner and compliance officer, Kustandy Rayyan, for what the agency said were willful and repeated violations of the Bank Secrecy Act . Mr. Rayyan admitted to conduct and consented to a civil money penalty in the amount of $10,000.","federal","agency action","Treasury Department Financial Crimes Enforcement Network","civil","","","","","","","","","","","","","","","","","","","","","","https://www.fincen.gov/news_room/nr/html/20160324.html","",""
"Tonkawa Tribe","","","","$1,000,000","$0","$1,000,000","2006","20060324","financial offenses","anti-money-laundering deficiencies","","","federal","agency action","Treasury Department Financial Crimes Enforcement Network","civil","","","","","","","","","","Oklahoma","","","","","","","","","","","","https://www.fincen.gov/sites/default/files/news_release/20060324.pdf","",""
"Trump Taj Mahal Casino Resort","Hard Rock International","Hard Rock International","","$10,000,000","$0","$10,000,000","2015","20150306","financial offenses","anti-money-laundering deficiencies","","The Financial Crimes Enforcement Network imposed a $10 million civil money penalty against Trump Taj Mahal Casino Resort for willful and repeated violations of the Bank Secrecy Act.","federal","agency action","Treasury Department Financial Crimes Enforcement Network","civil","","","","","","","","","","","","","","","USA","Florida","privately held","","","restaurants and foodservice","restaurants and hotel/casinos","https://www.fincen.gov/news_room/nr/html/20150306.html","",""
"Union Bank of California, N.A.","U.S. Bancorp","Mitsubishi UFJ Financial Group","U.S. Bancorp bought MUFG Union Bank in 2022","$10,000,000","$0","$10,000,000","2007","20070917","financial offenses","anti-money-laundering deficiencies","banking violation","The Financial Crimes Enforcement Network and the Office of the Comptroller of the Currency announced the assessment of concurrent civil money penalties, each $10 million, against Union Bank of California, N.A. of San Francisco, California, for violations of the Bank Secrecy Act. Union Bank, without admitting or denying the allegations, consented to payment of the civil money penalties, which were to be satisfied by a single payment of $10 million to the U.S. Department of the Treasury. Union Bank also consented to issuance of a Cease and Desist Order by the OCC.","federal","agency action","Treasury Department Financial Crimes Enforcement Network","civil","","","","","","","","","","","","","","","USA","Minnesota","publicly traded","USB","US9029733048","financial services","banking","https://www.fincen.gov/news/news-releases/fincen-and-occ-assess-civil-money-penalties-against-union-bank-california","",""
"United Bank for Africa","","","","$15,000,000","$0","$15,000,000","2008","20080428","financial offenses","anti-money-laundering deficiencies","banking violation","The Financial Crimes Enforcement Network and the Office of the Comptroller of the Currency announced the assessment of concurrent civil money penalties, each $15 million, against the New York Branch of United Bank for Africa, PLC for violations of the Bank Secrecy Act. The Branch, without admitting or denying the allegations, consented to payment of the civil money penalties, which were to be satisfied by a single payment of $15 million to the U.S. Department of the Treasury.","federal","agency action","Treasury Department Financial Crimes Enforcement Network","civil","","","","","","","","","","","","","","","","","","","","","","https://www.fincen.gov/news/news-releases/fincen-and-occ-assess-civil-money-penalties-against-new-york-branch-united-bank","",""
"Wachovia Bank","Wells Fargo","Wachovia Corporation","Wells Fargo bought Wachovia in 2008.","$110,000,000","$0","$110,000,000","2010","20100317","financial offenses","anti-money-laundering deficiencies","","The Financial Crimes Enforcement Network announced the assessment of a civil money penalty in the amount of $110 million against Wachovia Bank for violations of the Bank Secrecy Act.","federal","agency action","Treasury Department Financial Crimes Enforcement Network","civil","","","","","","","","","","","","","","","USA","California","publicly traded","WFC","US9497461015","financial services","banking","https://www.fincen.gov/bsaviolations.html","",""
"BTC-E a/k/a Canton Business Corporation","","","","$110,003,314","$0","$110,003,314","2017","20170727","financial offenses","anti-money-laundering deficiencies","","","federal","agency action","Treasury Department Financial Crimes Enforcement Network","civil","","","","","","","","","","","","","","","","","","","","","","https://www.fincen.gov/sites/default/files/enforcement_action/2017-07-27/Assessment%20for%20BTCeVinnik%20FINAL2.pdf","",""
"Artichoke Joe's Casino","","","","$8,000,000","$0","$8,000,000","2018","20180503","financial offenses","anti-money-laundering deficiencies","","","federal","agency action","Treasury Department Financial Crimes Enforcement Network","civil","","","","","","","","","San Bruno","California","","","","","","","","","","","","https://www.fincen.gov/sites/default/files/enforcement_action/2018-05-03/AJC%20Assessment%2005.03.18.pdf","",""
"Lone Star National Bank","","","","$1,000,000","$0","$1,000,000","2017","20171101","financial offenses","anti-money-laundering deficiencies","","","federal","agency action","Treasury Department Financial Crimes Enforcement Network","civil","","","","","","","","","Pharr","Texas","","","","","","","","","","","","https://www.fincen.gov/sites/default/files/enforcement_action/2017-11-01/Lone%20Star.ASSESSMENT%20OF%20CIVIL%20MONEY%20PENALTY%20-%20Final%2011.01_0.pdf","",""
"U.S. Bank National Association","U.S. Bancorp","U.S. Bancorp","","$70,000,000","$0","$70,000,000","2018","20180215","financial offenses","anti-money-laundering deficiencies","","","federal","agency action","Treasury Department Financial Crimes Enforcement Network","civil","","","","","","","","","","","","","","","USA","Minnesota","publicly traded","USB","US9029733048","financial services","banking","https://www.fincen.gov/sites/default/files/enforcement_action/2018-02-15/FinCEN%20U.S.%20Bank%20-%20Assesment%20-%20FinCEN%20review%202.14.18%20Final%20(3).pdf","",""
"UBS Financial Services Inc.","UBS","UBS","","$5,000,000","$0","$5,000,000","2018","20181217","financial offenses","anti-money-laundering deficiencies","","UBS consented to a penalty of $14.5 million, $9 million of which was to be satisfied by related penalties imposed by the SEC and FINRA.","federal","agency action","Treasury Department Financial Crimes Enforcement Network","civil","","","","","","","","","","","","","","","Switzerland","","publicly traded","NYSE: UBS","CH0244767585","financial services","banking & securities","https://www.fincen.gov/sites/default/files/enforcement_action/2018-12-18/UBS%20Assessment%2012.17.2018%20FINAL_508%20Revised.pdf","",""
"Capital One, National Association","Capital One Financial","Capital One Financial","","$290,000,000","$0","$290,000,000","2021","20210115","financial offenses","anti-money-laundering deficiencies","","","federal","agency action","Treasury Department Financial Crimes Enforcement Network","civil","","","","","","","","","","","","","","","USA","Virginia","publicly traded","COF","US14040H1059","financial services","banking","https://www.fincen.gov/sites/default/files/enforcement_action/2021-01-15/Assessment_CONA%20508_0.pdf","",""
"HDR Global Trading Limited et al.","","","","$100,000,000","$0","$100,000,000","2021","20210810","financial offenses","anti-money-laundering deficiencies","","Bank Secrecy Act violations by entities operating at BitMEX","federal","agency action","Treasury Department Financial Crimes Enforcement Network","civil","","","","","","","","","","","","","","","","","","","","","","https://www.fincen.gov/sites/default/files/enforcement_action/2021-08-10/Assessment_BITMEX_508_FINAL_0.pdf","",""
"CommunityBank of Texas, N.A.","","","","$7,000,000","$0","$7,000,000","2021","20211216","financial offenses","anti-money-laundering deficiencies","","","federal","agency action","Treasury Department Financial Crimes Enforcement Network","civil","","","","","","","","","","Texas","","","","","","","","","","","","https://www.fincen.gov/sites/default/files/enforcement_action/2021-12-16/CBOT_Enf_Action_121621_508%20_FINAL.pdf","",""
"A&S World Trading Incorporated","","","","$275,000","$0","$275,000","2022","20220331","financial offenses","anti-money-laundering deficiencies","","","federal","agency action","Treasury Department Financial Crimes Enforcement Network","civil","","","","","","","","","","","","","","","","","","","","","","https://www.fincen.gov/sites/default/files/enforcement_action/2022-04-01/AS%20World%20Trading%20Consent%20Order%20FINAL.pdf","",""
"USAA Federal Savings Bank","USAA","USAA","","$80,000,000","$0","$80,000,000","2022","20220331","financial offenses","anti-money-laundering deficiencies","","","federal","agency action","Treasury Department Financial Crimes Enforcement Network","civil","","","","","","","","","","","","","","","USA","Texas","privately held","","","financial services","financial services","https://www.fincen.gov/sites/default/files/enforcement_action/2022-03-18/USAA%20Consent%20Order_Final%20508%20(2).pdf","",""
"Bittrex, Inc.","","","","$5,000,000","$0","$5,000,000","2022","20221011","financial offenses","anti-money-laundering deficiencies","","","federal","agency action","Treasury Department Financial Crimes Enforcement Network","civil","","","","","","","","","","","","","","","","","","","","","","https://www.fincen.gov/sites/default/files/enforcement_action/2022-10-11/Bittrex%20Consent%20Order%2010.11.2022.pdf","",""
"Kingdom Trust Company","","","","$1,500,000","$0","$1,500,000","2023","20230426","financial offenses","anti-money-laundering deficiencies","","","federal","agency action","Treasury Department Financial Crimes Enforcement Network","civil","","","","","","","","","","","","","","","","","","","","","","https://www.fincen.gov/sites/default/files/enforcement_action/2023-04-27/FinCEN_KTC_ConsentOrder_FINAL_042523.pdf","",""
"Bancredito International Bank and Trust Corporation","","","","$15,000,000","$0","$15,000,000","2023","20230915","financial offenses","anti-money-laundering deficiencies","","","federal","agency action","Treasury Department Financial Crimes Enforcement Network","civil","","","","","","","","","","","","","","","","","","","","","","https://www.fincen.gov/sites/default/files/enforcement_action/2023-09-15/Bancredito_Consent_FINAL_091523_508C.pdf","",""
"Shinhan Bank America","","","","$15,000,000","$0","$15,000,000","2023","20230929","financial offenses","anti-money-laundering deficiencies","","","federal","agency action","Treasury Department Financial Crimes Enforcement Network","civil","","","","","","","","","","","","","","","","","","","","","","https://www.fincen.gov/sites/default/files/enforcement_action/2023-09-29/SHBA_9-28_FINAL_508.pdf","",""
"Binance Holdings Limited,","Binance Holdings","Binance Holdings","","$3,400,000,000","$3,400,000,000","$0","2023","20231121","financial offenses","anti-money-laundering deficiencies","","The Financial Crimes Enforcement Network (FinCEN) conducted a civil enforcement investigation and determined that grounds exist to impose a Civil Money Penalty on Binance Holdings Limited, Binance (Services) Holdings Limited, and Binance Holdings (IE) Limited, collectively doing business as Binance and Binance.com for violations of the Bank Secrecy Act (BSA) and its implementing regulations. This was part of a larger case involving the Justice Department and other agencies (see separate entries).","federal","agency action","Treasury Department Financial Crimes Enforcement Network","civil","","","","","","","","","","","","","","","Malta","","privately held","","","financial services","cryptocurrency exchange","https://www.fincen.gov/sites/default/files/enforcement_action/2023-11-21/FinCEN_Consent_Order_2023-04_FINAL508.pdf","",""
